chapitre	chapter
v	v
–	-
la	the
forêt	forest
enneigée	snowy
a	has
roulotte	trailer
avait	had
été	been
placée	placed
au	the
rez-de-chaussée	ground floor
dans	in
l’écurie	the stable
où	where
se	is
trouvaient	were
habituellement	usually
les	the
rennes	rennes
une	a
grosse	big
cage	cage
contenait	contained
tous	all
hiboux	owls
que	that
marie	mary
aperçus	previews
nuit	night
précédente	previous
quelques	a few
gnomes	gnomes
s’étaient	had
oc-	oc-
cupés	cupés
de	of
chasser	hunt
afin	in order
qu’ils	they
ne	do
puissent	can
rien	nothing
dévoiler	reveal
leurs	their
projets	projects
à	to
l’arlequin	the harlequin
oiseaux	birds
piaillaient	piaillaient
d’affolement	panic
on	it
distinguait	distinguished
également	also
un	a
traîneau	sled
volant	steering wheel
équipé	equipped
deux	two
aile-	wing-
rons	hope
rouge	red
matelassé	quilted
avec	with
énorme	huge
hotte	hood
qui	that
s’étendait	extended
aussi	also
bien	well
l’arrière	the rear
sur	on
côtés	sides
il	it
comportait	included
quatre	four
roues	wheels
et	and
grands	great
skis	skis
car	because
était	was
très	very
moderne	modern
roule	rolls
glisse	gliding
neige	snow
vole	flies
expliqua	explained
le	the
père	father
léon	leon
flotte	fleet
rajouta	added
origan	oregano
pour	for
plaisanter	joke
non	not
coulerait	sink
contesta	chode
n’écoute	don't listen
pas	not
ori-	the ori-
gan	gan
raconte	tells
n’importe	any
quoi	what
tout	all
même	even
y	there
quelque	some
chose	thing
je	I
n’ai	haven
jamais	never
com-	com-
pris	taken
s’exclama	exclaimed
comment	how
ces	these
paniers	baskets
peuvent-ils	can they
contenir	contain
jouets	toys
du	the
monde	world
distribution	distribution
des	of
cadeaux	gifts
noël	christmas
cela	this
passe	pass
comme	as
magiciens	magicians
tirent	draw
lapins	rabbits
pigeons	pigeons
chapeaux	hats
ce	this
sont	are
hottes	hoods
sans	without
fond	background
À	To
l’intérieur	inside
trouve	find
hangars	hangars
lutins	goblins
font	do
remonter	back
zouets	zouets
prévus	provided
en	in
fonction	function
position	position
l’espace	the space
oh	oh
dit	said
yeux	eyes
ronds	round
curieuse	curious
elle	it
pencha	bent
au-dessus	above
gouffre	abyss
fin	end
serait	would be
rentrée	back to school
l’aurait	would have
ja-	ja-
mais	but
revue	review
prête	ready
ressemblait	looked like
solide	solid
gitan	gypsy
bois	wood
épais	thick
mousse	foam
protégeait	protected
froid	cold
éventuel	possible
dedans	in
pouvait	could
découvrir	discover
tapis	carpet
couchettes	bunks
petits	small
meubles	furniture
cheminée	fireplace
trouvait	was
nombreux	many
bibelots	trinkets
décorations	decorations
rubans	ribbons
rouges	red
pains	bread
d’épices…	spices...
est	is
entièrement	fully
équipée	equipped
gnome	gnome
