chapitre	chapter
8	8
–	-
retour	return
à	to
la	the
maison	home
153	153
les	the
recettes	recipes
du	the
pere	pere
noËl	christmas
157	157
pain	bread
d’épices	spices
au	the
chocolat	chocolate
dattes	dates
farcies	stuffed
158	158
gaufres	waffles
suédoises	Swedish
159	159
pepernoten	pepernoten
beignets	donuts
d’insectes	insects
160	160
25	25
biscuits	biscuits
cannelle	cinnamon
161	161
harry	harry
potter	potter
et	and
coupe	cup
de	of
feu	fire
par	by
j	j
k	k
rowling	rowling
traduit	translated
l'anglaispar	the anglaispar
jean-françois	jean-françois
menard	menard
1la	1la
des	of
 jeux	 games
sort 	fate 
2la	2la
cicatrice	scar
3l'invitation	3l'invitation
4retour	4retour
terrier	terrier
5farces	5farces
pour	for
sorciers	wizards
facÉtieux	facetious
6le	6.
portoloin	portoloin
7verpey	7verpey
croupton	croupton
8la	8.
monde	world
quidditch	quidditch
9la	9the
marque	brand
tÉnÈbres	darkness
10tempÊte	10tempÊte
ministÈre	department
11À	11AM
bord	edge
poudlard	hogwarts
express	express
12le	12-the
tournoi	tournament
trois	three
13maugrey	13maugrey
fol	fol
Œil	Eye
14les	14les
sortilÈges	spells
impardonnables	unforgivable
15beauxbÂtons	15beauxbÂtons
durmstrang	durmstrang
16la	16la
17les	17
quatre	four
champions	champions
18l'examen	18l'review
baguettes	chopsticks
19le	19.
magyar	magyar
À	To
pointes	tips
20la	20the
premiÈre	first
tÂche	task
21le	21
front	front
libÉration	release
elfes	elves
22la	22la
inattendue	unexpected
23le	23le
bal	prom
24le	24le
scoop	scoop
rita	rita
skeeter	skeeter
25l'Œuf	25the Egg
l'Œil	the Eye
26la	26.
deuxiÈme	second
27le	27.
patmol	patmol
28la	28.
folie	madness
mr	mr
29le	29
rÊve	dream
30la	30la
pensine	pensine
31la	31la
troisiÈme	third
32les	32.
os	os
chair	flesh
le	the
sang	blood
33les	33les
mangemorts	mangemorts
34priori	34priori
incantatum	incantatum
35veritaserum	35veritaserum
croisÉe	cross
chemins	paths
37le	37le
commencement	beginning
table	table
matiÈres	materials
l'auteur	the author
