chapitre	chapter
3	3
vouloir	want to
et	and
ne	do
pas	not
pouvoir	power
harry	harry
potter	potter
ronflait	lay snoring
fort	fort
il	it
s'était	had
assis	sitting
sur	on
une	a
chaise	chair
près	near
de	of
la	the
fenêtre	window
sa	its
chambre	room
à	to
coucher	bedroom
depuis	since
presque	almost
quatre	four
heures	hours
regardant	looking at
dehors	outside
dans	in
rue	street
obscure	dark
était	was
finalement	finally
tombé	fallen
sommeil	sleep
avec	with
un	a
côté	side
du	the
visage	face
appuyé	supported
contre	against
le	the
froid	cold
carreau	tile
les	the
lunettes	glasses
travers	through
bouche	mouth
grande	great
ouverte	open
légère	light
buée	fog
que	that
son	its
souffle	breath
avait	had
laissée	left
faisait	was
miroiter	sparkle
lueur	glow
orange	orange
l'éclairage	the lighting
public	public
lumière	light
artificielle	artificial
vidait	emptied
toute	any
couleur	color
sorte	so
qu'il	it
ressemblait	looked like
fantôme	ghost
sous	under
toque	toque
cheveux	hair
noirs	black
touffus	thick
salle	room
jonchée	littered
ses	its
diverses	various
possessions	possessions
d'un	a
bon	good
nombre	number
saletés	dirt
des	of
plumes	feathers
hibou	owl
trognons	cores
pomme	apple
emballages	packaging
posés	posed
plancher	floor
certain	some
piles	batteries
livres	books
traînaient	hanging out
parmi	among
robes	dresses
longues	long
chiffonnées	crumpled
lit	bed
paquet	package
journaux	newspapers
reposait	based
en	in
tas	heap
éclairé	informed
bureau	office
s'étalait	spread
l'elu	the chosen one
rumeurs	rumors
circulent	circulate
encore	yet
au	the
sujet	about
récents	recent
mystérieux	mysterious
événements	events
ministère	department
magie	magic
pendant	during
lesquels	which
"celui	"he
dont	which
on	it
doit	must
prononcer	pronounce
nom"	name"
est	is
réapparu	reappeared
"	"
nous	we
permet	allows
d'en	to
parler	talk
demandez	ask
rien	nothing
disait	said
agité	restless
l'obliviator	the obliviator
qui	that
a	has
refusé	refused
donner	give
nom	name
quittant	leaving
nuit	night
dernière	last
néanmoins	nevertheless
sources	sources
très	very
bien	well
placées	placed
sein	within
ont	have
confirmé	confirmed
eu	had
lieu	place
prophéties	prophecies
employés	employees
aient	have
jusqu'ici	up here
confirmer	confirm
l'existence	the existence
tel	such
endroit	place
plus	more
important	important
sorciers	wizards
croient	believe
mangemorts	mangemorts
échappés	escaped
d'azkaban	of azkaban
essayé	tried
voler	fly
prophétie	prophecy
nature	nature
cette	this
inconnue	unknown
mais	but
dit	said
qu'elle	it
concerne	for
seule	only
personne	person
jamais	never
connue	known
pour	for
avoir	have
survécu	survived
aux	the
massacres	massacres
question	question
certains	some
appellent	call
"l'élu"	the "chosen one"
croyant	believing
présente	this
