chapitre	chapter
10	10
l'heure	the time
de	of
gaunt	gaunt
pour	for
la	the
suite	suite
des	of
leçons	lessons
potions	potions
magiques	magic
semaine	week
harry	harry
continua	continued
à	to
suivre	follow
les	the
instructions	instructions
du	the
prince-de-sang-mêlé	prince-of-half-blood
partout	everywhere
où	where
elles	they
déviaient	deviated
libatius	libatius
bourrache	borage
avec	with
comme	as
résultat	result
que	that
dès	as soon
leur	their
quatrième	fourth
leçon	lesson
slughorn	slughorn
délirait	délirait
complètement	completely
sur	on
capacités	capacity
et	and
disait	said
qu'il	it
avait	had
rarement	rarely
enseigné	taught
quelqu'un	someone
si	if
doué	gifted
ni	or
ron	ron
hermione	hermione
n'étaient	there were
enchanté	enchanted
bien	well
ait	has
offert	offered
partager	share
son	its
livre	book
eux	them
deux	two
eu	had
plus	more
difficulté	difficulty
déchiffrer	decrypt
l'écriture	writing
ne	do
pouvait	could
pas	not
continuer	continue
demander	ask
lire	read
haute	high
voix	voice
ce	this
qui	that
aurait	would
semblé	seemed
suspect	suspect
quant	as
elle	it
suivait	followed
scrupuleusement	scrupulously
qu'elle	it
appelait	called
"officielles"	"official"
mais	but
devenait	became
en	in
grincheuse	grumpy
car	because
obtenait	got
moins	less
bons	good
résultats	results
qu'avec	with
prince	prince
se	is
demandait	asked
être	be
le	the
malgré	despite
quantité	quantity
travail	work
l'empêchait	the prevented
totalité	all
manuel	manual
fabrication	manufacturing
avancée	advanced
il	it
l'avait	had
suffisamment	enough
feuilleté	laminated
voir	see
n'y	there
quasiment	almost
pages	pages
lesquelles	which
n'avait	had
rien	nothing
ajouté	added
ces	these
notes	notes
concernaient	related
toutes	all
ici	here
là	there
y	there
ressemblaient	looked like
sorts	spells
conçus	designed
lui-même	himself
"ou	"or
elle-même	itself
"	"
énervée	upset
quand	when
surprit	surprised
signaler	report
quelque	some
uns	each
dans	in
salle	room
commune	common
samedi	Saturday
soir	evening
une	a
fille	girl
je	I
pense	think
ressemble	looks like
davantage	more
celle	the
d'une	a
qu'à	as
d'un	a
garçon	boy
s'appelle	is called
répliqua	replied
"combien	"how
fille-prince	girl-prince
connais-tu	do you know
répondre	reply
renfrogna	renfrogna
simplement	simply
poursuivit	continued
essai	test
principes	principles
rematérialisation	rematérialisation
loin	far
essayait	tried
l'envers	the upside
regarda	looked at
sa	its
montre	watch
hâte	looking forward
remit	gave
vieux	old
sac	bag
"il	"it
est	is
huit	eight
heures	hours
cinq	five
pars	pars
vite	fast
vais	'll
arriver	getting
retard	delay
chez	in
dumbledore	dumbledore
"ooooh	"ooooh
souffla	blew
"bonne	"good
chance	chance
nous	we
attendrons	wait
là-haut	up there
voulons	want to
savoir	know
t'enseigne	teaches you
"j'espère	"I hope
sera	will be
dit	said
tous	all
regardèrent	looked
sortir	out
par	by
trou	hole
portrait	portrait
avançait	advanced
couloirs	corridors
déserts	deserts
dehors	outside
fait	fact
cacher	hide
derrière	behind
statue	statue
professeur	professor
trelawney	trelawney
était	was
apparu	appeared
un	a
coin	corner
corridor	corridor
parlant	speaking
doucement	gently
battant	flying
lisant	reading
jeu	game
cartes	cards
sales	sales
"deux	"two
cosses	lugs
conflit	conflict
murmura-t-elle	she whispered
passant	from
près	near
l'endroit	the place
s'était	had
tapi	tapi
"sept	"seven
présage	omen
maladie	disease
dix	ten
violence	violence
valet	jack
jeune	young
homme	man
brun	brown
préoccupé	concerned
déteste	hate
dérangement	disturbance
…"	..."
s'arrêta	stopped
pile	battery
l'autre	the other
côté	side
"Ça	"It
n'est	there is
bon	good
signe	sign
remarqua-t-elle	noticed she
gênée	embarrassed
l'entendit	heard
battre	beat
nouveau	new
vigoureusement	vigorously
pendant	during
continuait	continued
au	the
laissant	leaving
juste	just
odeur	smell
xérès	sherry
attendit	waited
jusqu'à	up to
soit	either
tout	all
sûr	course
partie	part
puis	then
dépêcha	dispatched
couloir	hallway
septième	seventh
étage	floor
gargouille	gargoyle
contre	against
mur	wall
bruits	noise
d'acide"	acid"
prononça	spoke
s'écarta	departed
glissé	slipped
escalier	staircase
mobile	mobile
pierre	stone
spirale	spiral
apparut	appeared
grimpa	climbed
avant	before
d'arriver	to arrive
devant	before
porte	door
heurtoir	knocker
laiton	brass
menait	led
bureau	office
frappa	hit
"entre	"between
l'invita	the invited
"bonsoir	"good evening
professeur"	professor"
pénétrant	penetrating
directeur	director
"ah	"ah
bonsoir	hello
répondit	replied
souriant	smiling
"assieds-toi	"sit down,
j'espère	I hope
tu	you
as	as
première	first
d'école	school
agréable	nice
"oui	"yes
merci	thank you
"vous	"you
devez	must
occupé	busy
par-dessus	above
tête	head
"heu	"uh
commença	started
maladroitement	awkwardly
trop	too
sévèrement	severely
"j'ai	"I
prévu	expected
rogue	rogue
feras	shalt
ta	your
retenue	withholding
prochain	next
"d'accord	"okay
l'esprit	the spirit
d'autre	on the other
préoccupation	concern
punition	punishment
regardait	watched
maintenant	now
autour	around
cherchant	seeking
indication	indication
nature	nature
projetait	projected
faire	do
lui	him
circulaire	circular
tel	such
toujours	always
été	been
fragiles	fragile
instruments	instruments
argent	money
fumant	smoking
vibrant	vibrating
reposaient	based
guéridons	pedestal tables
portraits	portraits
directeurs	directors
directrices	guidelines
précédents	previous
somnolaient	somnolaient
cadre	framework
magnifique	beautiful
phœnix	phoenix
fumsek	fumsek
perchoir	perch
observant	observing
intérêt	interest
évident	obvious
vit	lives
même	even
espace	space
dégagé	loose
pratique	practice
duel	duel
"bien	"well
ferme	farm
te	te
demandé	asked
j'en	I
suis	am
projette	plans
toi	you
j'ai	I
décidé	decided
temps	time
sais	know
a	has
incité	prompted
seigneur	lord
voldemort	voldemort
vouloir	want to
tuer	kill
quinze	fifteen
ans	years
fournir	provide
certaine	some
information	information
eut	had
pause	break
m'aviez	I had
fin	end
dernière	last
année	year
savais	knew
s'étonna	was surprised
note	note
d'accusation	charge
"professeur"	"professor"
a-t-il	there
"et	"and
c'est	it is
exact"	exact"
confirma	confirmed
t'ai	you've
À	To
partir	from
laisserons	let
réalité	reality
présente	this
voyagerons	will travel
ensemble	all
eaux	waters
troubles	disorders
mémoire	memory
régions	regions
sauvages	wild
devons	must
malheureusement	unfortunately
humphrey	humphrey
belcher	belcher
croyait	believed
morceau	song
fromage	cheese
"mais	"but
vous	you
pensez	think
ça	it
ira	ira
"naturellement	"of course
l'ai	I
déjà	already
expliqué	explained
fais	do
erreurs	errors
étant	being
-	-
pardonne-moi	forgive me
peu	little
intelligent	smart
plupart	most
hommes	men
mes	my
tendent	tend
également	also
importante	important
s'enquit	"inquired
allez	go
me	me
dire	say
rapport	report
prophétie	prophecy
cela	this
m'aidera-t-il	will help me there
survivre	survive
effet	effect
très	very
grand	great
interrogé	interviewed
prochains	next
jours	days
certainement	certainly
t'aidera	will help you
leva	rose
fit	fit
tour	tour
tourna	turned
siège	seat
observer	observe
plier	fold
au-dessus	above
coffre	safety deposit box
redressa	straightened
tenait	held
bassin	basin
profond	deep
familier	familiar
incrusté	inlaid
d'inscriptions	registration
étranges	strange
gravées	engraved
posa	posa
pensine	pensine
"tu	"you
sembles	seem to
inquiet	worried
appréhension	apprehension
ses	its
expériences	experiences
précédentes	previous
dispositif	device
étrange	strange
stocke	stores
restitue	restores
pensées	thoughts
souvenirs	memories
fortement	strongly
instructives	informative
avaient	had
inconfortables	uncomfortable
fois	time
regardé	watched
dedans	in
vu	seen
beaucoup	a lot
l'aurait	would have
souhaité	desired
souriait	smiling
d'entrer	to enter
moi	me
particulièrement	particularly
permission	permission
"où	"where
allons-nous	are we going to
"nous	"we
dédales	mazes
bob	bob
ogden	ogden
tirant	pulling
poche	pocket
bouteille	bottle
cristal	crystal
contenant	containing
substance	substance
argenté-blanche	silver-white
tourbillonnante	whirlpool
"qui	"
"c'était	"it was
employé	employee
département	department
l'application	the application
lois	laws
magie	magic
mort	death
l'aie	the iea
retrouvé	found
persuadé	persuaded
confier	entrust
sommes	are
point	point
l'accompagner	accompany
visite	visit
faite	made
cours	during
fonctions	functions
tiens-toi	stand
prêt	loan
harry…	harry...
quelques	a few
difficultés	difficulties
retirer	remove
bouchon	cap
flacon	bottle
main	hand
blessée	injured
semblait	seemed
raide	stiff
douloureuse	painful
je…	I...
"en	"
aucune	no
façon	how
harry…"	harry..."
dirigea	led
baguette	wand
magique	magic
liège	cork
s'extirpa	is swung
"professeur	"professor
…	...
comment	how
êtes-vous	are you
blessé	injured
demanda	asked
encore	yet
regardant	looking at
doigts	fingers
noircis	blackened
mélange	mix
révulsion	revulsion
pitié	pity
"ce	"this
moment	time
cette	this
histoire	history
avons	have
rendez-vous	appointment
versa	versa
contenu	content
argenté	silver
tourbillonna	tourbillonna
chatoya	chatoya
sans	without
éclaboussures	splash
fumées	smoke
"après	"after
geste	gesture
