chapitre	chapter
24	24
sectumsempra	sectumsempra
pendant	during
la	the
leçon	lesson
de	of
charmes	charms
du	the
matin	morning
suivant	following
(ayant	(with
comme	as
premier	first
travail	work
à	to
charmer	charm
le	the
muffliato	muffliato
plus	more
proche	close
d'eux)	of them)
épuisé	exhausted
mais	but
ravi	ravi
par	by
son	its
nuit	night
harry	harry
dit	said
ron	ron
et	and
hermione	hermione
tout	all
ce	this
qui	that
s'était	had
produit	product
ils	they
étaient	were
tous	all
deux	two
sincèrement	sincerely
impressionnés	impressed
manière	way
dont	which
il	it
avait	had
obtenu	obtained
mémoire	memory
slughorn	slughorn
franchement	frankly
intimidés	intimidated
quand	when
leur	their
parlé	spoken
promesse	promise
dumbledore	dumbledore
d'accepter	to accept
aide	using
pour	for
trouver	find
les	the
horcruxes	horcruxes
voldemort	voldemort
"wouah	"wow
"	"
eut	had
finalement	finally
fini	finished
dire	say
remuait	stir-fried
sa	its
baguette	wand
très	very
vaguement	vaguely
vers	to
plafond	ceiling
sans	without
prêter	pay
légère	light
attention	attention
qu'il	it
faisait	was
wouah	wow
tu	you
vas	vas
réellement	actually
aller	go
avec	with
essayé	tried
détruire	destroy
"ron	"ron
fabrique	manufactures
neige	snow
l'arrêta	stopped
patiemment	patiently
elle	it
saisit	captures
poignet	wrist
réorienta	changed
loin	far
d'où	where
c'était	it was
sûr	course
des	of
écailles	scales
avaient	had
commencé	started
tomber	fall
d'une	a
table	table
voisine	nearby
yeux	eyes
rouges	red
lavande	lavender
brown	brown
scruta	watched
lâcha	released
immédiatement	immediately
bras	arm
"oh	"oh
ouais	yeah
regardant	looking at
sur	on
ses	its
épaules	shoulders
une	a
vague	wave
surprise	surprise
"désolé…	"sorry...
regarde	look at
nous	we
avons	have
obtenus	obtained
d'horribles	horrible
pellicules	dandruff
maintenant…"	now..."
balaya	swept
partie	part
fausse	false
l'épaule	the shoulder
d'hermione	of hermione
éclata	broke out
en	in
sanglots	sobs
regarda	looked at
immensément	immensely
coupable	guilty
lui	him
tourna	turned
dos	back
rompons	break
dit-il	he said
coin	corner
bouche	mouth
"la	"
dernière	last
m'a	me
vu	seen
sortir	out
dortoir	dormitory
Évidemment	Of course
ne	do
pourrait	could
pas	not
te	te
voir	see
aussi	also
a-t-elle	she
pensé	thought
n'y	there
juste	just
que	that
"ah	"ah
fit	fit
"et	"and
bien…	well...
n'as	did
t'en	you
préoccuper	concern
non"	no"
admit	admitted
"c'était	"it was
assez	enough
pénible	painful
l'entendre	hear
hurler	scream
au	the
moins	less
je	I
n'ai	haven
eu	had
casser	break
lâche	loose
déclara	said
semblant	pretend
amusée	fun
bien	well
mauvaise	bad
romans	novels
dans	in
environs	surrounding area
ginny	ginny
dean	dean
ont	have
rompu	broken
un	a
éclair	flash
compréhension	understanding
œil	eye
pouvait	could
probablement	probably
intestins	intestines
dansaient	danced
soudainement	suddenly
conga	conga
gardant	keeping
visage	face
impassible	impassive
voix	voice
indifférente	indifferent
demanda	asked
"comment	"how
est-ce	is this
possible	possible
quelque	some
chose	thing
vraiment	really
idiot	idiot
a	has
essayait	tried
toujours	always
l'aider	the help
passer	pass
trou	hole
portrait	portrait
si	if
faire	do
toute	any
seule	only
été	been
peu	little
durs	hard
âge	age
jeta	threw
coup	blow
d'œil	eye
l'autre	the other
côté	side
salle	room
classe	class
semblait	seemed
plutôt	rather
malheureux	unhappy
"naturellement	"of course
ceci	this
met	puts
certain	some
dilemme	dilemma
non	not
"À	"
quoi	what
penses-tu	do you think
rapidement	quickly
"l'équipe	"the team
quidditch	quidditch
se	is
parlent	speak
"oh…	"oh...
oh	oh
oui	yes
"attention	"attention
flitwick	flitwick
avertit	warns
petit	small
professeur	professor
sortilèges	spells
dirigeait	led
eux	them
and	and
était	was
seul	only
parvenu	managed
transformer	transform
vinaigre	vinegar
vin	wine
flacon	bottle
verre	glass
plein	full
liquide	liquid
rouge	red
sombre	dark
tandis	while
contenu	content
ceux	those
encore	yet
brun	brown
"maintenant	"now
maintenant	now
enfants	children
grinça	shrieked
reproches	blame
bavardages	chatter
d'action	action
laissez-	let
moi	me
votre	your
essayer	try
ensemble	all
levèrent	rose
leurs	their
baguettes	chopsticks
magiques	magic
concentrant	focusing
force	force
dirigèrent	headed
flacons	bottles
glace	ice
"oui	"yes
émergeant	emerging
sous	under
retirant	removing
tessons	shards
hors	out
chapeau	hat
"il	"it
faut	must
pratiquer	practice
rares	rare
périodes	periods
libres	free
commun	common
après	after
cours	during
allèrent	went
donc	so
commune	common
être	be
gai	gay
depuis	since
fin	end
relation	relationship
même	even
pourquoi	why
grimaçait	grimaçait
ça	it
ait	has
simplement	simply
répondu	answered
"c'est	"it is
beau	beautiful
jour	day
ni	or
l'un	one
d'eux	of them
n'ont	have
semblé	seemed
avoir	have
noté	noted
qu'une	a
bataille	battle
féroce	fierce
rage	rage
l'intérieur	inside
cerveau	brain
c'est	it is
soeur	sister
sœur	sister
suis	am
meilleur	best
copain	buddy
Ça	It
rendra	make
mauvais	bad
parlais	was talking about
d'abord	first
frapperait	hit
m'inquiétait	worried me
est	is
ton	your
peine	penalty
remarqué	noticed
qu'ils	they
passaient	passed
ensoleillée	sunny
seulement	only
là	there
remarqua	noticed
groupe	group
jusqu'à	up to
couina	couina
"katie	"katie
entourée	surrounded
septièmes	seventh
années	years
es	es
retour	return
comment	how
vas-tu	are you going to
effet	effect
katie	katie
bell	bell
apparemment	apparently
complètement	completely
guérie	cured
amis	friends
radieux	radiant
"je	"I
vais	'll
dit-elle	she said
joyeusement	happily
"ils	"they
m'ont	I have
laissé	left
ste	ste
mangouste	mongoose
dimanche	Sunday
dernier	last
j'ai	I
passé	past
jours	days
maison	home
mon	my
père	father
ma	my
mère	mother
revenue	revenue
leanne	leanne
vient	comes
me	me
mclaggen	mclaggen
match	match
va	will
reprendre	resume
place	place
aurons	will
chance	chance
décente	decent
battre	beat
serdaigle	ravenclaw
mettrons	will
moyens	means
course	race
coupe	cup
Écoute	Listening
question	question
poser	ask
curiosité	curiosity
écarter	aside
temporairement	temporarily
baissa	lowered
commençaient	started
réunir	together
affaires	business
retard	delay
métamorphose	metamorphosis
collier	necklace
peux	can
souvenir	remember
l'a	the
donné	given
"non	"not
secouant	shaking
tête	head
attristante	sad
"tout	"all
monde	world
demande	request
aucun	no
indice	index
rappelle	remember
j'allais	I was going to
toilettes	toilet
dames	ladies
aux	the
trois	three
balais	brushes
certainement	certainly
entré	entered
bains	bathroom
puis	then
sais	know
ouvert	open
porte	door
suppose	guess
celui	the
l'effet	the effect
imperius	imperius
tenait	held
derrière	behind
y	there
blanc	white
environ	about
semaines	weeks
Écoutez	Listen
ferais	would
mieux	better
d'y	there
permettrai	let
mcgonagall	mcgonagall
donner	give
lignes	lines
jour…	day...
attrapa	caught
sac	bag
livres	books
dépêcha	dispatched
rejoindre	join
laissant	leaving
assis	sitting
près	near
fenêtre	window
réfléchir	think
qu'elle	it
"ainsi	"as well
devait	should
fille	girl
ou	or
femme	woman
"pour	"
"ou	"or
quelqu'un	someone
ressemblait	looked like
n'oubliez	do not forget
chaudron	cauldron
polynectar	polynectar
poudlard	hogwarts
savons	know
volée	fly
esprit	spirit
vit	lives
défilé	parade
crabbe	crabbe
goyle	goyle
caracoler	prancing
au-delà	beyond
transformés	processed
filles	girls
pense	think
prendre	take
autre	other
gorgée	sip
felix	felix
pouvoir	power
retrouver	find
commande	command
"ce	"this
serait	would be
gaspillage	waste
total	total
constata	found
catégoriquement	categorically
déposant	applicant
manuel	manual
"syllabisme	"syllabisme
jeteur	thrower
sorts"	spells"
venait	came
peut	can
jusque	until
situation	situation
différente	different
as	as
capacité	capacity
persuader	persuade
dû	due
jouer	play
circonstances	circumstances
cependant	however
felicis	felicis
n'est	there is
suffisant	sufficient
vaincre	defeat
sortilège	hex
puissant	powerful
gaspiller	waste
reste	rest
breuvage	beverage
magique	magic
auras	auras
besoin	need
obtenir	get
d'aller	go
dumbledore…	dumbledore...
finit-elle	eventually she
chuchotement	whisper
pourrions-nous	could we
davantage	more
ignorant	ignoring
d'en	to
stock	stock
qu'à	as
livre	book
sortit	went out
fabrication	manufacturing
avancée	advanced
potions	potions
chercha	sought
"bon	"good
sang	blood
sacrément	damn
compliqué	complicated
s'exclama-t-il	exclaimed,-t-he
parcourant	browsing
liste	list
ingrédients	ingredients
prend	takes
six	six
mois	months
dois	do
laisser	let
cuire	cook
"typique	"typical
point	point
ranger	ranger
page	page
cornée	horny
bas	the bottom
ouvrant	opening
cette	this
sort	fate
sectum-sempra	sectum-sempra
intitulé	title
ennemis	enemies
découvert	discovered
quelques	a few
auparavant	previously
savait	knew
servait	served
principalement	mainly
parce	because
voulait	wanted
tester	test
proximité	close
envisageait	considering
l'essayer	try it
prochaine	next
fois	time
s'en	in
prendrait	would
innocents	innocent
personne	person
n'était	there was
particulièrement	particularly
contente	happy
revoir	review
l'école	the school
thomas	thomas
requis	required
remplir	complete
fonction	function
poursuiveur	poursuiveur
prit	took
stoïquement	stoically
grognant	growling
gesticulant	gesturing
sentiment	feeling
net	net
s'éloignant	away
seamus	seamus
murmuraient	murmured
douce	soft
quinzaine	fifteen
suivante	following
fut	was
meilleures	best
connu	known
capitaine	captain
matière	material
pratique	practice
équipe	team
heureuse	happy
d'être	to be
débarrassé	free
d'avoir	to have
enfin	finally
retrouvé	found
poste	post
alors	then
volaient	flew
extrêmement	extremely
sembla	seemed
dérangée	disturbed
rupture	break
contraire	contrary
vie	life
l'âme	the soul
l'équipe	the team
imitations	imitations
déplaçant	moving
impatiemment	anxiously
haut	top
devant	before
poteaux	posts
but	purpose
attendant	waiting
souafle	souafle
soit	either
envoyé	sent
beuglant	bellowing
ordres	orders
avant	before
froidement	coldly
assommé	knocked out
maintenait	maintained
moral	moral
fixe	fixed
riant	laughing
autres	other
heureux	happy
raison	reason
innocente	innocent
regarder	watch
reçu	received
plusieurs	several
blessures	injuries
cognard	cognard
entraînements	workouts
n'avait	had
gardé	kept
vif	bright
d'or	gold
parfois	sometimes
pensait	thought
trop	too
s'occuper	care
garçons	boys
sortaient	out
rappela	reminded
l'expression	the expression
l'avait	had
embrasser	kiss
considérerait	would
cela	this
trahison	betrayal
mettait	put
main	hand
pourtant	yet
s'empêcher	help
parler	talk
rire	laugh
discuter	discuss
l'entraînement	training
conscience	consciousness
mal	evil
surprenait	surprised
demander	ask
rapprocher	closer
d'elle	it
aurait	would
idéal	ideal
redonné	given
petites	small
parties	parties
alentours	around
…	...
malheureusement	unfortunately
vouloir	want to
organiser	organize
envisagea	considered
supporter	bear
regard	look
bêtement	stupidly
plaisanteries	jokes
compliquer	to complicate
craignait	feared
permanence	permanently
s'il	if it
d'autre	on the other
bientôt	soon
d'accord	agreement
fait	fact
populaire	popular
propre	own
tentation	temptation
devenait	became
forte	strong
sûrement	surely
cas	case
signalé	reported
où	where
on	it
"jouer	"play
circonstances"	circumstances"
beaux	beautiful
mai	may
glissèrent	glissèrent
doucement	gently
chaque	each
voyait	saw
désirait	wanted
ardemment	eagerly
ferait	would
réaliser	make
façon	how
rien	nothing
sympa	nice
lui-même	himself
ami	friend
amoureux	love
seuls	only
secondes	seconds
aucune	no
l'occasion	the opportunity
surgisse	arise
saison	season
temps	time
tactique	tactical
petite	small
pensée	thought
unique	single
cet	this
égard	respect
l'intérêt	the interest
gryffondor-	gryffindor-
battait	beat
décisif	decisive
championnat	championship
restait	remained
gryffondor	gryffindor
battaient	fighting
marge	margin
cents	cents
points	points
(un	(a
écart	gap
énorme	huge
jamais	never
voler	fly
)	)
gagneraient	would
s'ils	if they
gagnaient	earned
viendraient	would
second	second
lieu	place
perdaient	lost
cent	cent
d'écart	gap
seraient	would be
troisième	third
poufsouffle	hufflepuff
quatrièmes	fourth
pensa	thought
laisserait	leave
oublier	forget
première	first
défaite	defeat
fond-de-tableau	bottom-of-table
siècles	centuries
important	important
crucial	crucial
dispositifs	devices
habituels	usual
membres	members
maisons	houses
rivales	rival
essayaient	tried
d'intimider	intimidate
équipes	teams
rencontraient	met
couloirs	corridors
chants	songs
déplaisants	unpleasant
composés	compounds
certains	some
joueurs	players
circulaient	circulating
d'équipe	team
eux-mêmes	themselves
réjouissaient	enjoyed the
d'attirer	to attract
l'attention	attention
précipiter	rush
salles	rooms
entre	between
classes	classes
vomir	vomit
devenu	now
inextricablement	inextricably
lié	related
l'esprit	the spirit
succès	success
l'échec	the failure
plans	plans
propos	about
penser	think
scènes	scenes
d'euphorie	euphoria
d'après	after
feraient	would
d'un	a
bonne	good
chaude	hot
milieu	middle
toutes	all
préoccupations	concerns
oublié	forgot
ambition	ambition
malefoy	malfoy
vérifiait	checked
carte	card
maraudeur	marauder
localiser	locate
déduisait	inferred
perdu	lost
l'espoir	hope
réussir	succeed
d'entrer	to enter
l'essayait	tried it
quelle	what
formulation	formulation
s'ouvrait	opened
mur	wall
contre	against
trouvait	was
quitter	leave
dîner	dinner
s'étant	having
précipité	precipitated
vector	vector
sujet	about
erreur	error
commise	committed
essai	test
d'arithmancie	of arithmancie
habitude	usual
qu'autre	that other
détour	detour
habituel	usual
couloir	hallway
septième	seventh
étage	floor
vérifiant	checking
arrivant	arriving
moment	time
nulle	void
part	share
l'étage	the floor
au-dessous	below
compagnie	company
