chapitre	chapter
8	8
la	the
victoire	victory
de	of
rogue	rogue
harry	harry
ne	do
pourrait	could
pas	not
bouger	move
un	a
muscle	muscle
il	it
était	was
étendu	extended
là	there
sous	under
le	the
manteau	coat
d'invisibilité	invisibility
sentant	feeling
sang	blood
s'écouler	take
son	its
nez	nose
chaud	hot
et	and
humide	wet
sur	on
visage	face
écoutant	listening to
les	the
voix	voice
dans	in
couloir	hallway
au	the
loin	far
pensa	thought
d'abord	first
que	that
quelqu'un	someone
vérifierait	check
sûrement	surely
compartiments	compartments
avant	before
train	train
reparte	leaves
mais	but
immédiatement	immediately
réalisa	realized
découragé	discouraged
même	even
si	if
regardait	watched
compartiment	compartment
n'y	there
serait	would be
ni	or
vu	seen
entendu	heard
meilleur	best
espoir	hope
lui	him
marche	walking
dessus	top
ou	or
tape	tape
dedans	in
n'avait	had
jamais	never
autant	as much
détesté	hated
malefoy	malfoy
depuis	since
qu'il	it
absurde	absurd
comme	as
une	a
tortue	turtle
dos	back
s'écoulant	flowing
lentement	slowly
sa	its
bouche	mouth
ouverte	open
quelle	what
situation	situation
stupide	stupid
s'était-il	was he
fourré	stuffed
maintenant	now
derniers	last
mouraient	died
y	there
avait	had
du	the
battage	hype
long	long
des	of
quais	docks
à	to
l'extérieur	outside
pouvait	could
entendre	hear
frottement	friction
sacs	bags
bruit	noise
discussions	discussions
ron	ron
hermione	hermione
penseraient	would think
quitté	left
sans	without
eux	them
fois	time
qu'ils	they
arriveraient	arrive
poudlard	hogwarts
prendraient	would
leur	their
place	place
grand	great
hall	hall
en	in
regardant	looking at
tout	all
table	table
gryffondor	gryffindor
plusieurs	several
ils	they
se	is
rendraient	make
finalement	finally
compte	account
n'était	there was
alors	then
aucun	no
doute	doubt
nouveau	new
mi-chemin	mid-way
vers	to
londres	london
essaya	tried
faire	do
grognement	grunt
c'était	it was
impossible	impossible
puis	then
rappela	reminded
quelques	a few
sorciers	wizards
dumbledore	dumbledore
pouvaient	could
exécuter	run
sorts	spells
parler	talk
ainsi	as well
ramasser	pick up
baguette	wand
qui	that
tombée	fallen
main	hand
disant	saying
mots	words
"	"
accio	accio
reprises	times
tête	head
rien	nothing
produisit	produced
entendait	heard
bruire	swishing
arbres	trees
entouraient	surrounded
lac	lake
hululement	howling
lointain	distant
d'un	a
hibou	owl
signe	sign
d'une	a
recherche	search
quelconque	any
(il	(it
s'était	had
mis	put
légèrement	slightly
l'espérer)	the hope)
paniquée	in a panic
demandant	asking
où	where
passé	past
potter	potter
sentiment	feeling
diffus	diffuse
désespoir	despair
traversa	crossed
quand	when
imagina	imagina
convoi	convoy
chariots	carts
tirés	from
par	by
sombrals	sombrals
faisant	making
trajet	journey
jusqu'à	up to
l'école	the school
hurlements	howling
sonores	sound
rire	laugh
audibles	audible
n'importe	any
quel	what
chariot	cart
racontant	telling
l'attaque	the attack
crabbe	crabbe
goyle	goyle
zabini	zabini
pansy	pansy
parkinson	parkinson's
s'ébranla	will shook
envoyant	sending
rouler	roll
l'autre	the other
côté	side
fixait	set
dessous	below
poussiéreux	dusty
sièges	seats
lieu	place
plafond	ceiling
plancher	floor
commença	started
vibrer	vibrate
moteur	engine
ralluma	relit
l'express	the express
partait	left
personne	person
savait	knew
toujours	always
là-dedans…	there...
s'est	is
senti	felt
cape	cape
soulever	lift
au-dessus	above
dit	said
"salut	"hi
eut	had
flash	flash
lumière	light
rouge	red
corps	body
dégela	dégela
mettre	put
position	position
assise	sitting
ce	this
moins	less
humiliant	humiliating
essuya	wiped
hâte	looking forward
avec	with
leva	rose
pour	for
regarder	watch
tonks	tonks
tenait	held
qu'elle	it
juste	just
soulevée	raised
"nous	"we
ferions	would
mieux	better
sortir	out
d'ici	here
rapidement	quickly
"dit-elle	"she said
fenêtres	windows
brouillaient	blurred my
vapeur	steam
elle	it
aller	go
sortie	output
"avançons	"are
nous	we
sauterons	will skip
suivit	followed
ouvrit	opened
porte	door
sauta	jumped
marchepied	footstool
sembla	seemed
dérober	steal
l'élan	the momentum
chancela	reeled
l'atterrissage	the landing
redressa	straightened
temps	time
voir	see
brillant	brilliant
écarlate	scarlet
continuer	continue
élan	momentum
disparaître	disappear
hors	out
vue	view
l'air	the air
froid	cold
nuit	night
calmait	calm down
palpitations	palpitations
regarda	looked at
sentit	felt
fâché	angry
embarrassé	embarrassed
l'ait	has
découvert	discovered
aussi	also
ridicule	ridiculous
silencieusement	silently
remit	gave
arrière	rear
“qui	“
a	has
fait	fact
ça	it
“draco	“draco
”	”
amèrement	bitterly
merci	thank you
pour…	for...
enfin	finally
“	“
problème	problem
sourire	smile
l'obscurité	the dark
chevelure	hair
terne	dull
mine	mine
fatigué	tired
l'avait	had
rencontrée	met
terrier	terrier
"je	"I
peux	can
arrêter	stop
l'écoulement	the flow
ton	your
tu	you
te	te
tiens	want
tranquille	quiet
vraiment	really
rassuré	reassured
eu	had
l'intention	the intention
rendre	make
visite	visit
mrs	mrs
pomfresh	pomfresh
laquelle	which
peu	little
plus	more
confiance	trust
touchait	touched
domaine	domain
curatifs	curative
aurait	would
semblé	seemed
grossier	coarse
dire	say
laissa	let
donc	so
fermant	closing
yeux	eyes
“episkey"	“episkey"
formula	formula
devint	became
très	very
souleva	raised
toucha	touched
délicatement	gently
semblait	seemed
réparé	repaired
beaucoup	a lot
"tu	"you
seras	will be
vite	fast
remis	given
par-dessus	above
pourrons	can
marchons	walk
adressant	sending
balança	swung
remua	stir
magique	magic
immense	huge
créature	creature
quatre	four
jambes	legs
argentée	silver
s'en	in
échappa	escaped
''c'était	"it was
patronus	patronus
demanda	asked
déjà	already
envoyer	send
messages	messages
cette	this
façon	how
"oui	"yes
j'envoie	I send
mot	word
château	castle
je	I
t'ai	you've
trouvé	found
bien	well
s'inquiéteront	care
allons	will
lambiner	bugger
prirent	took
ruelle	alley
menait	led
"comment	"how
m'avez-vous	me have you
j'ai	I
n'avais	had
savais	knew
avais	had
pensé	thought
pourrais	could
cacher	hide
raison	reason
rideaux	curtains
baissés	lowered
fallait	had to
vérifier	check
"mais	"but
quoiqu'il	even though it
soit	either
faisiez-vous	did you
ici	here
suis	am
posté	posted
pré-au-lard	pre-to-bacon
fournir	provide
protection	protection
supplémentaire	additional
répondit	replied
"il	"it
vous	you
ou…	or...
"non	"not
proudfoot	proudfoot
savage	savage
dawlish	dawlish
sont	are
également	also
"dawlish	"dawlish
c'est	it is
l'auror	the auror
attaqué	attacked
l'année	the year
dernière	last
exact	exact
marchaient	walked
péniblement	painfully
travers	through
chemin	path
sombre	dark
suivant	following
traces	traces
fraîchement	freshly
creusées	carved
calèches	horse-drawn carriages
douce	soft
passée	past
interrogé	interviewed
(au	(the
point	point
d'être	to be
ennuyeuse	boring
parfois)	sometimes)
riait	laughed
facilement	easily
faisait	was
plaisanteries	jokes
âgée	old
sérieuse	serious
résolue	resolved
Était-ce	Was it
conséquence	result
produit	product
ministère	department
souvenait	remember
gêne	discomfort
suggéré	suggested
quelque	some
chose	thing
propos	about
sirius	sirius
consoler	comfort
faute	fault
résoudre	solve
blâmait	blamed
mort	death
celle	the
d'autre	on the other
(et	(and
)	)
n'aimerait	do not would like to
s'il	if it
l'éviter	avoid
marchèrent	marched
silence	silence
grands	great
froide	cold
balayant	sweeping
sol	soil
derrière	behind
ayant	having
incapable	unable
d'estimer	to estimate
distance	distance
station	station
trouvait	was
soulagement	relief
vit	lives
piliers	pillars
chacun	each
surmontés	overcome
rapace	raptor
ailé	winged
chaque	each
portail	portal
faim	hunger
suffisamment	enough
pressé	hurry
laisser	let
triste	sad
tendit	handed
ouvrir	open
portes	doors
trouva	found
fermées	closed
chaîne	string
“alohomora	“alohomora
dit-il	he said
confiant	confident
dirigeant	officer
cadenas	padlock
arriveras	get
fit	fit
"dumbledore	"dumbledore
enchantés	enchanted
lui-	him-
autour	around
passer	pass
mur	wall
suggéra-	suggested-
t-il	t-he
“non	“not
s'opposa	opposed
catégoriquement	categorically
"ils	"they
protégés	protected
sort	fate
contre	against
intrusions	intrusion
sécurités	security
ont	have
été	been
multipliées	multiplied
cent	cent
cet	this
"Ça	"It
s'exclama	exclaimed
commençant	starting
sentir	feel
gêné	embarrassed
manque	lack
d'utilité	utility
suppose	guess
devrai	will
simplement	simply
dormir	sleep
attendre	wait
demain	tomorrow
matin	morning
vient	comes
l'interrompit	the interrupted
"regarde	"look
lanterne	lantern
déplaçait	moved
s'éloignant	away
heureux	happy
sentait	felt
capable	able
supporter	bear
toute	any
flopée	slew
critiques	critical
part	share
rusard	rusard
retard	delay
ses	its
divagations	ramblings
dont	which
faudrait	should
envisager	consider
donner	give
tour	tour
vis	screw
disciplinaire	disciplinary
fut	was
cas	case
jaune	yellow
rougeoyante	glowing
dix	ten
pieds	feet
d'eux	of them
retiré	removed
qu'on	we
puisse	can
À	To
moment	time
reconnut	recognized
sensation	sensation
pure	pure
haine	hate
crochu	hooked
longs	long
cheveux	hair
noirs	black
graisseux	fat
severus	severus
"bien	"well
ricana	o
sortant	outgoing
tapant	typing
sorte	so
chaînes	channels
s'écartèrent	if parted
s'ouvrirent	opened
grinçant	squeaky
"content	"content
arriver	getting
ailliez	ailliez
visiblement	obviously
décidé	decided
port	port
robes	dresses
longues	long
convenait	should
votre	your
aspect	aspect
n'ai	haven
pu	could
me	me
changer	change
ma…"	my..."
besoin	need
d'attendre	wait
nymphadora	nymphadora
est	is
fait…	...
ah…	ah...
sécurité	security
entre	between
mes	my
mains	hands
"j'ai	"I
message	message
hagrid	hagrid
fronçant	frowned
sourcils	eyebrows
"hagrid	"hagrid
festivités	festivities
début	beginning
d'année	of the year
potier	potter
pris	taken
ailleurs	elsewhere
"ajouta	"added
s'écartant	deviating
permettre	allow
passer"	pass"
j'étais	I was
curieux	curious
ferma	closed
claquement	banging
tapa	tapa
afin	in order
qu'elles	they
glissent	slide
tintement	ding
d'origine	original
pense	think
l'ancien	the former
déclara	said
méchanceté	wickedness
"le	"
semble	seems
faible	low
éclairait	lit
environs	surrounding area
choqué	shocked
colère	anger
disparut	disappeared
"bonne	"good
lança	launched
épaule	shoulder
marcher	walk
"merci…	"thank you...
"au	"
revoir	review
parla	spoke
pendant	during
minute	minute
dégager	release
vagues	wave
puissantes	powerful
incroyable	amazing
brûler	burn
dès	as soon
première	first
rencontre	meeting
irrévocablement	irrevocably
mit	mit
l'impossibilité	the impossibility
l'opinion	the opinion
transformer	transform
cause	cause
attitude	attitude
envers	to
quoiqu'en	though
dise	say
réfléchir	think
cours	during
l'été	the summer
conclu	concluded
remarques	remarks
acerbes	bitter
faites	do
rester	stay
caché	hidden
risque	risk
tandis	while
autres	other
membres	members
l'ordre	the order
phœnix	phoenix
étaient	were
occupés	occupied
combattre	fight
voldemort	voldemort
probablement	probably
facteur	factor
important	important
précipitation	precipitation
précipitant	precipitating
s'accrocha	clung to
idée	idea
car	because
permit	allowed
blâmer	blame
satisfaisant	satisfactory
parce	because
existait	was
désolait	upset
l'homme	the man
marchant	walking
