chapitre	chapter
6	6
le	the
détour	detour
de	of
draco	draco
au	the
terrier	terrier
pendant	during
les	the
semaines	weeks
suivantes	the following
harry	harry
passa	spent
presque	almost
tout	all
son	its
temps	time
dans	in
fond	background
du	the
jardin	garden
il	it
la	the
plus	more
grande	great
partie	part
ses	its
journées	days
à	to
jouer	play
quidditch	quidditch
verger	orchard
des	of
weasley	weasley
(lui	(
et	and
hermione	hermione
contre	against
ron	ron
ginny	ginny
était	was
redoutable	formidable
plutôt	rather
bonne	good
ainsi	as well
ils	they
étaient	were
raisonnablement	reasonably
bien	well
assortis)	assorted)
soirées	evenings
mangeant	eating
triples	triple
portions	servings
tous	all
plats	dishes
que	that
mme	ms.
mettait	put
devant	before
lui	him
cela	this
aurait	would
été	been
vacances	holiday
heureuses	happy
paisibles	peaceful
sans	without
annonces	ads
quasi	almost
quotidiennes	day-to-day
disparitions	disappearances
d'accidents	accidents
même	even
décès	death
apparaissant	appearing
maintenant	now
"gazette	"the gazette
sorcier"	warlock"
parfois	sometimes
bill	bill
mr	mr
apportaient	brought
nouvelles	new
avant	before
qu'elles	they
ne	do
soient	are
diffusées	broadcast
journal	journal
grand	great
mécontentement	discontent
mrs	mrs
l'anniversaire	the anniversary
seize	sixteen
ans	years
fut	was
troublé	troubled
par	by
l'annonce	the announcement
terribles	terrible
apportées	made
remus	remus
lupin	lupin
qui	that
semblait	seemed
décharné	gaunt
sinistre	disaster
cheveux	hair
bruns	brown
striés	striated
gris	grey
vêtements	clothing
loqueteux	ragged
rapiécés	patched
jamais	never
"il	"it
y	there
a	has
eu	had
un	a
autre	other
couple	couple
attaqué	attacked
détraqueur	détraqueur
"	"
annonça-t-il	he announced
comme	as
faisait	was
parvenir	send
une	a
grosse	big
part	share
gâteau	cake
d'anniversaire	birthday
"et	"and
on	it
retrouver	find
corps	body
d'igor	igor
karkaroff	karkaroff
l'intérieur	inside
d'une	a
cabane	hut
nord	north
marque	brand
ténèbres	darkness
sur	on
franchement	frankly
je	I
suis	am
étonné	surprised
qu'il	it
soit	either
resté	stayed
vivant	living
année	year
entière	full
après	after
sa	its
désertion	desertion
mangemorts	mangemorts
frère	brother
sirius	sirius
regulus	regulus
mesure	measurement
où	where
peux	can
me	me
rappeler	remember
seulement	only
tenu	view
quelques	a few
jours	days
"oui	"yes
bon	good
dit	said
fronçant	frowned
sourcils	eyebrows
"nous	"we
pourrions	could
parler	talk
