chapitre	chapter
20	20
la	the
requête	query
de	of
lord	lord
voldemort	voldemort
harry	harry
et	and
ron	ron
quittèrent	left
l'infirmerie	the infirmary
le	the
lundi	Monday
suivant	following
en	in
pleine	full
forme	form
grâce	thanks
aux	the
bons	good
soins	care
mrs	mrs
pomfresh	pomfresh
maintenant	now
capable	able
d'apprécier	enjoy
les	the
avantages	benefits
fracture	fracture
l'empoisonnement	poisoning
plus	more
grand	great
ces	these
était	was
réconciliation	reconciliation
hermione	hermione
elle-même	itself
avait	had
accompagnés	accompanied
bas	the bottom
pour	for
déjeuner	breakfast
apportant	bringing
avec	with
elle	it
nouvelle	new
que	that
ginny	ginny
s'était	had
disputée	disputed
dean	dean
monstre	monster
tapi	tapi
dans	in
poitrine	chest
leva	rose
soudainement	suddenly
tête	head
sentant	feeling
un	a
vent	wind
d'espoir	hope
"À	"
propos	about
"	"
demanda-t-il	he asked
essayant	trying
d'en	to
savoir	know
alors	then
qu'ils	they
tournaient	turned
couloir	hallway
du	the
septième	seventh
étage	floor
complètement	completely
vide	empty
mis	put
à	to
part	share
une	a
petite	small
fille	girl
qui	that
examinait	examined
tapisserie	tapestry
trolls	trolls
tutus	tutus
semblait	seemed
terrifiée	terrified
vue	view
des	of
sixièmes	sixth
années	years
s'approchait	approaching
laissa	let
tomber	fall
lourds	heavy
poids	weight
laiton	brass
qu'elle	it
portait	wore
"Ça	"It
va	will
aller	go
dit	said
gentiment	kindly
se	is
précipitant	precipitating
l'aider	the help
"ici	"here
frappa	hit
cassés	broken
sa	its
baguette	wand
prononça	spoke
"reparo	"reparo
ne	do
remercia	thanked
pas	not
mais	but
bougea	moved
observa	watched
pendant	during
s'éloignaient	go
lui	him
jeta	threw
coup	blow
d'œil	eye
arrière	rear
"je	"I
te	te
jure	swear
s'indigna-t-il	grew indignant-t-he
t'occupe	never mind
d'elle	it
peu	little
impatient	looking forward
"pourquoi	"why
sont-ils	are they
disputés	played
"oh	"oh
a	has
ri	ri
quand	when
mclaggen	mclaggen
t'a	you
frappé	hit
batte	bat
"répondit	"answered
pouvait	could
sembler	seem
drôle	funny
raisonnablement	reasonably
n'était	there was
tous	all
s'échauffa	if overheated
"c'était	"it was
terrible	terrible
si	if
coote	coote
peakes	peakes
n'avaient	had
attrapé	caught
il	it
aurait	would
pu	could
blesser	hurt
très	very
gravement	seriously
ouais	yeah
bien	well
n'y	there
besoin	need
séparent	separate
sondant	probing
encore	yet
terrain	field
"ou	"or
toujours	always
ensembles	sets
"oui	"yes
ils	they
sont	are
pourquoi	why
es-tu	are you
intéressé	interested
demanda	asked
lançant	launching
regard	look
insistant	insisting
"c'est	"it is
seulement	only
je	I
veux	want to
mon	my
équipe	team
quidditch	quidditch
soit	either
gâchée	wasted
nouveau	new
répliqua-t-il	he replied
continuait	continued
être	be
soupçonneuse	suspicious
fut	was
soulagé	relieved
voix	voice
derrière	behind
eux	them
l'appela	the called
"harry	"harry
donnant	giving
excuse	excuse
tourner	turn
dos	back
salut	hi
luna	luna
suis	am
allé	gone
voir"	see"
fouillant	searching
son	its
sac	bag
"mais	"but
ont	have
tu	you
étais	was
sorti…"	out..."
déposa	filed
ce	this
ressemblait	looked like
oignon	onion
vert	green
crapaud	toad
tâché	tried
quantité	quantity
considérable	considerable
litière	litter
chat	cat
mains	hands
extirpant	free
finalement	finally
rouleau	roll
parchemin	parchment
plutôt	rather
sale	dirty
remit	gave
c'était	it was
donner	give
ça	it
petit	small
identifia	identified
immédiatement	immediately
comme	as
invitation	invitation
autre	other
leçon	lesson
dumbledore	dumbledore
"ce	"this
soir	evening
fois	time
qu'il	it
l'eut	had
déroulé	place
"très	"very
commentaires	comments
dernier	last
match	match
reprenait	included
l'oignon	the onion
sourit	smiles
vaguement	vaguely
"tu	"you
moques	fun
moi	me
n'est-ce	is this
tout	all
monde	world
j'ai	I
été	been
épouvantable	terrible
"non	"not
sérieux	serious
assura	assura
sincèrement	sincerely
peux	can
me	me
souvenir	remember
plaisants	pleasant
qu'est-ce	what is this
c'est	it is
ajouta-t-il	he added
levant	rising
hauteur	height
œil	eye
gurdyroot	gurdyroot
garder	keep
l'aimes	love it
j'en	I
ai	I
d'autres	other
vraiment	really
excellents	excellent
protéger	protect
plimpies	plimpies
s'en	in
alla	alla
laissant	leaving
gloussait	gloussait
main	hand
"vous	"you
savez	know
l'estime	the estimated
dit-il	he said
continuaient	continued
vers	to
hall	hall
sais	know
est	is
folle	crazy
bien…"	well..."
s'arrêta	stopped
soudain	suddenly
parler	talk
lavande	lavender
brown	brown
tenait	held
au	the
pied	foot
l'escalier	the stairs
marbre	marble
semblant	pretend
étourdie	dizzy
"salut	"hi
lança	launched
nerveusement	nervously
"viens"	"come on,"
murmura	whispered
filèrent	spinning
avant	before
d'entendre	to hear
m'as-tu	hast thou
sortais	out
aujourd'hui	today
était-elle	was it
toi	you
maussade	gloomy
gêné	embarrassed
apparut	appeared
demi-heure	a half-hour
tard	later
malgré	despite
assis	sitting
près	near
vit	lives
échanger	exchange
mot	word
toute	any
l'heure	the time
passèrent	passed
ensemble	all
agissait	was
fait	fact
inconsciente	unconscious
passer	pass
ou	or
deux	two
inexplicable	inexplicable
sourire	smile
sur	on
visage	face
journée	day
particulièrement	particularly
bonne	good
humeur	mood
salle	room
commune	common
consentit	consented
même	even
lire	read
devoir	duty
d'herbologie	of herbal medicine
(en	(in
termes	terms
finir	finish
d'écrire)	to write)
quelque	some
chose	thing
résolument	resolutely
refusé	refused
faire	do
jusqu'à	up to
jour	day
parce	because
savait	knew
laissait	left
ensuite	then
copier	copy
"merci	"thank you
beaucoup	a lot
tape	tape
brève	brief
car	because
vérifiant	checking
montre	watch
presque	almost
huit	eight
heures	hours
"Écoutez	"Listen
dépêche	hurry
serai	am
retard	delay
répondit	replied
biffa	biffa
simplement	simply
quelques	a few
unes	each
ses	its
mauvaises	bad
phrases	phrases
d'un	a
air	air
las	las
grimaçant	grimacing
précipita	rushed
par	by
trou	hole
portrait	portrait
s'éloigna	walked away
bureau	office
directeur	director
gargouille	gargoyle
s'écarta	departed
mentionna	mentioned
éclairs	lightning
caramel	caramel
prit	took
spirale	spiral
montant	amount
marches	steps
porte	door
exactement	exactly
l'horloge	the clock
sonnait	sounded
"entre"	"between"
l'invita	the invited
tendait	tended
pousser	push
celle	the
ouverte	open
violemment	violently
l'intérieur	inside
professeur	professor
trelawney	trelawney
"aha	"aha
gémit-elle	she moaned
pointant	pointing
dramatiquement	dramatically
doigt	finger
clignant	blinking
par-dessus	above
lunettes	glasses
grossissantes	magnifying
"ainsi	"as well
cela	this
vois	see
rejetée	rejected
sans	without
cérémonie	ceremony
votre	your
"ma	"my
chère	dear
sybille	sybille
répliqua	replied
d'exaspération	of exasperation
"il	"it
n'est	there is
aucunement	no
question	question
rejeter	reject
quiconque	anyone
n'importe	any
où	where
rendez-vous	appointment
pense	think
y	there
ait	has
dire…"	say..."
fit	fit
d'une	a
profondément	deeply
blessée	injured
"si	"if
vous	you
renvoyez	return
cet	this
usurpateur	usurper
cheval	horse
afin	in order
peut-être	maybe
trouverai-je	will I find
école	school
mes	my
talents	talent
seront	will be
mieux	better
appréciés	appreciated
poussa	pushed
disparut	disappeared
l'entendirent	heard it
trébucher	tripping
mi-chemin	mid-way
devina	devina
pris	taken
longs	long
châles	shawls
remorquait	towing
"s'il	"if it
plaît	please
fermer	close
assieds-toi	sit down
fatigué	tired
obéit	obeys
notant	noting
prenant	taking
place	place
habituelle	usual
devant	before
pensine	pensine
déjà	already
prête	ready
ainsi	as well
bouteilles	bottles
minuscules	tiny
cristal	crystal
pleines	full
souvenirs	memories
tourbillonnants	whirling
"le	"
heureuse	happy
firenze	firenze
enseignant	teacher
ici	here
hein	eh
divination	divination
s'avère	turns out
matière	material
d'ennuyeuse	of boring
l'avais	had
prévu	expected
l'ayant	having
jamais	never
étudiée	studied
moi-même	myself
demander	ask
retourner	return
forêt	forest
d'où	where
banni	banned
partir	from
entre	between
nous	we
n'a	did
aucune	no
idée	idea
danger	danger
courrait	would
dehors	outside
château	castle
sait	knows
serait	would be
imprudent	reckless
l'éclairer	the light
prophétie	prophecy
profond	deep
soupir	sigh
on	it
là	there
s'occuper	care
problèmes	problems
d'effectif	membership
avons	have
sujets	topics
importants	important
étudier	study
t'es-tu	did you
premièrement	first
acquitté	paid
tâche	task
t'ai	you've
confiée	entrusted
fin	end
notre	our
précédente	previous
"ah	"ah
leçons	lessons
transplanage	transplanage
crâna	crâna
fendu	split
détermination	determination
découvrir	discover
préparait	preparing
draco	draco
malefoy	malfoy
oublié	forgot
demandé	asked
d'obtenir	to obtain
slughorn	slughorn
"et	"and
interrogé	interviewed
cours	during
potions	potions
heu	uh
voulu	wanted
eut	had
court	short
silence	silence
constata	found
dévisageant	staring at him
demi-lune	half-moon
sensation	sensation
l'on	we
doit	must
avoir	have
passé	past
rayons	ray
x	x
estimes	reckon
fais	do
tes	your
efforts	efforts
but	purpose
as	as
exercé	exercised
ta	your
inventivité	inventiveness
n'as	did
laissé	left
recherche	search
possible	possible
inexplorée	unexplored
rechercher	search
mémoire	memory
commença	started
après	after
moment	time
chercher	search
allait	would
dire	say
unique	single
tentative	attempt
mettre	put
sembla	seemed
ridiculement	ridiculously
faible	low
"bon…	"good...
ingurgité	chugged
élixir	elixir
d'amour	love
l'ai	I
conduit	led
pensais	thought
peut-	can-
rendais	went
suffisamment	enough
humeur…"	mood..."
effectué	made
travail	work
"en	"
vérité	truth
non	not
empoisonné…	poisoned...
"…	"...
naturellement	naturally
incité	prompted
oublier	forget
concernait	concerned
serais	would be
attendu	expected
rien	nothing
d'autre	on the other
ton	your
meilleur	best
ami	friend
clair	clear
mr	mr
weasley	weasley
parfaitement	perfectly
rétablir	restore
j'aurais	I would have
espéré	hoped
revenu	income
t'avais	you had
t'avoir	you have
expliqué	explained
quelle	what
importance	importance
pourtant	yet
t'indiquer	tell you
crucial	crucial
perdions	lose
temps	time
sentiment	feeling
lourd	heavy
épineux	spiny
honte	shame
traversa	crossed
corps	body
pieds	feet
n'avait	had
élevé	high
semblé	seemed
fâché	angry
préféré	favorite
hurle	screams
cette	this
froide	cold
déception	disappointment
pire	worst
quoi	what
"professeur	"professor
désespéra-t-il	despaired-t-he
pensé	thought
juste	just
eu	had
d'autres…	other...
autres	other
choses…	things...
"d'autres	"other
soucis	worries
finit	ends
tomba	fell
inconfortable	uncomfortable
éprouvé	proven
s'installer	install
indéfiniment	indefinitely
ponctué	punctuated
ronflements	snoring
grognements	grunts
d'armando	to armando
dippet	dippet
au-dessus	above
sentit	felt
étrangement	strangely
diminué	decreased
s'il	if it
rétréci	narrowed
depuis	since
entré	entered
put	put
tenir	take
désolé	sorry
j'aurai	I will have
plus…	more...
réalisé	made
m'auriez	I would
important	important
reconnaître	recognize
calmement	calmly
puis-je	can I
espérer	hope
désormais	now
accorderas	accorderas
quête	quest
priorité	priority
élevée	high
dorénavant	now
aura	will
moins	less
récupérer	recover
ferai	will
l'obtiendrai	the get
promit-il	promise
"alors	"then
n'en	do
dirons	tell
l'instant	the moment
conclut	concludes
bonté	goodness
"continuons	"continue
histoire	history
l'avions	the aircraft
laissée	left
rappelles	remember
tué	killed
père	father
grands-parents	grandparents
croire	believe
l'œuvre	the work
oncle	uncle
morfin	morfin
retourné	returned
poudlard	hogwarts
demandé…	asked...
horcruxes	horcruxes
marmonna	muttered
penaud	sheepishly
j'espère	I hope
début	beginning
naviguerions	naviguerions
royaumes	kingdoms
idées-	ideas-
fantômes	ghosts
spéculation	speculation
“oui	“yes
”	”
"jusqu'ici	"up here
conviendras	conviendras
montré	shown
sources	sources
solides	solid
tirer	shoot
déductions	deductions
qu'avait	that was
l'âge	the age
dix-sept	seventeen
acquiesça	nodded
continua	continued
choses	things
deviennent	become
sombres	dark
étranges	strange
difficile	difficult
trouver	find
jedusor	jedusor
enfant	child
impossible	impossible
quoique	though
sujet	about
l'homme	the man
doute	doubt
âme	soul
vive	cheers
pourrait	could
plein	full
exposé	presentation
vie	life
dès	as soon
lors	when
quitta	left
cependant	however
derniers	last
voudrais	would like to
partager	share
