chapitre	chapter
1	1
l'autre	the other
ministre	minister
il	it
était	was
près	near
de	of
minuit	midnight
et	and
le	the
premier	first
assis	sitting
à	to
son	its
bureau	office
lisant	reading
un	a
long	long
rapport	report
dont	which
les	the
mots	words
glissaient	slide
sur	on
cerveau	brain
sans	without
y	there
laisser	let
la	the
moindre	less
once	ounce
signification	meaning
attendait	waiting
appel	call
d'un	a
président	president
pays	country
lointain	distant
n'y	there
avait	had
pas	not
beaucoup	a lot
place	place
dans	in
sa	its
tête	head
alors	then
qu'il	it
se	is
demandait	asked
quand	when
l'homme	the man
misérable	miserable
téléphonerait	téléphonerait
essayait	tried
d'effacer	delete
souvenirs	memories
désagréables	unpleasant
ce	this
qui	that
été	been
une	a
longue	long
fatiguante	tiresome
dure	hard
semaine	week
plus	more
concentrer	focus
page	page
devant	before
lui	him
voyait	saw
clairement	clearly
visage	face
réjoui	pleased
ses	its
adversaires	opponents
politiques	policies
en	in
particulier	particular
l'adversaire	the opponent
apparu	appeared
journaux	newspapers
jour	day
non	not
seulement	only
pour	for
faire	do
liste	list
toutes	all
choses	things
terribles	terrible
s'étaient	had
produites	produced
dernière	last
(comme	(as
si	if
quiconque	anyone
besoin	need
qu'on	we
rappelle)	remember)
mais	but
aussi	also
expliquer	explain
pourquoi	why
chacun	each
ces	these
événements	events
faute	fault
du	the
gouvernement	government
pouls	pulse
s'accéléra	accelerated
pensée	thought
même	even
accusations	charges
parce	because
qu'elles	they
n'étaient	there were
ni	or
justes	fair
vraies	true
comment	how
terre	earth
aurait-il	would it
pu	could
arrêter	stop
l'effondrement	the collapse
pont	bridge
c'était	it was
honte	shame
que	that
quelqu'un	someone
suggère	suggests
qu'ils	they
n'aient	have
assez	enough
dépensé	spent
ponts	bridges
moins	less
dix	ten
ans	years
meilleurs	best
experts	experts
étaient	were
incapables	unable
d'expliquer	to explain
s'était	had
cassé	broken
proprement	properly
deux	two
envoyant	sending
douzaine	dozen
voitures	cars
profondeurs	depths
fleuve	river
au-	at-
dessous	below
pouvait-il	could he
suggérer	suggest
manque	lack
policiers	police
pouvait	could
vils	vile
meurtres	murders
fortement	strongly
médiatisés	profile
ou	or
aurait	would
prévoir	provide
d'une	a
façon	how
autre	other
l'ouragan	the hurricane
exceptionnel	exceptional
l'ouest	the west
fait	fact
tant	as
dégâts	damage
humains	human
territoriaux	territorial
était-ce	was it
jeunesse	youth
herbert	herbert
chorley	chorley
choisi	chosen
cette	this
décider	decide
étonnamment	surprisingly
allait	would
maintenant	now
passer	pass
temps	time
avec	with
famille	family
"	"
humeur	mood
sinistre	disaster
a	has
saisi	seized
conclu	concluded
adversaire	opponent
dissimuler	hide
large	wide
grimace	grin
malheureusement	unfortunately
parfaitement	perfectly
vrai	true
sentait	felt
lui-même	himself
gens	people
semblaient	seemed to
vraiment	really
malheureux	unhappy
d'habitude	usually
morne	morne
toute	any
brume	mist
fraîche	fresh
au	the
milieu	middle
juillet	July
n'était	there was
ordinaire	ordinary
normal	normal
tourna	turned
seconde	second
vit	lives
encore	yet
l'envoya	sent
diable	devil
comme	as
travail	work
inutile	useless
Étirant	Stretching
bras	arm
au-dessus	above
regarda	looked at
tristement	sadly
partout	everywhere
autour	around
belle	beautiful
salle	room
cheminée	fireplace
marbre	marble
fin	end
faisant	making
face	in the face of
aux	the
longues	long
fenêtres	windows
exceptionnellement	exceptionally
fermées	closed
saison	season
léger	lightweight
frisson	thrill
leva	rose
déplaça	moved
vers	to
fenêtre	window
dehors	outside
légère	light
arrêtée	arrested
par	by
verre	glass
tenait	held
ainsi	as well
tournant	turning
dos	back
pièce	room
entendit	heard
toux	cough
derrière	behind
figea	froze
nez	nose
reflet	reflection
regardant	looking at
sombre	dark
