chapitre	chapter
21	21
la	the
salle	room
sur	on
commande	command
harry	harry
se	is
creusa	dug
cervelle	brains
au	the
cours	during
de	of
semaine	week
suivante	following
à	to
chercher	search
comment	how
persuader	persuade
slughorn	slughorn
lui	him
remettre	back
le	the
véritable	true
souvenir	remember
mais	but
aucun	no
éclair	flash
génie	engineering
ne	do
produisit	produced
et	and
il	it
en	in
fut	was
réduit	reduced
faire	do
ce	this
qu'il	it
faisait	was
plus	more
souvent	often
étudier	study
fond	background
manuel	manual
potions	potions
espérant	hoping
que	that
prince	prince
aurait	would
gribouillé	scrawled
quelque	some
chose	thing
d'utile	useful
dans	in
une	a
des	of
marges	margins
comme	as
l'avait	had
tant	as
fois	time
fait	fact
reste	rest
du	the
livre	book
"tu	"you
n'espères	no hope
pas	not
trouver	find
là-dedans	there
"	"
s'exclama	exclaimed
fermement	firmly
hermione	hermione
samedi	Saturday
soir	evening
suivant	following
"ne	"do
commence	begins
si	if
ça	it
n'avait	had
été	been
pour	for
ron	ron
s'assiérait	sit down
ici	here
maintenant	now
tu	you
avais	had
juste	just
écouté	listened to
rogue	rogue
première	first
année	year
désespéra	despaired
l'ignora	the ignored
venait	came
incantation	casting
“sectum-sempra	“sectum-sempra
marge	margin
au-dessus	above
mots	words
intrigants	intriguing
ennemis	enemies
eut	had
envie	want
sortir	out
l'essayer	try it
pensa	thought
valait	worth
mieux	better
devant	before
lieu	place
cela	this
corna	corna
subrepticement	surreptitiously
bas	the bottom
page	page
ils	they
reposaient	based
près	near
feu	fire
commune	common
les	the
seules	only
autres	other
personnes	people
réveillées	woke up
étaient	were
camarades	comrades
sixièmes	sixth
années	years
y	there
avait	had
eu	had
certaine	some
excitation	excitement
tôt	early
quand	when
rentrés	back
dîner	dinner
trouvant	finding
nouvelle	new
note	note
panneau	panel
d'affichage	display
qui	that
annonçait	announced
date	date
leur	their
essai	test
transplanage	transplanage
ceux	those
avaient	had
dix-sept	seventeen
avant	before
premier	first
vingt	twenty
un	a
avril	April
pouvaient	could
signer	sign
séances	sessions
supplémentaires	additional
auraient	would
(fortement	(strongly
dirigé)	led)
pré-au-lard	pre-to-bacon
paniqua	panicked
lisant	reading
cette	this
toujours	always
pu	could
contrôler	control
craignait	feared
pouvoir	power
être	be
prêt	loan
l'essai	the test
réussi	successful
apparaître	appear
deux	two
était	was
peu	little
confiante	confident
n'aurait	would
ans	years
quatre	four
mois	months
pourrait	could
ou	or
"au	"
moins	less
peux	can
transplaner	transplaner
dit	said
d'une	a
voix	voice
tendue	tense
n'auras	there will
ennui	boredom
juillet	July
je	I
l'ai	I
seulement	only
rappela	reminded
finalement	finally
parvenu	managed
disparaître	disappear
rematérialiser	rematerialize
l'intérieur	inside
son	its
cercle	circle
pendant	during
leçon	lesson
précédente	previous
après	after
avoir	have
gaspillé	wasted
beaucoup	a lot
temps	time
s'inquiéter	worry
haute	high
luttait	fought
finir	finish
méchamment	wickedly
difficile	difficult
déjà	already
terminé	finished
presque	almost
su	su
d'obtenir	to obtain
mauvaise	bad
parce	because
désaccord	disagreement
avec	with
meilleur	best
moyen	average
d'aborder	address
détraqueurs	détraqueurs
s'en	in
inquiétait	worried
mémoire	memory
importante	important
l'instant	the moment
"je	"I
t'ai	you've
stupide	stupid
te	te
serait	would be
d'aucune	no
aide	using
"il	"it
n'y	there
a	has
qu'un	a
seul	only
forcer	force
quelqu'un	someone
veux	want to
c'est	it is
sort	fate
d'impérius	of impérius
est	is
illégal…"	illegal..."
"oui	"yes
sais	know
merci	thank you
répliqua	replied
sortant	outgoing
nez	nose
"c'est	"it is
pourquoi	why
cherche	looking
solution	solution
différente	different
dumbledore	dumbledore
pense	think
veritaserum	veritaserum
fonctionnera	will work
doit	must
bien	well
d'autre	on the other
potion	potion
sort…	fate...
prends	take
mauvais	bad
chemin	path
obtenir	get
puisque	since
dois	do
capable	able
là	there
où	where
personne	person
peut	can
n'est	there is
question	question
l'endormir	sleep
chacun	each
cela…"	this..."
vous	you
écrivez	write
mot	word
"belligérants	"belligerents
demanda	asked
secouant	shaking
sa	its
plume	pen
très	very
fort	fort
tout	all
regardant	looking at
fixement	staring
parchemin	parchment
"ça	"it
b	b
i	i
"non	"not
tirant	pulling
vers	to
elle	it
"et	"and
"augure"	"omen"
o	o
r	r
g	g
non	not
quel	what
genre	kind
utilises-tu	do you
contrôle-sort	control-fate
fred	fred
george	george
charme	charm
l'est	the is
certainement	certainly
remarqua	noticed
indiquant	indicating
titre	title
nous	we
demandé	asked
traiterions	to deal with
"mamelles	"udders
marais"	marsh"
me	me
rappelle	remember
aies	have
changer	change
ton	your
nom	name
"roonil	"roonil
wazlib"	wazlib"
par	by
ailleurs	elsewhere
"ah	"ah
frappé	hit
d'horreur	horror
dis	say
devrai	will
réécrire	rewrite
toutes	all
ces	these
choses	things
bon	good
pouvons	can
corriger	correct
rassura	reassured
attrapant	catching
baguette	wand
t'aime	love you
déclara	said
jetant	throwing
arrière	rear
chaise	chair
frottant	rubbing
yeux	eyes
d'un	a
air	air
fatigué	tired
devint	became
légèrement	slightly
rose	pink
contenta	contenta
dire	say
laisse	leaves
lavande	lavender
entendre	hear
pareille	such
"oh	"oh
main	hand
"ou	"or
peut-être	maybe
oui	yes
plaquera	flatten
"pourquoi	"why
plaque	plate
finisse	finish
n'as	did
jamais	never
jeté	cast
toi	you
cho	cho
c'était	it was
juste…"	just..."
tombé	fallen
mille	thousand
morceaux	pieces
j'aurais	I would have
souhaité	desired
produise	happen
entre	between
moi	me
sombrement	darkly
observant	observing
tapant	typing
silencieusement	silently
l'extrémité	the end
sorte	so
qu'ils	they
corrigent	correct
"mais	"but
colle	glue
calmar	squid
géant	giant
"voilà	"this is
conclut	concludes
environ	about
minutes	minutes
tard	later
rendant	making
"merci	"thank you
millions	million
puis-je	can I
t'emprunter	you borrow
ta	your
conclusion	conclusion
rien	nothing
trouvé	found
d'intéressant	interesting
notes	notes
sang-mélé	blood-mixed
regarda	looked at
autour	around
tous	all
trois	three
seuls	only
seamus	seamus
d'aller	go
coucher	bedroom
maudissant	cursing
bruits	noise
craquements	crunches
grattement	scratching
écrivant	writing
dernier	last
paragraphe	paragraph
d'hermione	of hermione
fermer	close
bâillement	yawn
quand…	when...
crac	crac
poussa	pushed
petit	small
cri	cry
perçant	piercing
renversa	down
l'encre	the ink
partout	everywhere
fraîchement	freshly
kreattur	kreacher
l'elfe	the elf
maison	home
courba	bent his
s'adressa	addressed
ses	its
propres	own
orteils	toes
noueux	knotty
"le	"
maître	master
voulait	wanted
rapport	report
régulier	regular
garçon	boy
malefoy	malfoy
ainsi	as well
venu	come
faire…"	do..."
dobby	dobby
apparut	appeared
côté	side
chapeau	hat
biais	through
"dobby	"dobby
aidé	helped
aussi	also
potter	potter
grinça	shrieked
lançant	launching
regard	look
irrité	irritated
indiquer	indicate
vient	comes
voir	see
peuvent	can
leurs	their
rapports	reports
ensemble	all
qu'est-ce	what is this
semblant	pretend
choqué	shocked
apparitions	appearances
soudaines	sudden
vont-ils	will they
hésita	hesitated
répondre	reply
car	because
suivre	follow
elfes	elves
maisons	houses
sujet	about
sensible	sensitive
bien…	well...
doivent	must
finit-il	he finally
"nuit	"night
jour	day
coassa	coassa
n'a	did
dormi	slept
week-end	weekend
fièrement	proudly
balançant	swinging
place	place
semblait	seemed
indignée	outraged
sûrement	surely
t'a	you
de…"	..."
sûr	course
hâta	haste
dormir	sleep
d'accord	agreement
avez-vous	have you
découvert	discovered
l'un	one
l'autre	the other
s'empressa-t-il	eagerly-t-he
demander	ask
n'intervienne	it does not interfere
encore	yet
"maître	"master
déplace	moves
noblesse	nobility
convient	should be
sang	blood
pur	pure
immédiatement	immediately
allure	look
fine	fine
silhouette	silhouette
ma	my
maîtresse	mistress
manières	ways
sont	are
celles	those
"draco	"draco
colère	anger
qui…qui…"	that...that..."
frissonna	shivered
bout	end
jusqu'aux	up to
chaussettes	socks
courut	ran
plonger	dive
dedans	in
lequel	which
n'était	there was
entièrement	fully
inattendu	unexpected
l'attrapa	caught
bloqua	blocked
quelques	a few
secondes	seconds
lutta	fought
mou	soft
haleta-t-il	gasped-t-he
éprouve	feel
difficultés	difficulties
parler	talk
anciens	old
maîtres	masters
relâcha	released
redressa	straightened
provoquant	causing
