chapitre	chapter
29	29
la	the
plainte	complaint
du	the
phœnix	phoenix
viens	just
ici	here
harry	harry
"	"
"non	"not
"tu	"you
ne	do
peux	can
pas	not
rester	stay
là	there
maintenant	now
il	it
voulait	wanted
s'éloigner	away
de	of
dumbledore	dumbledore
plus	more
aller	go
nulle	void
part	share
main	hand
d'hagrid	of hagrid
sur	on
son	its
épaule	shoulder
tremblait	shaking
alors	then
d'autres	other
voix	voice
reprirent	resumed
"harry	"harry
une	a
beaucoup	a lot
petite	small
et	and
chaude	hot
se	is
referma	closed
sienne	siena
le	the
tira	drew
vers	to
haut	top
obéit	obeys
à	to
cette	this
pression	pressure
sans	without
vraiment	really
y	there
penser	think
c'est	it is
seulement	only
quand	when
marchait	walked
en	in
aveugle	blind
travers	through
foule	crowd
qu'il	it
réalisa	realized
avait	had
trace	trace
parfum	perfume
fleuri	flower
dans	in
l'air	the air
que	that
c'était	it was
ginny	ginny
qui	that
ramenait	back
château	castle
les	the
incompréhensibles	incomprehensible
l'agressaient	the "mug"
sanglotaient	sanglotaient
criaient	screaming
des	of
pleurs	crying
déchiraient	tore
nuit	night
mais	but
n'y	there
firent	did
attention	attention
soutenant	supporting
chaque	each
jusqu'au	until the
hall	hall
d'entrée	input
visages	faces
flottaient	floating
bords	edges
vision	vision
gens	people
dévisageaient	staring at
chuchotant	whispering
parlant	speaking
rubis	ruby
gryffondor	gryffindor
scintillaient	sparkled
plancher	floor
comme	as
gouttes	drops
sang	blood
pendant	during
qu'ils	they
traçaient	marked
leur	their
chemin	path
l'escalier	the stairs
marbre	marble
"nous	"we
allons	will
l'aile	the wing
l'hôpital	the hospital
dit	said
je	I
suis	am
blessé	injured
"ce	"this
sont	are
ordres	orders
mcgonagall"	mcgonagall"
repris	taken
chacun	each
sera	will be
ron	ron
hermione	hermione
lupin	lupin
chacun…	each of the...
crainte	fear
subsistait	remained
encore	yet
poitrine	chest
oublié	forgot
figures	figures
inertes	inert
laissées	left
"ginny	"ginny
d'autre	on the other
est	is
mort	death
"ne	"do
t'inquiète	don't worry
aucun	no
d'entre	of
nous	we
"mais	"but
marque	brand
ténèbres	darkness
-	-
malefoy	malfoy
a	has
était	was
passé	past
par-dessus	above
un	a
corps	body
…	...
"il	"it
enjamber	span
bill	bill
tout	all
va	will
bien	well
vivant	living
quelque	some
chose	thing
sa	its
cependant	however
savait	knew
ça	it
présageait	presaged
rien	nothing
bon	good
"es-tu	"are you
sûre	safe
"Évidemment	"Of course
est…	is...
peu	little
déboussolé	disoriented
greyback	greyback
l'a	the
attaqué	attacked
madame	mrs.
pomfresh	pomfresh
pareil	such
savons	know
quelles	what
seront	will be
répercussions…	impact...
veux	want to
dire	say
étant	being
loup-garou	loup-garou
non	not
transformé	transformed
ce	this
moment	time
autres	other
sol	soil
"neville	"neville
professeur	professor
flitwick	flitwick
vont	go
tous	all
deux	two
mal	evil
bientôt	soon
remis	given
mangemort	mangemort
reçu	received
sort	fate
malédiction	curse
géant	giant
blond	blond
envoyait	sent
partout	everywhere
pour	for
mettre	put
feu…	fire...
si	if
n'avions	did
pris	taken
ton	your
breuvage	beverage
felix	felix
felicis	felicis
pense	think
aurions	would
été	been
tués	killed
semblé	seemed
s'écarter	depart
ils	they
atteignirent	reached
l'infirmerie	the infirmary
poussant	pushing
ouvrir	open
portes	doors
vit	lives
neville	neville
allongé	lying
apparemment	apparently
endormi	asleep
lit	bed
près	near
porte	door
luna	luna
tonks	tonks
trouvaient	were
autour	around
d'un	a
autre	other
l'autre	the other
extrémité	end
salle	room
au	the
bruit	noise
levèrent	rose
yeux	eyes
courut	ran
ver	worm
l'étreignit	the clasped
s'avança	advanced
également	also
angoissé	anxious
"comment	"how
vas-tu	are you going to
"bien	"well
comment	how
personne	person
répondit	replied
regarda	looked at
l'épaule	the shoulder
visage	face
méconnaissable	unrecognizable
l'oreiller	the pillow
méchamment	wickedly
tailladé	slashed
déchiré	torn
semblait	seemed
grotesque	grotesque
mrs	mrs
tamponnait	dabbed
ses	its
blessures	injuries
avec	with
onguent	ointment
vert	green
sentait	felt
très	very
fort	fort
souvint	sarah
rogue	rogue
réparé	repaired
blessure	injury
facilement	easily
baguette	wand
utilisant	using
sectumsempra	sectumsempra
pouvez-vous	can you
soigner	treat
charme	charm
ou	or
genre	kind
demanda-t-il	he asked
matrone	matron
"aucun	"no
marchera	work
là-dessus	it
"j'ai	"I
essayé	tried
pouvais	could
traitement	treatment
morsures	bites
n'a	did
mordu	bitten
pleine	full
lune	moon
"répliqua	"replica
regardait	watched
fixement	staring
frère	brother
s'il	if it
pouvait	could
d'une	a
façon	how
forcer	force
réparer	repair
juste	just
regardant	looking at
n'était	there was
sûrement	surely
deviendra	will become
pas…un	not a...
vrai	true
incertain	uncertain
expliqua	explained
cela	this
signifie	means
contaminé	contaminated
telles	such
maudites	cursed
elles	they
susceptibles	likely
jamais	never
guérir	heal
entièrement	fully
pourrait	could
avoir	have
certaines	some
ressemblances	similarities
dorénavant	now
"dumbledore	"dumbledore
devrait	should
savoir	know
propos	about
"où	"where
est-il	is it
combattu	fought
ces	these
fous	crazy
lui	him
doit	must
peut	can
laisser	let
cet	this
état…	state...
"ron…	"ron...
mort…"	death..."
annonça	announced
fou	crazy
'il	'it
espérait	hoped
entendre	hear
quelqu'un	someone
contredire	to contradict
faisait	was
s'effondra	collapsed
chaise	chair
cachant	hiding
mains	hands
n'avait	had
vu	seen
perdre	lose
ainsi	as well
contrôle	control
l'impression	printing
indécente	indecent
s'imposer	impose
affaire	case
d'ordre	order
privé	private
tourna	turned
loin	far
attira	drew
l'attention	attention
échangeant	exchanging
silence	silence
regard	look
confirma	confirmed
annoncé	announced
chuchota	whispered
s'est-il	is there
produit	product
"rogue	"rogue
tué	killed
"j'y	"I
étais	was
j'ai	I
sommes	are
arrivés	arrived
derrière	behind
tour	tour
d'astronomie	astronomy
parce	because
où	where
malade	sick
faible	low
réalisé	made
piège	trap
avons	have
entendu	heard
montés	mounted
escaliers	stairs
m'a	me
immobilisé	locked
pourrais	could
faire	do
j'étais	I was
sous	under
cape	cape
d'invisibilité…	invisibility...
franchi	crossed
désarmé…	disarmed...
mit	mit
devant	before
bouche	mouth
gémit	moans
"…	"...
mangemorts	mangemorts
arrivés…	arrived...
puis	then
rogue…	rogue...
fait	fact
d'avada	of avada
kedavra	kedavra
continuer	continue
éclata	broke out
larmes	tears
prêta	lent
excepté	except
"shh	"shh
Écoutez	Listen
déglutissant	déglutissant
pressa	pressed
doigts	fingers
immenses	huge
dehors	outside
l'obscurité	the dark
chantait	sang
manière	way
avant	before
entendue	heard
touchante	touching
terrible	terrible
beauté	beauty
sentit	felt
