chapitre	chapter
16	16
un	a
noël	christmas
très	very
glacial	icy
"ainsi	"as well
rogue	rogue
offrait	offered
de	of
l'aider	the help
il	it
lui	him
vraiment	really
"	"
"si	"if
tu	you
le	the
demandes	applications
une	a
fois	time
plus	more
dit	said
harry	harry
"je	"I
vais	'll
te	te
coller	paste
cette	this
pousse	grows
sur	on
la	the
figure	figure
vérifie	checks
seulement	only
répondit	replied
ron	ron
ils	they
se	is
tenaient	held
seuls	only
près	near
l'évier	the sink
dans	in
cuisine	kitchen
du	the
terrier	terrier
épluchant	peeling
montagne	mountain
choux	cabbage
bruxelles	brussels
pour	for
mme	ms.
weasley	weasley
neige	snow
tombait	fell
l'autre	the other
côté	side
fenêtre	window
devant	before
eux	them
oui	yes
reprit	took
"il	"it
disait	said
qu'il	it
avait	had
fait	fact
à	to
mère	mother
draco	draco
promesse	promise
serment	oath
ou	or
quelque	some
chose	thing
d'inviolabilité…"	tamper-evident..."
vœu	vow
d'inviolabilité	the inviolability
étonné	surprised
"non	"not
ne	do
peut	can
pas	not
avoir	have
es	es
sûr	course
"oui	"yes
je	I
suis	am
affirma	said
"pourquoi	"why
qu'est-ce	what is this
que	that
ça	it
signifie	means
"bien	"well
peux	can
rompre	break
j'aurai	I will have
chercher	search
beaucoup	a lot
trouver	find
moi-même	myself
assez	enough
gentiment	kindly
passe	pass
-t-il	there
si	if
on	it
rompt	breaks
"on	"
meurt	dies
simplement	simply
"fred	"fred
et	and
george	george
ont	have
essayé	tried
m'obliger	make me
faire	do
quand	when
j'avais	I had
environ	about
cinq	five
ans	years
j'étais	I was
presque	almost
prêt	loan
tenais	wanted
les	the
mains	hands
fred	fred
papa	dad
nous	we
a	has
trouvés	found
est	is
devenu	now
fou	crazy
"poursuivit	"continued
avec	with
lueur	glow
réminiscence	reminiscence
ses	its
yeux	eyes
c'est	it is
seule	only
où	where
j'ai	I
vu	seen
mon	my
père	father
aussi	also
en	in
colère	anger
ma	my
fesse	buttock
gauche	left
n'a	did
jamais	never
été	been
même	even
depuis	since
"ouais	"yeah
bien	well
passons	pass
demande	request
pardon	forgiveness
demanda	asked
voix	voice
comme	as
jumeaux	twins
entraient	entered
"aaah	"aaah
regarde	look at
emploient	use
couteaux	knives
tout	all
soyez	be
bénis	bless
"j'aurai	"I'll have
dix-sept	seventeen
deux	two
mois	months
ronchonna	ronchonna
"et	"and
alors	then
pourrai	can
magie	magic
"mais	"but
attendant	waiting
s'asseyant	sitting
table	table
mettant	putting
pieds	feet
dessus	top
"nous	"we
pouvons	can
prendre	take
plaisir	fun
regarder	watch
démonstration	demonstration
correcte	correct
l'utilisation	the use
d'un	a
épluche-légume	vegetable peeling
"c'est	"it is
ta	your
faute	fault
me	me
suçant	sucking
son	its
pouce	inch
coupé	cut
"tu	"you
verras	see
…"	..."
épateras	épateras
tous	all
des	of
dons	donations
magiques	magic
jusqu'ici	up here
insoupçonnés	unsuspected
railla	scoffed
"en	"
parlant	speaking
ronald	ronald
"qu'apprend-on	"what does it tell us
par	by
ginny	ginny
ton	your
compte	account
celui	the
d'une	a
jeune	young
dame	lady
appelée	called
-	-
moins	less
notre	our
information	information
soit	either
défectueuse	defective
lavande	lavender
brown	brown
vira	vira
au	the
rose	pink
mais	but
sembla	seemed
contrarié	upset
recommençant	again
s'occuper	care
houx	holly
"occupez-vous	"you
vos	your
propres	own
affaires	business
"quelle	"what
riposte	response
remarqua	noticed
sais	know
ce	this
crois	believe
non	not
voulons	want to
juste	just
savoir…	know...
comment	how
s'est	is
produit	product
veux-tu	do you want to
dire	say
"elle	"it
eu	had
accident	accident
"quoi…	"what...
a-t-elle	she
subi	suffered
dégâts	damage
importants	important
cerveau	brain
attention	attention
maintenant	now
mrs	mrs
entra	entered
temps	time
voir	see
jeter	throw
l'épluche-légume	the vegetable peeling
qui	that
transforma	transformed
avion	aircraft
papier	paper
chiquenaude	flick
paresseuse	lazy
sa	its
baguette	wand
"ron	"ron
fâcha-t-elle	angry, she
laisse	leaves
lancer	launch
"j'ai	"I
l'habitude	the usual
"laisse	"let
ajouta-t-il	he added
soupirant	sighing
tournait	turned
nouveau	new
vers	to
désolée	sorry
mes	my
chéris	cherish
remus	remus
arrivé	arrived
nuit	night
