chapitre	chapter
9	9
le	the
prince	prince
de	of
sang	blood
mêlé	mixed
harry	harry
et	and
ron	ron
rencontrèrent	met
hermione	hermione
dans	in
la	the
salle	room
commune	common
avant	before
l'heure	the time
du	the
petit	small
déjeuner	breakfast
espérant	hoping
se	is
sentir	feel
soutenu	supported
sa	its
théorie	theory
n'avait	had
perdu	lost
aucune	no
temps	time
pour	for
répéter	repeat
à	to
ce	this
que	that
malefoy	malfoy
avait	had
dire	say
poudlard-express	hogwarts-express
"mais	"but
il	it
était	was
visiblement	obviously
très	very
occupé	busy
par	by
parkinson	parkinson's
n'est-ce	is this
pas	not
"	"
s'exclama	exclaimed
vivement	strongly
qu'hermione	as hermione
ait	has
pu	could
quelque	some
chose	thing
"Évidemment	"Of course
dit-elle	she said
encore	yet
convaincue	convinced
"je	"I
ne	do
sais	know
serait	would be
bien	well
genre	kind
montrer	show
plus	more
important	important
qu'il	it
n'est…	there is...
mais	but
un	a
tel	such
mensonge	lie
faire…	do...
"exactement	"exactly
poursuivit	continued
pouvait	could
insister	insist
davantage	more
car	because
beaucoup	a lot
personnes	people
essayaient	tried
d'écouter	to listen
leur	their
conversation	conversation
en	in
fait	fact
qu'ils	they
regardaient	watched
chuchotaient	chuchotaient
barbe	beard
"c'est	"it is
grossier	coarse
doigt	finger
lança	launched
s'adressant	addressing
garçon	boy
particulièrement	particularly
minuscule	tiny
première	first
année	year
avaient	had
rejoint	joined
file	file
qui	that
attentait	attentait
faufiler	sneak
trou	hole
portrait	portrait
murmuré	whispered
sur	on
son	its
copain	buddy
devint	became
écarlate	scarlet
retourna	returned
promptement	promptly
s'extirpa	is swung
vite	fast
rit	laughs
sous	under
cape	cape
suis	am
content	content
d'être	to be
sixième	sixth
nous	we
aurons	will
libre	free
cette	this
des	of
périodes	periods
entières	whole
durant	during
lesquelles	which
pourrons	can
juste	just
asseoir	sit
détendre	relax
"nous	"we
allons	will
avoir	have
besoin	need
ces	these
moments	moments
étudier	study
répliqua	replied
comme	as
ils	they
arrivaient	arrived
l'autre	the other
côté	side
couloir	hallway
"ouais	"yeah
aujourd'hui	today
dit	said
"aujourd'hui	"today
sera	will be
vrai	true
jour	day
repos	rest
j'y	I
compte	account
regardez-moi	look at me
ça	it
projetant	projecting
bras	arm
stopper	stop
une	a
élève	student
quatrième	fourth
essayait	tried
passer	pass
devant	before
elle	it
l'aide	using
disque	disk
jaune-vert	yellow-green
étroitement	closely
tenu	view
main	hand
"les	"
frisbees	frisbees
crocs	crocs
sont	are
interdits	banned
ouvre	opens
ta	your
gronda-t-elle	'oh, come on
sévèrement	severely
mauvaise	bad
humeur	mood
lâcha	released
féroce	fierce
frisbee	frisbee
dégagea	freed
auprès	with
ses	its
amis	friends
attendit	waited
disparaisse	disappears
puis	then
prit	took
d'hermione	of hermione
"excellent	"excellent
j'ai	I
toujours	always
voulu	wanted
remontrance	remonstrance
fut	was
étouffée	choked
fort	fort
rire	laugh
bébête	corny
lavande	lavender
brown	brown
apparemment	apparently
trouvé	found
réflexion	reflection
hautement	highly
amusante	fun
continuait	continued
les	the
dépassant	exceeding
jeter	throw
coup	blow
d'œil	eye
arrière	rear
par-dessus	above
épaule	shoulder
semblait	seemed
plutôt	rather
satisfait	satisfied
lui	him
plafond	ceiling
grand	great
hall	hall
bleu	blue
clair	clear
strié	striated
quelques	a few
nuages	clouds
frêles	frail
minces	thin
peu	little
carrés	square
ciel	sky
visible	visible
travers	through
hautes	high
fenêtres	windows
meneaux	mullion
tandis	while
servaient	served
porridge	porridge
d'œufs	eggs
bacon	bacon
parlèrent	spoke
gênante	annoying
avec	with
hagrid	hagrid
veille	eve
au	the
soir	evening
peut	can
quand	when
même	even
raisonnablement	reasonably
penser	think
continuer	continue
cours	during
soins	care
aux	the
créatures	creatures
magiques	magic
s'exclama-t-elle	exclaimed she
affligée	distressed
veux	want to
quelqu'un	someone
d'entre	of
a-t-il	there
exprimé	expressed
vous	you
savez	know
quelconque	any
enthousiasme	enthusiasm
avalant	swallowing
œuf	egg
plat	flat
tout	all
entier	integer
sommes	are
ceux	those
avons	have
d'effort	effort
classes	classes
parce	because
aimons	love
pense	think
aimions	love
matière	material
stupide	stupid
connaissez	know
veulent	want to
aller	go
aspic	aspic
ni	or
répondit	replied
n'était	there was
nécessaire	necessary
savaient	knew
parfaitement	perfectly
qu'aucun	no
voulait	wanted
évitèrent	avoided
coups	shots
renvoyèrent	sent
vague	wave
sourire	smile
sans	without
virent	saw
table	table
professeurs	teachers
dix	ten
minutes	minutes
tard	later
après	after
eurent	had
mangé	ate
restèrent	stayed
place	place
attendant	waiting
départ	starting
professeur	professor
mcgonagall	mcgonagall
enseignants	teachers
répartition	distribution
programmes	programs
classe	class
compliquée	complicated
d'habitude	usually
doit	must
d'abord	first
confirmer	confirm
chacun	each
buses	nozzles
nécessaires	needed
suivre	follow
aspics	its functional properties
choisis	selected
déjà	already
assurée	insured
sortilèges	spells
défense	defence
contre	against
forces	forces
mal	evil
métamorphose	metamorphosis
d'herbologie	of herbal medicine
d'arithmancie	of arithmancie
runes	runes
anciennes	old
potions	potions
décida	decided
premier	first
débarrasser	rid
état	state
d'âme	soul
neville	neville
visage	face
rond	round
inquiet	worried
a	has
regarda	looked at
aimerait	would like to
faire	do
consulta	consulta
résultats	results
"herbologie	"herbal medicine
va	will
chourave	chourave
ravi	ravi
voir	see
revenir	return
'optimal'	'optimal'
avez	have
réalisé	made
bonne	good
prestation	delivery
"effort	"effort
exceptionnel"	exceptional"
problème	problem
c'est	it is
je	I
désolée	sorry
longdubat	longdubat
"acceptable"	"acceptable"
n'est	there is
vraiment	really
suffisant	sufficient
niveau	level
pourriez	could
face	in the face of
surcroît	moreover
travail	work
pencha	bent
tête	head
dévisagea	looked at his face
lunettes	glasses
carrées	square
"d'ailleurs	"
pourquoi	why
tenez-vous	hold you
poursuivre	continue
n'ai	haven
jamais	never
eu	had
l'impression	printing
l'appréciez	appreciate it
malheureux	unhappy
murmura	whispered
"ma	"my
grand-mère	grand-mother
veut	wants to
"hmph	"hmph
grogna	" 
votre	your
d'apprendre	to learn
être	be
fier	proud
petit-fils	grandson
qu'elle	it
forger	forge
celui	the
devrait	should
-	-
particulier	particular
s'est	is
produit	product
ministère	department
rouge	red
clignait	clignait
yeux	eyes
confusion	confusion
auparavant	previously
moindre	less
compliment	compliment
peux	can
laisser	let
ma	my
cependant	however
vois	see
obtenu	obtained
buse	nozzle
essai	test
est	is
option	option
intérêts	interests
marmonna	muttered
"prenez	"take
"et	"and
moi	me
me	me
chargerai	will
rappeler	remember
augusta	augusta
si	if
tient	holds
discourt	speech
seulement	only
échoué	failed
sujet	about
nécessairement	necessarily
valeur	value
souriant	smiling
légèrement	slightly
regard	look
incrédule	incredulous
frappa	hit
feuille	sheet
blanche	white
bout	end
baguette	wand
remit	gave
comportait	included
maintenant	now
différents	different
détails	details
nouvelles	new
tourna	turned
ensuite	then
vers	to
parvati	parvati
patil	patil
demanda	asked
c'était	it was
firenze	firenze
beau	beautiful
centaure	centaur
enseignait	taught
divination	divination
"lui	"
trelawney	trelawney
partagent	share
deux	two
expliqua	explained
pointe	tip
désapprobation	disapproval
voix	voice
connu	known
tous	all
méprisait	despised
"la	"
prise	outlet
écarta	separated
cinq	five
découragée	discouraged
"alors	"then
potter	potter
prononça	spoke
regardant	looking at
notes	notes
tournant	turning
"sortilèges	"spells
herbologie	herbal medicine
métamorphose…	metamorphosis...
dois	do
été	been
vos	your
heureuse	happy
n'avez-vous	have you
choisi	chosen
croyais	thought
vouliez	want to
devenir	become
auror	auror
voulais	wanted
m'avez	I have
devais	had to
obtenir	get
"optimal"	"optimal"
cas	case
rogue	rogue
slughorn	slughorn
heureux	happy
d'accepter	to accept
étudiants	students
souhaitez-vous	do you want to
"oui	"yes
accepta	accepted
acheté	bought
livres	books
aucun	no
ingrédient	ingredient
…"	..."
sûre	safe
pouvoir	power
t'en	you
prêter	pay
rassura	reassured
voici	here
programme	program
oh	oh
parler	talk
d'autre	on the other
vingt	twenty
prétendants	contenders
ont	have
déposé	filed
nom	name
admis	admitted
l'équipe	the team
quidditch	quidditch
gryffondor	gryffindor
passerai	pass
liste	list
opportun	timely
pouvez	can
fixer	fix
date	date
tests	tests
convenance	convenience
s'était	had
engagé	committed
mêmes	same
matières	materials
trouvaient	were
ensemble	all
"regarde"	"look"
remarqua	noticed
plaisir	fun
étudiant	student
sérieusement	seriously
période	period
excellent	excellent
retournèrent	returned
presque	almost
vide	empty
excepté	except
demi-douzaine	a half-dozen
septièmes	seventh
années	years
dont	which
katie	katie
bell	bell
seul	only
membre	member
restant	remaining
originale	original
s'y	there
joint	joint
pensais	thought
tu	you
l'obtiendrais	the get
montrant	showing
l'insigne	the badge
capitaines	captains
poitrine	chest
"préviens-moi	"warn me
fais	do
sois	am
"répliqua	"replica
harry"	harry"
n'as	did
t'ai	you've
vu	seen
jouer	play
pendant	during
ans	years
"tu	"you
commencer	start
conseilla-t-elle	told her that she
y	there
peut-être	maybe
mieux	better
là-dehors	out there
bonnes	good
équipes	teams
coulé	cast
continué	continued
joueurs	players
ou	or
laissé	left
leurs	their
l'aise	comfortable
commençait	started
confisqué	confiscated
l'élève	the student
bourdonna	bourdonna
autour	around
grondant	growling
essayant	trying
mordre	bite
tapisserie	tapestry
jaunes	yellow
pattenrond	pattenrond
suivaient	followed
siffla	hissed
vint	came
trop	too
près	near
heure	time
quittèrent	left
contre-jour	counter-day
rendre	make
quatre	four
étages	floors
au-dessous	below
dehors	outside
pleins	full
lourds	heavy
apprit-elle	learned it
l'eurent	had
rejointe	joined
"un	"a
quinze-pouce	fifteen-inch
traductions	translations
lire	read
mercredi	Wednesday
"quelle	"what
