chapitre	chapter
17	17
mémoire	memory
en	in
or	gold
tard	later
l'après-midi	in the afternoon
quelques	a few
jours	days
après	after
nouvelle	new
année	year
harry	harry
ron	ron
et	and
ginny	ginny
étaient	were
alignés	aligned
près	near
du	the
feu	fire
dans	in
la	the
cuisine	kitchen
pour	for
retourner	return
à	to
poudlard	hogwarts
le	the
ministère	department
s'était	had
chargé	loaded
de	of
ce	this
raccordement	connection
unique	single
au	the
réseau	network
que	that
les	the
étudiants	students
soient	are
retour	return
rapidement	quickly
sans	without
risque	risk
l'école	the school
seule	only
mrs	mrs
weasley	weasley
était	was
présente	this
leur	their
dire	say
revoir	review
car	because
mr	mr
fred	fred
george	george
bill	bill
fleur	flower
tous	all
travail	work
fondit	burst
larmes	tears
l'heure	the time
même	even
départ	starting
Évidemment	Of course
il	it
lui	him
fallait	had to
très	very
peu	little
choses	things
mettre	put
cet	this
état	state
récemment	recently
elle	it
avait	had
pleuré	cried
régulièrement	regularly
depuis	since
percy	percy
parti	party
colère	anger
maison	home
jour	day
noël	christmas
avec	with
des	of
verres	glasses
éclaboussés	splashed
panais	parsnips
écrasé	crushed
(auxquels	(which
avaient	had
fait	fact
honneur)	honor)
"ne	"do
pleurs	crying
pas	not
maman	mom
"	"
dit	said
tapotant	tapping
sur	on
dos	back
alors	then
sanglotait	sobbed
son	its
épaule	shoulder
"c'est	"it is
d'accord	agreement
"oui	"yes
ne	do
t'inquiète	don't worry
nous	we
reprit	took
permettant	for
sa	its
mère	mother
planter	plant
un	a
baiser	fuck
humide	wet
joue	plays
"ou	"or
c'est	it is
tel	such
prétentieux	pretentious
n'est	there is
vraiment	really
une	a
perte	loss
non	not
sanglota	sanglota
plus	more
fort	fort
jamais	never
pendant	during
qu'elle	it
tenait	held
ses	its
bras	arm
"promets-moi	"promise me
tu	you
prendras	take
soin	care
toi	you
te	te
tiendras	stand
loin	far
problèmes	problems
"je	"I
fais	do
toujours	always
rassura	reassured
"j'apprécie	"I appreciate
vie	life
tranquille	quiet
vous	you
me	me
connaissez	know
fit	fit
se	is
recula	backed
"allez	"go
bien	well
puis	then
tous…"	all..."
vert	green
cria	cried
"poudlard	"hogwarts
eut	had
dernier	last
aperçu	overview
visage	face
larmoyant	maudlin
avant	before
flammes	flames
l'engloutissent	gobbling it up
tourbillonnant	swirling
brefs	brief
aperçus	previews
brouillés	scrambled
d'autres	other
pièces	parts
sorciers	wizards
qui	that
disparaissaient	disappeared
hors	out
vue	view
qu'il	it
puisse	can
voir	see
ralentit	slows down
s'arrêta	stopped
finalement	finally
directement	directly
cheminée	fireplace
bureau	office
professeur	professor
mcgonagall	mcgonagall
leva	rose
peine	penalty
yeux	eyes
grimpait	rose
par-dessus	above
grille	grid
"bonsoir	"good evening
potter	potter
essayer	try
trop	too
cendre	ash
tapis	carpet
"d'accord	"okay
redressa	straightened
lunettes	glasses
aplatit	flattens
cheveux	hair
quand	when
arriva	came to pass
ils	they
quittèrent	left
trois	three
ensemble	all
dirigèrent	headed
vers	to
tour	tour
gryffondor	gryffindor
jeta	threw
coup	blow
d'œil	eye
par	by
fenêtres	windows
couloir	hallway
passant	from
soleil	sun
descendait	down
déjà	already
au-dessus	above
champs	fields
tapissés	upholstered
d'une	a
neige	snow
épaisse	thick
qu'ils	they
eu	had
jardin	garden
terrier	terrier
À	To
cette	this
distance	distance
pouvait	could
hagrid	hagrid
alimenter	feed
buck	buck
devant	before
cabane	hut
"babioles	"trinkets
confiance	trust
atteignirent	reached
portrait	portrait
grosse	big
madame	mrs.
semblait	seemed
plutôt	rather
pâle	pale
d'habitude	usually
grimaça	smirked
voix	voice
forte	strong
"non	"not
répliqua-t-elle	"she retorted
“	“
pourquoi	why
dites-vous	tell you
nouveau	new
mot	word
passe	pass
veuillez	please
crier	shout
mais	but
sommes	are
partis	parties
comment	how
aurions-nous	would we
pu	could
supposer	assume
que…	that...
"harry	"harry
hermione	hermione
dépêchait	hurry
eux	them
rose	pink
portait	wore
manteau	coat
chapeau	hat
gants	gloves
je	I
suis	am
rentrée	back to school
y	there
a	has
deux	two
heures	hours
j'ai	I
juste	just
rendre	make
visite	visit
buck…	buck...
veux	want to
witherwings	witherwings
"s'essouffla-t-elle	"essouffla-t-it
"vous	"you
avez	have
passé	past
bon	good
"ouais	"yeah
répondit	replied
immédiatement	immediately
"un	"a
mouvementé	eventful
rufus	rufus
scream…"	scream..."
"j'ai	"I
quelque	some
chose	thing
continua	continued
regardant	looking at
manifestant	protester
aucun	no
signe	sign
l'ait	has
entendu	heard
"oh	"oh
attendez…	wait...
abstinence	abstinence
"précisément"	"precisely,"
accepta	accepted
dame	lady
faible	low
pencha	bent
laisser	let
passer	pass
"qu'y	"what is
a-t-il	there
demanda	asked
"la	"
trêve	truce
est	is
finie	finished
apparemment	apparently
remarqua	noticed
roulant	rolling
entrait	entered
salle	room
commune	common
"elle	"it
ami	friend
violet	purple
ont	have
bu	bu
comptant	cash
vin	wine
tableau	table
moines	monks
ivres	drunk
bas	the bottom
sortilèges	spells
quoi	what
soit…	...
fouilla	fumbled
poche	pocket
moment	time
retira	retired
rouleau	roll
parchemin	parchment
l'écriture	writing
dumbledore	dumbledore
"super"	"super"
déroulant	drop down
découvrir	discover
prochaine	next
leçon	lesson
programmée	programmed
nuit	night
suivante	following
dire…	say...
aussi	also
