chapitre	chapter
23	23
horcruxes	horcruxes
harry	harry
pouvait	could
sentir	feel
le	the
felix	felix
felicis	felicis
disparaître	disappear
pendant	during
qu'il	it
se	is
faufilait	faufilait
de	of
nouveau	new
dans	in
château	castle
la	the
porte	door
principale	main
était	was
restée	remained
débloquée	unlocked
pour	for
lui	him
mais	but
au	the
troisième	third
étage	floor
il	it
rencontra	met
peeves	peeves
et	and
évita	evita
d'être	to be
repéré	spotted
seulement	only
en	in
faufilant	weaving
long	long
l'un	one
ses	its
raccourcis	shortcuts
quand	when
révéla	revealed
portrait	portrait
grosse	big
madame	mrs.
retira	retired
sa	its
cape	cape
d'invisibilité	invisibility
ne	do
fut	was
pas	not
étonné	surprised
trouver	find
d'une	a
humeur	mood
maussade	gloomy
"crois-tu	"do you believe
que	that
ce	this
soit	either
vraiment	really
une	a
heure	time
correcte	correct
"	"
"je	"I
suis	am
désolé…	sorry...
je	I
sorti	out
affaire	case
importante…"	important..."
"et	"and
bien	well
mot	word
passe	pass
a	has
changé	changed
à	to
minuit	midnight
ainsi	as well
tu	you
devras	will have to
dormir	sleep
couloir	hallway
"vous	"you
plaisantez	kidding
s'exclama	exclaimed
"pourquoi	"why
a-t-il	there
"quelles	"what
manières	ways
s'indigna	grew indignant
"si	"if
n'es	no es
content	content
va	will
demander	ask
chez	in
directeur	director
c'est	it is
qui	that
renforcé	reinforced
sécurité	security
"fantastique	"fantastic
râla	râla
amèrement	bitterly
regardant	looking at
autour	around
sol	soil
dur	hard
"vraiment	"really
brillant	brilliant
ouais	yeah
j'irais	I would go
dumbledore	dumbledore
s'il	if it
ici	here
parce	because
qui…"	that..."
est	is
dit	said
voix	voice
derrière	behind
"le	"
professeur	professor
revenu	income
l'école	the school
y	there
nick-quasi-sans-tête	nick-quasi-without-head
flottait	floated
vers	to
tête	head
vacillant	wobbling
comme	as
d'habitude	usually
sur	on
fraise	strawberry
tiens	want
du	the
baron	baron
sanglant	bloody
l'a	the
vu	seen
arriver	getting
ajouta	added
nick	nick
semblé	seemed
selon	according to
être	be
bonne	good
un	a
peu	little
fatigué	tired
naturellement	naturally
où	where
est-il	is it
demanda	asked
cœur	heart
battant	flying
"oh	"oh
gémissant	moaning
résonnant	resonant
haut	top
tour	tour
d'astronomie	astronomy
son	its
passe-temps	hobbies
préféré	favorite
…"	..."
sanglant…	bloody...
"oh…	"oh...
bureau	office
crois	believe
d'après	after
qu'a	that has
s'occuper	care
certaines	some
affaires	business
avant	before
d'y	there
retourner…"	return to..."
"ouais	"yeah
avait	had
des	of
choses	things
faire	do
répéta	repeated
l'excitation	the excitement
flambait	blazed
poitrine	chest
perspective	perspective
dire	say
récupéré	retrieved
souvenir	remember
fit	fit
demi-tour	half-round
s'éloigna	walked away
ignorant	ignoring
dame	lady
l'appelait	the called
"reviens	"come back to
me	me
trompée	wrong
j'ai	I
été	been
gênée	embarrassed
m'aies	I've
réveillé	woke up
toujours	always
'ténia	'tapeworm
'	'
dévalait	dévalait
déjà	already
quelques	a few
minutes	minutes
plus	more
tard	later
prononçait	said
"éclairs	"lightning
caramel"	caramel"
aux	the
gargouilles	gargoyles
s'écartèrent	if parted
permettant	for
monter	mount
l'escalier	the stairs
spirale	spiral
"entrez	"enter
frappa	hit
semblait	seemed
épuisé	exhausted
poussa	pushed
c'était	it was
même	even
avec	with
ciel	sky
noir	black
plein	full
d'étoiles	star
travers	through
fenêtres	windows
"bien	"well
aimable	kind
salua	greeted
surpris	surprised
"À	"
quoi	what
dois-je	do I have to
plaisir	fun
te	te
voir	see
si	if
"professeur…	"professor...
l'ai	I
slughorn	slughorn
sortit	went out
minuscule	tiny
bouteille	bottle
verre	glass
tendit	handed
seconde	second
ou	or
deux	two
assommé	knocked out
puis	then
visage	face
fendit	split
large	wide
sourire	smile
"harry	"harry
nouvelle	new
spectaculaire	spectacular
as	as
très	very
fait	fact
effet	effect
savais	knew
pourrais	could
toute	any
idée	idea
l'heure	the time
tardive	late
apparemment	apparently
oubliée	missed
prit	took
contenant	containing
main	hand
saine	healthy
dirigea	led
coffret	box
lequel	which
rangeait	away
pensine	pensine
maintenant	now
annonça	announced
plaçant	placing
bassin	basin
pierre	stone
versant	slope
contenu	content
"maintenant	"now
enfin	finally
nous	we
verrons	see
vite	fast
pencha	bent
obéissance	obedience
au-dessus	above
sentit	felt
pieds	feet
décoller	take off
plancher	floor
tomba	fell
l'obscurité	the dark
débarqua	landed
horace	horace
nombreuses	many
années	years
auparavant	previously
beaucoup	a lot
jeune	young
épais	thick
cheveux	hair
brillants	brilliant
couleurs	colors
paille	straw
moustache	mustache
blonde	blonde
reposant	based
encore	yet
confortable	comfortable
fauteuil	chair
accoudoirs	armrests
étaient	were
posés	posed
pouffe	pouffe
velours	velvet
petit	small
vin	wine
l'autre	the other
servant	serving
boîte	box
d'ananas	pineapple
cristallisé	crystallized
demi-douzaine	a half-dozen
d'adolescent	teenage
garçons	boys
assis	sitting
tom	tom
jedusor	jedusor
parmi	among
d'eux	of them
l'anneau	the ring
or-et-noir	gold-and-black
elvis	elvis
doigt	finger
près	near
juste	just
demandait	asked
"monsieur	"mr.
vrai	true
merrythought	merrythought
retire	removes
"tom	"tom
remuant	stirring
remontrance	remonstrance
clignant	blinking
l'œil	the eye
cependant	however
temps	time
dois	do
