chapitre	chapter
12	12
argent	money
et	and
opales	opals
où	where
était	was
dumbledore	dumbledore
que	that
faisait-il	was it
harry	harry
vit	lives
de	of
loin	far
le	the
directeur	director
seulement	only
deux	two
fois	time
au	the
cours	during
des	of
semaines	weeks
suivantes	the following
il	it
apparaissait	appeared
rarement	rarely
repas	meal
sûr	course
qu'hermione	as hermione
dans	in
vrai	true
quand	when
elle	it
disait	said
qu'il	it
partait	left
l'école	the school
pendant	during
journées	days
entières	whole
avait-il	had he
oublié	forgot
les	the
leçons	lessons
censé	supposed to
donner	give
à	to
lui	him
avait	had
dit	said
ces	these
un	a
rapport	report
avec	with
la	the
prophétie	prophecy
s'était	had
senti	felt
soutenu	supported
soulagé	relieved
maintenant	now
peu	little
sentiment	feeling
d'être	to be
abandonné	abandoned
À	To
mi-octobre	mid-October
lieu	place
leur	their
première	first
visite	visit
du	the
trimestre	quarter
pré-au-lard	pre-to-bacon
se	is
demandait	asked
si	if
visites	visits
seraient	would be
toujours	always
permises	permitted
étant	being
donné	given
strictes	strict
mesures	measures
sécurité	security
autour	around
l’école	the school
mais	but
heureux	happy
savoir	know
qu’ils	they
pouvaient	could
y	there
aller	go
c’était	it was
bon	good
sortir	out
château	castle
pour	for
quelques	a few
heures	hours
réveilla	woke up
tôt	early
matin	morning
lequel	which
s’avérait	was
être	be
plutôt	rather
neigeux	snowy
lut	lut
son	its
livre	book
fabrication	manufacturing
avancée	advanced
potions	potions
en	in
attendant	waiting
l’heure	the time
déjeuner	breakfast
s’étendait	extended
lit	bed
lire	read
ses	its
manuels	manuals
ce	this
type	type
comportement	behavior
comme	as
ron	ron
raison	reason
anormal	abnormal
tout	all
monde	world
sauf	except
hermione	hermione
qui	that
simplement	simply
trop	too
bizarre	weird
point	point
vue	view
cependant	however
l’impression	printing
prince	prince
sang	blood
mêlé	mixed
difficilement	hardly
qualifiable	qualifying
manuel	manual
plus	more
absorbé	absorbed
par	by
réalisait	carried out
combien	how
dedans	in
pas	not
uniquement	only
indices	indices
raccourcis	shortcuts
écrits	written
sur	on
avaient	had
une	a
brillante	brilliant
réputation	reputation
slughorn	slughorn
aussi	also
imaginatifs	imaginative
petits	small
sortilèges	spells
maléfices	hexes
marges	margins
lesquels	which
jugeant	judging
hachures	hatch
révisions	revisions
été	been
inventés	invented
lui-même	himself
déjà	already
essayé	tried
quelques-unes	some
formules	formulas
magiques	magic
inventées	invented
maléfice	hex
faisait	was
pousser	push
ongles	nails
d’orteils	toes
dangereusement	dangerously
vite	fast
(qu’il	(it
essaya	tried
crabbe	crabbe
corridor	corridor
résultats	results
très	very
amusants)	fun)
sort	fate
collait	stuck
langue	language
palais	palace
bouche	mouth
utilisa	used
argus	argus
rusard	rusard
n’eut	had
aucun	no
soupçon	hint
applaudissement	applause
général)	general)
sûrement	surely
utile	useful
tous	all
muffliato	muffliato
remplit	fills
oreilles	ears
n’importe	any
aux	the
alentours	around
d'un	a
bourdonnement	hum
non	not
identifiable	identifiable
façon	how
longues	long
conversations	conversations
puissent	can
tenues	held
classe	class
sans	without
écouté	listened to
seule	only
personne	person
ne	do
trouvait	was
charmes	charms
amusants	fun
gardait	kept
inflexible	inflexible
expression	expression
total	total
désaccord	disagreement
refusait	refused
parler	talk
lorsqu’il	when it
utilisait	used
charme	charm
environs	surrounding area
