chapitre	chapter
2	2
la	the
fin	end
d'un	a
espion	spy
de	of
nombreux	many
milles	miles
plus	more
loin	far
brume	mist
fraîche	fresh
qui	that
s'était	had
formée	formed
sur	on
les	the
fenêtres	windows
du	the
premier	first
ministre	minister
dérivait	derived
au-dessus	above
fleuve	river
sale	dirty
s'écoulait	flowed
entre	between
des	of
rives	banks
envahies	invaded
déchets	waste
une	a
immense	huge
cheminée	fireplace
relique	relic
moulin	mill
hors	out
d'usage	use
s'élevait	was
ombragée	shaded
et	and
sinistre	disaster
il	it
n'y	there
avait	had
aucun	no
bruit	noise
provenant	from
l'eau	the water
noire	black
ni	or
autre	other
signe	sign
vie	life
qu'un	a
renard	fox
famélique	half-starved
venant	from
flairer	sniff
bords	edges
à	to
recherche	search
vieux	old
emballages	packaging
poisson-frite	fish-fried
dans	in
hautes	high
herbes	herbs
mais	but
alors	then
avec	with
un	a
très	very
faible	low
mince	thin
figure	figure
encapuchonnée	hooded
apparut	appeared
filet	net
d'air	air
le	the
bord	edge
se	is
figea	froze
yeux	eyes
fixés	set
ce	this
phénomène	phenomenon
étrange	strange
sembla	seemed
onduler	waving
pendant	during
quelques	a few
instants	moments
puis	then
lumière	light
blafarde	blighted
lentement	slowly
long	long
manteau	coat
bruissa	bruissa
l'herbe	the grass
second	second
fort	fort
capuchon	cap
matérialisa	matérialisa
"attends	"wait
"	"
cri	cry
dur	hard
fit	fit
sursauter	jump
tapit	hammered
presque	almost
plat	flat
broussaille	scrub
bondit	leaps
sa	its
cachette	cache
sauta	jumped
y	there
eut	had
comme	as
flash	flash
verte	green
jappement	barking
tomba	fell
raide	stiff
mort	death
deuxième	second
retourna	returned
l'animal	the animal
son	its
orteil	toe
"juste	"just
dit	said
voix	voice
d'une	a
femme	woman
dissimulée	concealed
sous	under
"i	"i
j'ai	I
pensé	thought
que	that
c'était	it was
peut-être	maybe
auror…	auror...
cissy	cissy
attends	wait
compagne	companion
fait	fact
pause	break
regardé	watched
en	in
arrière	rear
disparaissait	disappeared
déjà	already
venait	came
juste	just
tomber	fall
"cissy…	"cissy...
narcissa…	narcissa...
écoute-moi…"	listen to me..."
rattrapa	caught
première	first
saisit	captures
par	by
bras	arm
l'autre	the other
retira	retired
va-t-en	va-t-en
bella	bella
"tu	"you
dois	do
m'écouter	listen to me
