chapitre	chapter
30	30
la	the
tombe	falls
blanche	white
tous	all
les	the
cours	during
étaient	were
suspendus	suspended
examens	reviews
remis	given
à	to
plus	more
tard	later
quelques	a few
étudiants	students
partis	parties
de	of
poudlard	hogwarts
avec	with
leurs	their
parents	parents
jours	days
qui	that
suivirent	followed
-	-
jumelle	twin
patil	patil
avant	before
le	the
petit	small
déjeuner	breakfast
lendemain	next day
mort	death
dumbledore	dumbledore
et	and
zacharia	zacharia
smith	smith
avait	had
été	been
escorté	escorted
hors	out
du	the
château	castle
par	by
son	its
père	father
hautain	haughty
seamus	seamus
finnigan	finnigan
d'autre	on the other
part	share
refusa	refused
but	purpose
en	in
blanc	white
d'accompagner	to accompany
sa	its
mère	mother
maison	home
ils	they
poussèrent	pushed
des	of
cris	cree
dans	in
hall	hall
d'entrée	input
se	is
résolut	resolved
ce	this
qu'il	it
reste	rest
pour	for
l'enterrement	the funeral
elle	it
eu	had
difficultés	difficulties
trouver	find
un	a
lit	bed
pré-au-lard	pre-to-bacon
dit	said
harry	harry
ron	ron
parce	because
que	that
sorciers	wizards
sorcières	witches
abondaient	abounded
village	village
préparant	preparing
rendre	make
dernier	last
hommage	tribute
une	a
certaine	some
excitation	excitement
déferla	swept
parmi	among
jeunes	young
ne	do
l'avait	had
jamais	never
vu	seen
quand	when
chariot	cart
bleu	blue
taille	size
d'une	a
tiré	shot
douzaine	dozen
chevaux	horses
géants	giants
ailés	adults
apparut	appeared
ciel	sky
vers	to
fin	end
l'après-midi	in the afternoon
précédent	previous
débarqua	landed
sur	on
bord	edge
forêt	forest
fenêtre	window
vit	lives
femme	woman
au	the
teint	complexion
olivâtre	ridley
chevelure	hair
noire	black
colossale	colossal
belle	beautiful
descendre	down
marches	steps
jeter	throw
bras	arm
hagrid	hagrid
l'attendait	the expected
cependant	however
délégation	delegation
fonctionnaires	officials
ministère	department
y	there
compris	including
ministre	minister
magie	magic
lui-même	himself
était	was
installée	installed
évitait	avoided
diligemment	diligently
tout	all
contact	contact
n'importe	any
lequel	which
d'entre	of
eux	them
il	it
sûr	course
tôt	early
ou	or
serait	would be
encore	yet
invité	guest
expliquer	explain
dernière	last
excursion	excursion
l'extérieur	outside
hermione	hermione
ginny	ginny
passaient	passed
leur	their
temps	time
ensemble	all
beau	beautiful
semblait	seemed
moquer	fun
d'eux	of them
pouvait	could
imaginer	imagine
comment	how
cela	this
passé	past
si	if
n'avait	had
pas	not
auraient	would
toute	any
l'année	the year
fois	time
terminés	ended
pression	pressure
travail	work
oubliée	missed
d'heure	time
heure	time
repoussait	postponed
savait	knew
devrait	should
dire	say
c'était	it was
juste	just
faire	do
également	also
trop	too
difficile	difficult
renoncer	waive
grande	great
source	source
réconfort	comfort
allaient	would
l'infirmerie	the infirmary
deux	two
jour	day
neville	neville
sorti	out
mais	but
bill	bill
demeurait	remained
sous	under
bons	good
soins	care
mrs	mrs
pomfresh	pomfresh
ses	its
cicatrices	scars
vilaines	nasty
vérité	truth
présentait	presented
maintenant	now
ressemblance	likeness
déprimante	depressing
maugrey	maugrey
fol-oeil	fol-eye
bien	well
reconnaissant	recognizing
d'avoir	to have
yeux	eyes
membres	members
personnalité	personality
restée	remained
même	even
qu'auparavant	as before
avoir	have
changé	changed
aimait	loved
beaucoup	a lot
steaks	steaks
saignants	bleeding
"	"
c'est	it is
chance	chance
marie	mary
moi	me
annonça	announced
fleur	flower
heureuse	happy
rehaussant	enhancing
oreillers	pillows
"parce	"because
britanniques	british
cuisent	cook
viande	meat
je	I
l'ai	I
toujours	always
"je	"I
suppose	guess
vais	'll
devoir	duty
reconnaître	recognize
va	will
vraiment	really
l'épouser	marry her
soupira	sighed
soirée	evening
assis	sitting
près	near
ouverte	open
salle	room
commune	common
gryffondor	gryffindor
regardant	looking at
dehors	outside
crépusculaire	twilight
n'est	there is
mauvaise	bad
"bien	"well
laide"	ugly"
ajouta-t-il	he added
hâte	looking forward
comme	as
fronçait	fronçait
sourcils	eyebrows
laissa	let
échappé	escaped
rire	laugh
réticent	reluctant
bébête	corny
maman	mom
peut	can
s'y	there
pourrai	can
aussi	also
"quelqu'un	"someone
nous	we
connaissons	know
est-il	is it
demanda	asked
lisait	read
attentivement	carefully
gazette	gazette
soir	evening
grimaça	smirked
dureté	hardness
marquée	marked
voix	voice
"non	"not
dit-elle	she said
désapprobation	disapproval
penchant	leaning
haut	top
journal	journal
"ils	"they
recherchent	looking for
rogue	rogue
aucun	no
signe	sign
n'y	there
a	has
fâchait	angry
chaque	each
sujet	about
abordé	addressed
trouveront	find
jusqu'à	up to
qu'ils	they
trouvent	find
voldemort	voldemort
sont	are
parvenus	managed
faire…"	do..."
me	me
coucher	bedroom
bailla	bailla
n'ai	haven
dormi	slept
profondément	deeply
depuis…	since...
bon…	good...
ferais	would
mieux	better
dormir	sleep
embrassa	kissed
(ron	(ron
regarda	looked at
loin)	away)
fit	fit
aux	the
autres	other
partit	left
dortoirs	dormitories
filles	girls
moment	time
où	where
porte	door
fut	was
refermée	closed
derrière	behind
pencha	bent
regard	look
hermionien	hermionien
soit	either
visage	face
"harry	"harry
j'ai	I
trouvé	found
quelque	some
chose	thing
cette	this
nuit	night
bibliothèque…"	library..."
"r	"r
b	b
redressant	straightening
sentait	felt
tel	such
s'était	had
souvent	often
senti	felt
auparavant	previously
