chapitre	chapter
7	7
le	the
club	club
des	of
lingots	ingots
harry	harry
passa	spent
une	a
partie	part
du	the
dernier	last
week-end	weekend
vacances	holiday
à	to
méditer	meditate
sur	on
la	the
signification	meaning
comportement	behavior
de	of
malefoy	malfoy
dans	in
l'allée	the aisle
embrumes	embrumes
ce	this
qui	that
dérangeait	disturbed
plus	more
était	was
regard	look
satisfait	satisfied
affiché	posted
visage	face
en	in
quittant	leaving
magasin	store
rien	nothing
rendait	made
heureux	happy
ne	do
pouvait	could
être	be
bonne	good
nouvelle	new
À	To
son	its
désappointement	disappointment
cependant	however
ni	or
ron	ron
hermione	hermione
semblaient	seemed to
s'intéresser	if interested
autant	as much
que	that
lui	him
aux	the
activités	activities
ou	or
même	even
après	after
quelques	a few
jours	days
prenaient	took
peine	penalty
d'en	to
discuter	discuss
"oui	"yes
j'ai	I
déjà	already
reconnu	recognized
c'était	it was
louche	ladle
"	"
s'énerva	got mad
légèrement	slightly
elle	it
assise	sitting
bord	edge
fenêtre	window
chambre	room
fred	fred
et	and
george	george
les	the
pieds	feet
posés	posed
haut	top
d'une	a
boîtes	boxes
carton	carton
avait	had
abandonné	abandoned
contrecœur	reluctantly
nouveau	new
manuel	manual
traduction	translation
avancée	advanced
runes	runes
"mais	"but
n'avions	did
nous	we
pas	not
convenu	agreed
qu'il	it
pourrait	could
y	there
avoir	have
beaucoup	a lot
d'explications	explanations
"peut-être	"maybe
a-t-il	there
cassé	broken
sa	its
main	hand
gloire"	glory"
avança	advanced
vaguement	vaguely
essayant	trying
redresser	straighten
brindilles	twigs
tordues	twisted
poils	hair
balai	broom
"rappelle-	"remind
toi	you
est	is
arrivé	arrived
au	the
bras	arm
quand	when
il	it
a	has
dit	said
"n'oublie	"do not forget
garder	keep
coffre-fort	safe
rappela	reminded
pour	for
nième	nth
fois	time
"il	"it
parlait	spoke
barjow	barjow
d'objets	objects
cassés	broken
voulait	wanted
deux	two
tu	you
comptes	accounts
maintenant	now
lança	launched
gratter	scratch
saleté	dirt
manche	sleeve
"ouais	"yeah
je	I
fais	do
répliqua	replied
comme	as
répondirent	answered
ajouta	added
père	father
azkaban	azkaban
penses	think
voudrait	would like to
se	is
venger	revenge
regarda	looked at
cillant	cillant
"malefoy	"malfoy
peut-il	can it
faire	do
"je	"I
suis	am
d'accord	agreement
sais	know
répondit	replied
frustré	frustrated
prépare	prepares
quelque	some
chose	thing
pense	think
devrions	should
prendre	take
sérieux	serious
un	a
mangemort	mangemort
et…	and...
s'interrompit	if interrupted
regardant	looking at
fixement	staring
par	by
derrière	behind
bouche	mouth
ouverte	open
pensée	thought
venait	came
passer	pass
tête	head
"harry	"harry
l'impatience	impatience
voix	voice
"qu'est	"that is
ta	your
cicatrice	scar
te	te
fait	fact
mal	evil
n'est-ce	is this
s'inquiéta	if worry
"c'est	"it is
lentement	slowly
