chapitre	chapter
13	13
le	the
secret	secret
de	of
jedusor	jedusor
jour	day
suivant	following
katie	katie
fut	was
transférée	transferred
à	to
l'hôpital	the hospital
pour	for
les	the
maladies	diseases
et	and
dommages	damage
liés	related
la	the
magie	magic
ste	ste
mangouste	mongoose
entre	between
temps	time
nouvelle	new
sur	on
sa	its
malédiction	curse
avait	had
fait	fact
tour	tour
l'école	the school
bien	well
que	that
détails	details
aient	have
été	been
confus	confused
personne	person
d'autre	on the other
harry	harry
ron	ron
hermione	hermione
leanne	leanne
ne	do
semblaient	seemed to
savoir	know
elle-même	itself
n'avait	had
pas	not
visée	referred
"oh	"oh
malefoy	malfoy
sait	knows
naturellement	naturally
"	"
dit	said
qui	that
continuaient	continued
faire	do
sourde	deaf
oreille	ear
chaque	each
fois	time
mentionnait	mentioned
théorie	theory
mangemort	mangemort
se	is
demandait	asked
si	if
dumbledore	dumbledore
serait	would be
retour	return
leçon	lesson
du	the
lundi	Monday
soir	evening
comme	as
il	it
reçu	received
aucun	no
mot	word
lui	him
stipulant	stating
contraire	contrary
présenta	presented
au	the
bureau	office
huit	eight
heures	hours
frappa	hit
attendit	waited
d'être	to be
invité	guest
entrer	enter
reposait	based
semblait	seemed
exceptionnellement	exceptionally
fatigué	tired
main	hand
était	was
plus	more
noire	black
brûlée	burned
jamais	never
mais	but
sourit	smiles
quand	when
fit	fit
geste	gesture
s'asseoir	sit
pensine	pensine
encore	yet
posée	asked
jetant	throwing
des	of
reflets	reflections
lumière	light
argentées	silver
vers	to
plafond	ceiling
tu	you
as	as
eu	had
un	a
t'occuper	take care
pendant	during
j'étais	I was
parti	party
remarqua	noticed
"je	"I
crois	believe
témoin	witness
l'accident	the accident
"oui	"yes
professeur	professor
comment	how
va-t-elle	she will
toujours	always
très	very
mal	evil
qu'elle	it
ait	has
relativement	relatively
chanceuse	lucky
elle	it
semble	seems
avoir	have
frôlé	brushed
collier	necklace
avec	with
petite	small
surface	surface
possible	possible
peau	skin
y	there
trou	hole
minuscule	tiny
dans	in
son	its
gant	glove
a	has
juste	just
posé	asked
dessus	top
l'avait	had
tenu	view
pleine	full
morte	dead
peut-être	maybe
immédiatement	immediately
heureusement	fortunately
rogue	rogue
pu	could
intervenir	intervene
suffisamment	enough
vite	fast
empêcher	prevent
une	a
diffusion	dissemination
rapide	fast
malédiction…"	curse..."
"pourquoi	"why
demanda	asked
madame	mrs.
pomfresh	pomfresh
"impertinent	"impertinent
voix	voice
douce	soft
d'un	a
portraits	portraits
mur	wall
phineas	phineas
nigellus	nigellus
black	black
l'arrière-grand-père	the great-grand-father
sirius	sirius
leva	rose
tête	head
ses	its
bras	arm
où	where
semblé	seemed
dormir	sleep
n'aurais	would have
permis	permit
étudiant	student
remettre	back
ainsi	as well
en	in
cause	cause
ma	my
façon	how
diriger	direct
poudlard	hogwarts
remercia	thanked
"le	"
beaucoup	a lot
choses	things
forces	forces
mrs	mrs
quoi	what
qu'il	it
soit	either
personnel	staff
m'envoit	me sends
rapport	report
toutes	all
j'ai	I
bon	good
espoir	hope
voir	see
rétablir	restore
complètement	completely
"où	"where
étiez-vous	were you
ce	this
week-end	weekend
pouvant	that may
s'abstraire	abstract
sentiment	feeling
poussait	pushing
peu	little
trop	too
chance	chance
apparemment	apparently
partagé	shared
par	by
siffla	hissed
doucement	gently
t'en	you
parlerai	talk about
l'instant	the moment
répondit	replied
"cependant	"however
je	I
ferai	will
opportun	timely
"vous	"you
ferrez	hook
s’exclama	exclaimed
stupéfait	stunned
j'envisage	I am considering
confirma	confirmed
sortant	outgoing
fiole	vial
mémoires	memories
l'intérieur	inside
robes	dresses
longues	long
débouchant	leading
bout	end
baguette	wand
magique	magic
"professeur	"professor
tenta	tried
"j'ai	"I
rencontré	met
mundungus	mundungus
pré-au-lard	pre-to-bacon
ah	ah
oui	yes
suis	am
déjà	already
courant	current
mondingus	mondingus
traité	treaty
ton	your
héritage	legacy
mépris	contempt
évident	obvious
fronçant	frowned
quelque	some
sourcils	eyebrows
disparu	gone
terre	earth
depuis	since
l’as	the ace
accosté	docked
hors	out
trois	three
balais	brushes
j’ai	I
tendance	trend
penser	think
qu’il	it
appréhende	apprehends
me	me
face	in the face of
toutefois	however
sois	am
sûr	course
prendra	will
aucune	no
anciennes	old
possessions	possessions
vieux	old
chien	dog
galeux	mangy
sang-mêlé	half-blood
volait	flying
biens	property
valeur	value
phinéas	phineas
furieux	furious
sortit	went out
cadre	framework
l’air	the air
hautain	haughty
certainement	certainly
rendre	make
visite	visit
portrait	portrait
n°12	n°12
square	square
grimmaurd	grimmaurd
reprit	took
après	after
courte	short
pause	break
est-ce	is this
mcgonagall	mcgonagall
vous	you
parlé	spoken
ai	I
blessée	injured
À	To
propos	about
drago	drago
m’a	me
tes	your
soupçons	suspicions
-	-
prendrai	take
