chapitre	chapter
18	18
l'armée	the army
de	of
dumbledore	dumbledore
"	"
umbridge	umbridge
a	has
lu	read
ton	your
courrier	mail
harry	harry
il	it
n'y	there
aucune	no
autre	other
explication	explanation
'	'
vous	you
pensez	think
que	that
c'est	it is
qui	that
attaqué	attacked
hedwige	hedwig
dit-il	he said
outragé	outraged
'j'en	'I
suis	am
presque	almost
certain'	certain'
dit	said
hermione	hermione
d'un	a
air	air
mécontent	unhappy
'regarde	'look
ta	your
grenouille	frog
elle	it
s'echappe'	if the escape'
dirigea	led
sa	its
baguette	wand
magique	magic
sur	on
la	the
avait	had
sauté	skipped
avec	with
bon	good
espoir	hope
l'autre	the other
côté	side
table	table
'accio'	'accio'
et	and
celle	the
ci	it
retourna	returned
tristement	sadly
dans	in
main	hand
le	the
cours	during
charme	charm
étaient	were
toujours	always
une	a
des	of
meilleures	best
leçons	lessons
laquelle	which
on	it
pouvait	could
avoir	have
un	a
discussion	discussion
privé	private
y	there
généralement	generally
tant	as
mouvement	movement
chahut	ruckus
risque	risk
d'être	to be
entendu	heard
était	was
minime	minimal
aujourd'hui	today
pièce	room
remplie	filled
par	by
les	the
croassements	croaks
grenouilles	frogs
martellement	pounding
pluie	rain
tombait	fell
à	to
l'extérieur	outside
ron	ron
peurent	peurent
passa	spent
tout	all
fait	fact
inaperçu	unnoticed
propos	about
comment	how
manqua	missed
d'attraper	to catch
sirius	sirius
'je	'I
l'ai	I
soupçonné	suspected
depuis	since
filch	filch
accusé	accused
d'avoir	to have
commander	order
bombabouses	bombabouses
cela	this
semblait	seemed
être	be
mensonge	lie
tellement	so
stupide'	stupid'
chuchota	whispered
m'explique	explain to me
fois	time
lettre	letter
aurait	would
été	been
lue	read
clair	clear
tu	you
ne	do
commandait	commanded
pas	not
donc	so
n’aurais	would have
d'ennui	boredom
du	the
mais	but
c'était	it was
juste	just
plaisanterie	joke
n'est	there is
alors	then
j'ai	I
pensé	thought
si	if
quelqu'un	someone
souhaitait	wanted
seulement	only
excuse	excuse
pour	for
