chapitre	chapter
19	19
le	the
lion	lion
et	and
serpent	snake
harry	harry
s'était	had
senti	felt
comme	as
s'il	if it
portait	wore
des	of
genres	genres
de	of
talismans	talismans
à	to
l'intérieur	inside
son	its
cœur	heart
les	the
deux	two
semaines	weeks
suivantes	the following
un	a
dithyrambique	rave
secret	secret
qui	that
supportait	supported
dans	in
la	the
classe	class
d'umbridge	of umbridge
même	even
s’il	if it
est	is
possible	possible
qu’il	it
fasse	do
doux	soft
sourire	smile
pendant	during
qu'il	it
regardait	watched
ses	its
yeux	eyes
gonflés	inflated
horribles	horrible
lui	him
da	da
pouvaient	could
résister	resist
sous	under
nez	nose
faisant	making
chose	thing
qu’umbridge	that umbridge
ministère	department
craignaient	feared
plus	more
toutes	all
fois	time
devait	should
lire	read
livre	book
wilbert	wilbert
slinkhard	slinkhard
leçons	lessons
il	it
se	is
rappela	reminded
sa	its
mémoire	memory
leurs	their
récentes	recent
réunions	meetings
satisfaisantes	satisfactory
rappelaient	reminded
comment	how
neville	neville
avait	had
désarmé	disarmed
hermione	hermione
avec	with
succès	success
colin	colin
creevey	creevey
maîtrisé	mastered
l'empêchement	the hitch
du	the
jinx	jinx
après	after
durs	hard
efforts	efforts
trois	three
parvati	parvati
patil	patil
produit	product
une	a
si	if
bonne	good
malédiction	curse
ratatinage	ratatinage
lorsqu'elle	when it
réduit	reduced
table	table
portant	bearing
tous	all
scrutoscopes	scrutoscopes
pour	for
épousseter	dusting
était	was
presque	almost
impossible	impossible
fixer	fix
nuit	night
régulière	regular
semaine	week
car	because
ils	they
ont	have
dû	due
séparer	separate
en	in
partie	part
pratiques	practices
quidditch	quidditch
devaient	had to
souvent	often
réarranger	rearrange
cause	cause
mauvaises	bad
conditions	conditions
mais	but
n’avait	had
pas	not
regret	regret
propos	about
ça	it
eu	had
sentiment	feeling
valait	worth
probablement	probably
mieux	better
maintenir	maintain
synchronisation	synchronization
imprévisible	unpredictable
personnes	people
ne	do
l’observait	the observed
serait	would be
difficile	difficult
d’être	to be
modèle	model
a	has
bientôt	soon
conçu	designed
méthode	method
très	very
intelligente	smart
communiquer	communicate
l'heure	the time
date	date
prochaine	next
réunion	meeting
membres	members
au	the
cas	case
où	where
changer	change
brève	brief
échéance	due
parce	because
que	that
semblerait	seems
soupçonneux	suspicious
gens	people
différentes	different
maisons	houses
étaient	were
vus	seen
croisant	crossing
grand	great
hall	hall
parler	talk
entre	between
eux	them
trop	too
elle	it
donné	given
chacun	each
faux	false
gallion	gallion
(ron	(ron
excité	excited
dès	as soon
vu	seen
panier	basket
persuadé	persuaded
première	first
c’était	it was
réellement	actually
