chapitre	chapter
29	29
conseils	tips
de	of
carrière	career
'	'
mais	but
pourquoi	why
n’as	did
tu	you
pas	not
eu	had
plus	more
leçons	lessons
d'occlumencie	of occlumencie
dit	said
hermione	hermione
en	in
fronçant	frowned
les	the
sourcils	eyebrows
je	I
t'ai	you've
murmura	whispered
harry	harry
rogue	rogue
estime	estimated
que	that
peux	can
continuer	continue
par	by
moi-même	myself
maintenant	now
j'ai	I
bases	bases
'alors	'then
as	as
cessé	stopped
faire	do
des	of
rêves	dreams
drôles	funny
avec	with
scepticisme	skepticism
suffisamment	enough
ne	do
la	the
regardant	looking at
bien	well
pense	think
devrait	should
arrêter	stop
tant	as
n’es	no es
sur	on
pouvoir	power
maîtriser	master
indignation	outrage
devrais	should
retourner	return
le	the
voir	see
et	and
lui	him
demander	ask
-	-
non	not
fermement	firmly
'laisse	'let
tomber	fall
ok	ok
c'était	it was
premier	first
jour	day
vacances	holiday
pâques	easter
même	even
qu’à	as
l’accoutumé	the usual
avait	had
passé	past
une	a
grande	great
partie	part
journée	day
à	to
élaborer	develop
plannings	schedules
révision	review
pour	for
tous	all
trois	three
ron	ron
eux	them
l’avaient	had
laissé	left
c’était	it was
facile	easy
se	is
disputer	play
elle	it
pourrait	could
toute	any
façon	how
s’avérer	be
utile	useful
été	been
épouvanté	appalled
d’apprendre	to learn
qu'il	it
restait	remained
encore	yet
seulement	only
six	six
semaines	weeks
avant	before
examens	reviews
comment	how
cela	this
peut-il	can it
être	be
un	a
choc	shock
toi	you
demanda	asked
tandis	while
qu’elle	it
tapotait	tapotait
du	the
bout	end
sa	its
baguette	wand
chaque	each
petite	small
case	check
planning	planning
sorte	so
clignotait	flickered
couleur	color
correspondante	corresponding
matière	material
‘	‘
sais	know
il	it
y	there
d’autres	other
priorités	priorities
là	there
es	es
priorité	priority
tendant	for
son	its
si	if
suis	am
exactement	exactly
ce	this
dois	do
parcouru	traveled
sombrement	darkly
visage	face
s’éclaircit	clears up
'tu	'you
m'as	me
soirée	evening
libre	free
semaine	week
c’est	it is
entraînements	workouts
quidditch	quidditch
sourire	smile
s'effaca	if effaca
a	has
quoi	what
bon	good
faiblement	low
nous	we
avons	have
autant	as much
chance	chance
gagner	win
coupe	cup
cette	this
année	year
mon	my
papa	dad
devenir	become
ministre	minister
magie	magic
rien	nothing
regardait	watched
qui	that
fixait	set
yeux	eyes
mur	wall
blanc	white
opposé	opposite
salle	room
commune	common
pattenrond	pattenrond
jouait	played
ses	its
pattes	legs
essayant	trying
d'atteindre	to achieve
