chapitre	chapter
35	35
derrière	behind
le	the
voile	sailing
des	of
formes	forms
sombres	dark
émergèrent	emerged
de	of
l'air	the air
tout	all
autour	around
d'eux	of them
les	the
empêchant	preventing
d'aller	go
à	to
gauche	left
ou	or
droite	right
yeux	eyes
brillaient	shone
travers	through
entailles	nicks
cagoules	hoods
une	a
douzaine	dozen
baguettes	chopsticks
illuminées	illuminated
étaient	were
pointées	dotted
directement	directly
vers	to
leurs	their
coeurs	hearts
ginny	ginny
laissa	let
échapper	escape
un	a
suffoquement	suffoquement
d'horreur	horror
"a	"
moi	me
potter	potter
"	"
répéta	repeated
la	the
voix	voice
traînante	shuffling
lucius	lucius
malfoy	malfoy
alors	then
qu'il	it
tendait	tended
sa	its
baguette	wand
harry	harry
sentit	felt
allait	would
être	be
malade	sick
ils	they
piégés	trapped
et	and
2	2
fois	time
moins	less
nombreux	many
dit	said
encore	yet
où	where
est	is
sirius	sirius
plusieurs	several
mangemorts	mangemorts
se	is
mirent	started
rire	laugh
féroce	fierce
femme	woman
parmis	among
ombreuses	shady
triomphalement	triumphantly
"le	"
seigneur	lord
ténèbres	darkness
sait	knows
toujours	always
"toujours"	"always"
doucement	gently
en	in
écho	echo
"maintenant	"now
donne-moi	give me
prophécie	prophecy
"je	"I
veux	want to
savoir	know
imita	imita
elle	it
autres	other
s'étaient	had
resserrés	tightened
façon	how
n'être	not to be
qu'à	as
quelques	a few
dizaines	tens
centimètres	centimeters
lumière	light
éblouissant	dazzling
"vous	"you
l'avez	have
ignorant	ignoring
panique	panic
grandissante	growing
dans	in
poitrine	chest
crainte	fear
essayait	tried
combattre	fight
depuis	since
qu'ils	they
entrés	entered
couloir	hallway
97	97
"il	"it
là	there
je	I
sais	know
petit	small
bébé	baby
s'est	is
réveillé	woke up
apeuré	frightened
pensait	thought
que	that
ce	this
avait	had
vu	seen
était	was
vrai"	true"
horrible	horrible
ridicule	ridiculous
senti	felt
ron	ron
déplacer	move
côté	side
lui	him
"ne	"do
fais	do
rien	nothing
murmura	whispered
"pas	"not
maintenant	now
-"	-"
"la	"
qui	that
l'avait	had
imité	imitated
éclat	glow
rauque	hoarse
l'entendez	hear
vous	you
donner	give
instructions	instructions
aux	the
enfants	children
comme	as
s'ils	if they
pensaient	thought
nous	we
"oh	"oh
tu	you
ne	do
connais	know
pas	not
autant	as much
bellatrix	bellatrix
calmement	calmly
a	has
grande	great
faiblesse	weakness
pour	for
l'héroïsme	the heroism
compris	including
ça	it
sur	on
prophétie	prophecy
bien	well
sentait	felt
comprimer	compress
pointrine	pointrine
l'impression	printing
pouvoir	power
respirer	breathe
correctement	properly
plus	more
mais	but
celle	the
riait	laughed
fort	fort
temps	time
apprennes	learn
différence	difference
entre	between
vie	life
rêves	dreams
commençons	let's start
utiliser	use
nos	our
"allez-y	"go ahead
levant	rising
propre	own
hauteur	height
pendant	during
faisait	was
cela	this
5	5
hermione	hermione
neville	neville
luna	luna
levèrent	rose
chacun	each
ses	its
côtés	sides
noeud	node
l'estomac	the stomach
resserra	tightened
si	if
n'était	there was
vraiment	really
il	it
conduit	led
amis	friends
leur	their
mort	death
sans	without
aucune	no
raison	reason
frappèrent	beat
"livre-moi	"pound-me -
personne	person
n'aura	will
besoin	need
d'être	to be
blessé	injured
froidement	coldly
fut	was
au	the
tour	tour
"ouais	"yeah
biensûr	of course
dit-il	he said
donne	gives
cette	this
-	-
c'est	it is
laissez	let
juste	just
filer	spinning
maison	home
n'est-ce	is this
mots	words
peine	penalty
sortis	out
bouche	mouth
quand	when
mangemorte	mangemorte
cria	cried
"accio	"accio
proph	proph
s'y	there
préparé	prepared
"protégo"	"protégo"
avant	before
qu'elle	it
n'ait	did
terminé	finished
formule	formula
sphère	sphere
verre	glass
glissa	slipped
bout	end
doigts	fingers
s'arrangea	arranged
cramponner	cling
comment	how
jouer	play
dit-elle	she said
folle	crazy
fixés	set
cagoule	hood
"très	"very
t'ai	you've
non	not
hurla	screamed
"si	"if
brises	breezes
pensées	thoughts
s'accélérèrent	if accelerated
voulaient	wanted
poussiéreuse	dusty
voyait	saw
aucun	no
intérêt	interest
voulait	wanted
sortir	out
tous	all
vivants	living
qu'aucun	no
paierait	pay
prix	price
terrible	terrible
stupidité	stupidity
fit	fit
s'éloignant	away
paires	pairs
releva	rose
azkaban	azkaban
laissé	left
ombre	shadow
visage	face
lestrange	lestrange
rendant	making
maigre	lean
tête	head
vivant	living
avec	with
lueur	glow
fiévreuse	feverish
fanatique	fanatic
"tu	"you
as	as
persuasion	persuasion
baissant	lowering
rapidement	quickly
prenez	take
petite	small
ordonna-t-elle	ordered it
près	near
d'elle	it
"laissons-le	"let the
regarder	watch
torturer	torture
fille	girl
vais	'll
faire	do
resserrer	tighten
devant	before
levée	lifting
niveau	level
devrez	will need to
casser	break
voulez	want to
attaquer	attack
l'un	one
d'entre	of
pense	think
votre	your
patron	boss
sera	will be
très	very
content	content
revenez	return
bougea	moved
contenta	contenta
fixer	fix
langue	language
humectant	humectant
lèvres	lips
minces	thin
"alors	"then
"de	"
quelle	what
sorte	so
s'agit-il	is it
quoi	what
part	share
parler	talk
bras	arm
pressé	hurry
contre	against
sien	his
pouvait	could
sentir	feel
trembler	shake
l'arrière	the rear
espéra	hoped
train	train
réfléchir	think
moyen	average
parce	because
son	its
esprit	spirit
vide	empty
"quelle	"what
rictus	grin
disparaissant	disappearing
plaisantes	pleasant
"nan	"nan
plaisante	pleasant
survolant	flying over
cherchant	seeking
faible	low
lien	link
espace	space
par	by
lequel	which
pourraient	could
s'échapper	escape
"pourquoi	"why
voldemort	voldemort
veut-il	does he want to
laissèrent	left
longs	long
sifflements	whistling
oses	dare
dire	say
nom	name
chuchota	whispered
étreinte	hug
serrée	tight
bille	ball
s'attendant	expecting
autre	other
tentative	attempt
prendre	take
sort	fate
n'ai	haven
problème	problem
vol	flight
"ferme	"farm
ta	your
tes	your
indignes	unworthy
salir	dirty
demi-sang	half-blood
saviez	did
aussi	also
insouciant	carefree
plainte	complaint
oreille	ear
"voldemort	"voldemort
ouais	yeah
mère	mother
sorcière	witch
père	father
moldu	muggle
a-t-il	there
raconté	told
pur	pure
sang	blood
"stupef-"	"stupef-"
"non	"not
jet	jet
rouge	red
partit	left
l'extrémité	the end
dévia	deflected
faisant	making
atteindre	reach
étagère	shelf
globes	globes
fracassèrent	fracassèrent
deux	two
visages	faces
d'un	a
blanc	white
perlé	beaded
fantômes	ghosts
fluides	fluids
fumée	smoke
déployèrent	went to
fragments	fragments
cassé	broken
sol	soil
commença	started
superposant	superimposing
seulement	only
parties	parties
disaient	said
pouvaient	could
entendues	heard
au-dessus	above
cris	cree
solstice	solstice
viendra	will come
nouveau	new
figure	figure
homme	man
vieux	old
barbu	bearded
"n'attaque	"do not attack
on	it
prophÉtie	prophecy
ose	dare
ton	your
incohérent	inconsistent
reste	rest
maudit	cursed
demi-	half
"attends	"wait
jusqu'a	until
qu'on	we
ait	has
beugla	beugla
après	after
d'une	a
jeune	young
avaient	had
émergé	emerged
éclats	shards
sphères	spheres
mêlèrent	mixed
restait	remained
intervention	intervention
soit	either
donné	given
idée	idea
transmettre	pass
m'avez	I have
y	there
spécial	special
propos	about
suis	am
supposé	assumed
remettre	back
essayant	trying
gagner	win
du	the
pied	foot
ceux	those
quelqu'un	someone
d'autre	on the other
joue	plays
occupé	busy
moitié	half
conversation	conversation
mouvement	movement
ensuite	then
trouva	found
orteils	toes
pressa	pressed
dessus	top
net	net
flux	flow
d'expiration	expiration
c'étaient	it was
d'hermione	of hermione
"quoi	"what
murmura-t-elle	she whispered
"dumbledore	"dumbledore
t'a	you
jamais	never
laquelle	which
portes	doors
cicatrice	scar
cachée	hidden
coeur	heart
département	department
mystères	mysteries
grimaça	smirked
moment	time
oublia	forgot
presque	almost
plan	plan
"qu'y	"what is
a-	a-
t-il	t-he
ma	my
urgemment	urgently
"cela	"this
peut-il	can it
semblant	pretend
malicieusement	maliciously
heureux	happy
recommencèrent	started
sous	under
couvert	covered
rires	laughter
siffla	hissed
bougeant	moving
peu	little
possible	possible
"les	"
étagères	shelves
sont	are
suspend	suspends
te	te
l'a	the
"bien	"well
explique	explains
pourquoi	why
n'es	no es
venu	come
tôt	early
demandait	asked
"-	"-
dis	say
-tu	you
n'as	did
accouru	ran
montré	shown
l'endroit	the place
curiosité	curiosity
naturelle	natural
t'inciterait	you would encourage
vouloir	want to
connaitre	know
exacts	accurate
n'entendait	did
passer	pass
message	message
chercha	sought
continuer	continue
discuter	discuss
distraire	distract
vienne	vienna
chercher	search
"pouquoi	"why
"malfoy	"malfoy
semblait	seemed
incroyablement	incredibly
ravi	ravi
"parce	"because
seules	only
personnes	people
peuvent	can
retirer	remove
celles	those
elles	they
ont	have
été	been
faites	do
découvert	discovered
essayé	tried
d'utiliser	use
d'autres	other
voler	fly
"et	"and
voulait-il	he wanted to
t'es	you're
demandé	asked
tuer	kill
étais	was
fixa	fixa
regard	look
ouvertures	openings
lesquelles	which
gris	grey
était-elle	was it
parents	parents
morts	dead
portait	wore
forme	form
d'éclair	flash
etait-ce	was this
réponse	response
ceci	this
serré	tight
main	hand
"quelqu'un	"someone
fait	fact
regardant	looking at
serrant	tightening
phère	sphere
chaude	hot
grosse	big
qu'un	a
vif	bright
d'or	gold
cendreuse	ashy
m'a	me
venir	come
pouvait-il	could he
lui-même	himself
gloussement	giggle
fou-rire	laughing
venant	from
ministère	department
magie	magic
ignorent	ignore
gentiment	kindly
retour	return
révélant	revealing
aurors	aurors
qu'au	that
même	even
perdent	lose
mon	my
cher	dear
cousin	cousin
"donc	"so
utilise	uses
sale	dirty
boulot	job
"comme	"as
sturgis	sturgis
bode	bode
"mais	"but
intell	intell
s'écria	cried
cinq	five
différentes	different
rugirent	rugirent
"reducto	"reducto beach
sorts	spells
volèrent	flew
directions	directions
face	in the face of
explosèrent	exploded
étant	being
touchées	affected
structure	structure
oscilla	wavered
qu'une	a
centaine	hundred
éclatèrent	burst
blancs	white
perlés	beaded
airs	air
flottèrent	floated
firent	did
torrent	torrent
tombant	falling
d'éclats	shards
bois	wood
pleuvaient	pouring down
présent	this
"courez	"run
remuèrent	remuèrent
précaire	precarious
qu'encore	that still
commençaient	started
tomber	fall
agrippa	agrippa
pan	pan
robe	dress
tira	drew
tenant	taking into
morceau	song
d'étagère	shelf
bouts	tips
s'écroulèrent	collapsed
eux	them
mangemort	mangemort
précipita	rushed
nuage	cloud
poussière	dust
poussa	pushed
grand	great
coup	blow
coude	elbow
masqué	hidden
hurlaient	screaming
douleur	pain
tempête	storm
chutes	falls
s'effondrèrent	collapsed
d'étranges	strange
d'échos	echo
seers	seers
(seer	(seer
magiciens	magicians
ayant	having
don	gift
voyance	clairvoyance
trelawney	trelawney
prétend	claims
traduction	translation
n'existe	there is
4	4
premiers	first
tomes)	volumes)
s'échappant	escaping
sphères-	spheres-
chemin	path
libre	free
vit	lives
courir	run
quelque	some
chose	thing
lourd	heavy
heurta	hit
inclina	bowed
continua	continued
l'attrapa	caught
l'épaule	the shoulder
entendit	heard
crier	shout
"stupéfix	"stupéfix
relâcha	released
coup-	blow-
tourna	turned
sérieusement	seriously
entendre	hear
bruits	noise
pressant	pressing
droit	right
porte	door
venus	come
entrouverte	ajar
voir	see
brillante	brilliant
pot	pot
clochette	bell
fonça	rushed
fermement	firmly
maintenue	maintained
sécurité	security
attendit	waited
passent	pass
seuil	threshold
claquer	slam
"colloportus	"colloportus
haleta	gasped
scella	sealed
elle-même	itself
étrange	strange
bruit	noise
"où	"where
cru	raw
attendaient	waiting
pièce	room
n'y	there
"ils	"they
dû	due
tromper	fool
terreur	terror
lisant	reading
"ecoutez	"listen
nevile	nevile
arrivèrent	arrived
venaient	came
sceller	seal
colla	colla
écouter	listen
rugir	roar
"laissez	"let
nott	nott
laissez-le	let the
j'ai	I
blessures	injuries
seront	will be
comparées	compared
perte	loss
jugson	jugson
reviens	come back
ici	here
devons	must
organiser	organize
va	will
diviser	divide
n'oubliez	do not forget
soyez	be
gentils	nice
jusqu'à	up to
ayons	have
pouvez	can
nécessaire	necessary
rodolphus	rodolphus
allez	go
crabbe	crabbe
rabastan	rabastan
dolohov	dolohov
macnair	macnair
avery	avery
rookwood	rookwood
mulciber	mulciber
viens	just
"qu'est-ce	"what is this
demanda	asked
tremblant	tremblant
pieds	feet
rester	stay
attendre	wait
trouvent	find
déjà	already
"on	"
s'éloigner	away
coururent	ran
silencieusement	silently
passèrent	passed
miroitant	shimmering
oeuf	egg
alternait	alternated
éclosion	outbreak
reformation	reformation
sortie	output
hall	hall
circulaire	circular
qelque	qelque
gros	wholesale
heurter	face
qu'hermione	as hermione
venait	came
d'ensorceler	to bewitch
"ecarte-toi	"rejected-you
dir	dir
