chapitre	chapter
23	23
noël	christmas
sous	under
haute	high
surveillance	monitoring
etait-ce	was this
pour	for
cela	this
que	that
dumbledore	dumbledore
ne	do
voulait	wanted
toujours	always
pas	not
croiser	cross
les	the
yeux	eyes
de	of
harry	harry
est	is
ce	this
qu'il	it
craignait	feared
voir	see
voldemort	voldemort
le	the
fixer	fix
à	to
travers	through
eux	them
inquiet	worried
peut	can
être	be
leur	their
vert	green
vif	bright
vire	vire
soudainement	suddenly
au	the
rouge	red
avec	with
deux	two
fentes	slots
en	in
guise	as
paupières	eyelids
se	is
souvint	sarah
la	the
façon	how
dont	which
visage	face
ressemblant	like
un	a
serpent	snake
s'était	had
jour	day
extrait	extract
hors	out
l'arrière	the rear
tête	head
du	the
professeur	professor
quirrel	quirrel
et	and
passa	spent
sa	its
main	hand
derrière	behind
sienne	siena
demandant	asking
l'ont	have
devait	should
ressentir	feel
quand	when
jaillissait	flowed
son	its
crâne	skull
il	it
sentait	felt
sale	dirty
contaminé	contaminated
comme	as
s'il	if it
portait	wore
quelque	some
germe	germ
mortel	mortal
indigne	unworthy
s'asseoir	sit
dans	in
métro	metro
qui	that
ramenait	back
l'hôpital	the hospital
des	of
innocents	innocent
gens	people
sains	healthy
corps	body
esprits	spirits
étaient	were
exempts	free
présence	presence
n'avait	had
simplement	simply
vu	seen
avait	had
été	been
savait	knew
présent	this
une	a
pensée	thought
terrible	terrible
lui	him
vint	came
soudain	suddenly
souvenir	remember
revenait	back
mémoire	memory
donna	donna
sentiment	feeling
ses	its
entrailles	bowels
tortillaient	tortillaient
frétillaient	frétillaient
serpents	snakes
cherche-t-il	is he trying
mis	put
part	share
serviteurs	servants
chose	thing
obtenir	get
l'ombre	the shadow
arme	weapon
dernière	last
fois	time
je	I
suis	am
l'arme	the weapon
songea	songea
c'était	it was
lent	slow
poison	poison
coulait	flowed
veines	veins
glaçait	glaçait
sang	blood
sueurs	sweats
froides	cold
tandis	while
oscillait	ranged
suivant	following
mouvement	movement
train	train
tunnel	tunnel
sombre	dark
celui	the
essaye	try
d'utiliser	use
c'est	it is
ça	it
y	there
a	has
me	me
surveiller	monitor
partout	everywhere
où	where
vais	'll
n'est	there is
ma	my
protection	protection
autres	other
mais	but
n'a	did
marché	market
personne	person
garder	keep
oeil	eye
sur	on
moi	me
poudlard	hogwarts
j'ai	I
attaqué	attacked
m	m
weasley	weasley
nuit	night
m'a	me
obligé	forced
l'attaquer	the attack
l'intérieur	inside
moment	time
écouter	listen
mes	my
pensées	thoughts
"est	"is
tout	all
va	will
bien	well
chéri	darling
"	"
chuchota	whispered
mme	ms.
penchant	leaning
par	by
dessus	top
ginny	ginny
parler	talk
continuait	continued
route	road
bruit	noise
metallique	metallic
"tu	"you
très	very
bonne	good
mine	mine
tu	you
te	te
sens	meaning
monde	world
regardait	watched
secoua	shook
vilemment	vilemment
redressa	straightened
donner	give
impression	print
d'assurance	insurance
"harry	"harry
sûr	course
demanda	asked
nouveau	new
d'une	a
voix	voice
inquiète	concerned
ils	they
traversaient	crossed
parcelle	plot
pelouse	lawn
mal	evil
entretenue	maintained
milieu	middle
place	place
grimmauld	grimmauld
tellement	so
pâle	pale
as	as
dormi	slept
matin	morning
n'as	did
qu'à	as
monter	mount
coucher	bedroom
suite	suite
auras	auras
quelques	a few
heures	hours
devant	before
toi	you
dormir	sleep
avant	before
dîner	dinner
d'accord	agreement
acquiesça	nodded
là	there
excuse	excuse
toute	any
trouvée	found
aucun	no
était	was
exactement	exactly
dépêcha	dispatched
donc	so
passer	pass
côté	side
porte	door
parapluie	umbrella
forme	form
jambe	leg
troll	troll
grimper	climb
escalier	staircase
jusque	until
chambre	room
partageait	shared
ron	ron
dès	as soon
eut	had
ouvert	open
commença	started
faire	do
cent	cent
entre	between
lits	beds
cadre	framework
vide	empty
portrait	portrait
phineas	phineas
nigellus	nigellus
esprit	spirit
bouillonnant	tub
questions	questions
d'idées	ideas
noires	black
comment	how
était-il	was it
devenu	now
animagus	animagus
non	not
impossible	impossible
saurait	not
oui	yes
pensa	thought
possible	possible
pourrait	could
transformer	transform
possède	has
nous	we
transformons	transform
tous	all
n'explique	explain
pu	could
aller	go
londres	london
revenir	return
mon	my
lit	bed
l'espace	the space
cinq	five
minutes	minutes
probablement	probably
plus	more
puissant	powerful
sorcier	sorcerer
ait	has
terre	earth
doit	must
problème	problem
transporter	carry
vague	wave
panique	panic
-si	-if
possédé	owned
donne	gives
superbe	superb
vue	view
l'endroit	the place
trouve	find
l'ordre	the order
phœnix	phoenix
sait	knows
sirius	sirius
entendu	heard
beaucoup	a lot
choses	things
n'aurais	would have
dû	due
dit	said
première	first
passé	past
ici	here
n'y	there
qu'une	a
seule	only
devrait	should
quitter	leave
grimmault	grimmault
immédiatement	immediately
irait	would
sans	without
mettrai	will
sécurité	security
moins	less
pendant	during
vacances	holiday
nombreuses	many
personnes	people
susceptible	likely
d'être	to be
blessées	injured
si	if
seamus	seamus
dean	dean
ou	or
neville	neville
s'arrêta	stopped
tint	tint
l'estomac	the stomach
noué	knotted
d'autre	on the other
alternative	alternative
allait	would
devoir	duty
retourner	return
privet	privet
drive	drive
couper	cut
magie	magic
fallait	had to
pensa-t-il	he thought
tergiverser	procrastinate
essayant	trying
coeur	heart
penser	think
réaction	reaction
dursley	dursley
allaient	would
trouver	find
six	six
mois	months
tôt	early
qu'ils	they
avaient	had
espéré	hoped
traversa	crossed
vers	to
valise	suitcase
claque	slap
violemment	violently
couvercle	cover
ferma	closed
puis	then
chercha	sought
automatisme	automation
hedwige	hedwig
rappeler	remember
qu'elle	it
-	-
cage	cage
serait	would be
objet	object
s'empara	seized
poignée	handle
l'avait	had
traînée	drag
moitié	half
chemin	path
direction	management
lorsqu'une	when a
narquoise	mocking
fit	fit
t'enfuis	you turn around
hum	hum
regarda	looked at
autour	around
venait	came
d'apparaître	to appear
penchait	preferred
expression	expression
amusée	fun
"non	"not
fuis	flee
sèchement	curtly
tirant	pulling
peu	little
"je	"I
pense	think
caressant	stroking
barbe	beard
pointue	sharp
"que	"
maison	home
gryffondor	gryffindor
on	it
supposé	assumed
courageux	brave
semble	seems
aurais	would have
mieux	better
fait	fact
placé	placed
serpentards	serpentards
sommes	are
stupides	stupid
avons	have
choix	choice
choisirons	choose
sauver	save
notre	our
propre	own
peau	skin
"ce	"this
propres	own
sauve	saves
laconique	laconic
partie	part
tapis	carpet
particulièrement	particularly
élimée	élimée
rugueuse	rough
face	in the face of
"oh	"oh
vois	see
caressait	caressed
fuite	leak
lâche	loose
noblesse	nobility
l'ignora	the ignored
ajouta	added
négligemment	carelessly
"j'ai	"I
message	message
d'albus	of albus
net	net
"qu'est	"that is
"reste	"rest
es	es
n'ai	haven
bougé	moved
protesta	protested
posée	asked
"alors	"then
quel	what
viens	just
juste	just
idiot	idiot
"dit	"said
d'un	a
ton	your
égal	equal
"dumbledore	"dumbledore
'reste	'rest
'"	'"
"pourquoi	"why
avidement	eagerly
lâchant	dropping
veut	wants to
reste	rest
qu'est	that is
"rien	"nothing
répondit	replied
haussant	raising
légèrement	slightly
sourcil	eyebrow
trouvait	was
insolent	insolent
colère	anger
refit	refit
surface	surface
émergeant	emerging
herbes	herbs
hautes	high
épuisé	exhausted
embrouillé	tangled
éprouvé	proven
terreur	terror
soulagement	relief
durant	during
douze	twelve
dernières	last
vouloir	want to
hein	eh
