chapitre	chapter
25	25
le	the
scarabée	beetle
aux	the
abois	bay
la	the
question	question
d'harry	harry
trouva	found
une	a
réponse	response
matin	morning
suivant	following
quand	when
gazette	gazette
du	the
sorcier	sorcerer
quotidienne	daily
d'hermione	of hermione
arriva	came to pass
elle	it
l’aplati	the flattened
regarda	looked at
pendant	during
un	a
instant	now
première	first
page	page
et	and
poussa	pushed
petit	small
cri	cry
qui	that
eu	had
pour	for
effet	effect
de	of
s'attirer	attract
regard	look
des	of
autres	other
'	'
quoi	what
dirent	said
harry	harry
ron	ron
ensemble	all
comme	as
étendit	extended
journal	journal
sur	on
table	table
devant	before
eux	them
leur	their
indiqua	said
dix	ten
photographies	photographs
en	in
noir	black
blanc	white
remplissaient	filled
toute	any
montrant	showing
les	the
visages	faces
neufs	new
sorciers	wizards
d'une	a
sorcière	witch
certaines	some
personnes	people
photographiées	photographed
se	is
moquaient	fun
silencieusement	silently
d'autres	other
dépassaient	exceeded
leurs	their
doigts	fingers
l'encadrement	coaching
images	images
avec	with
regards	looks
insolents	cheeky
chaque	each
image	image
était	was
intitulée	entitled
nom	name
crime	crime
lequel	which
personne	person
avait	had
été	been
envoyée	sent
à	to
azkaban	azkaban
antonin	antonin
dolohov	dolohov
pouvait	could
on	it
voir	see
au-dessous	below
d'un	a
magicien	magician
long	long
pâle	pale
visage	face
tordu	twisted
moquait	laughing
reconnu	recognized
coupable	guilty
meurtres	murders
brutaux	brutal
gideon	gideon
fabian	fabian
prewett	prewett
algernon	algernon
rockwood	rockwood
disait	said
titre	title
homme	man
frêle	frail
cheveux	hair
graisseux	fat
s'appuyait	if supported
contre	against
bord	edge
son	its
ennuyé	bored
par	by
ministère	department
d'espionnage	spy
compte	account
celui-dont-on-ne-	he-who-we-do-
doit-pas-prononcer-le-nom	must-not-pronounce-the-name
mais	but
l'attention	attention
fixée	fixed
l'image	the image
l'avait	had
frappé	hit
partir	from
moment	time
ou	or
il	it
regardé	watched
foudroya	struck
sourire	smile
arrogant	arrogant
dédaigneux	dismissive
jouant	playing
autour	around
sa	its
bouche	mouth
mince	thin
sirius	sirius
conservé	retained
vestiges	remains
grande	great
beauté	beauty
quelque	some
chose	thing
-	-
peut-être	maybe
pris	taken
plupart	most
bellatrix	bellatrix
lestrange	lestrange
torture	torture
frank	frank
alice	alice
londubat	londubat
hermione	hermione
coude	elbow
lui	him
montra	showed
qu'harry	harry
concentrant	focusing
n'avait	had
pas	not
encore	yet
lu	read
Évasion	Escape
massive	massive
a	has
