chapitre	chapter
15	15
la	the
grande	great
inquisitrice	inquisitor
de	of
poudlard	hogwarts
ils	they
s'étaient	had
attendus	expected
a	has
ratisser	raking
soigneusement	carefully
le	the
daily	daily
prophet	prophet
d'hermione	of hermione
matin	morning
prochain	next
pour	for
trouver	find
l'article	article
que	that
percy	percy
avait	had
mentionné	mentioned
dans	in
sa	its
lettre	letter
cependant	however
hibou	owl
livraison	delivery
s'était	had
peine	penalty
débarrassé	free
du	the
journal	journal
sur	on
sommet	summit
pot	pot
à	to
lait	milk
qu'hermione	as hermione
libéra	freed
un	a
halètement	panting
énorme	huge
et	and
aplanit	levels
révéler	reveal
une	a
photographie	photography
dolorès	dolores
umbridge	umbridge
souriant	smiling
largement	widely
clignant	blinking
lentement	slowly
des	of
yeux	eyes
au-dessous	below
titre	title
ministÈre	department
recherche	search
rÉformes	reforms
Éducatives	Educational
nommÉ	named
dolores	dolores
tout	all
premier	first
haut	top
enquÊteur	investigator
-	-
"haut	"high
enquêteur"	investigator"
'	'
dit	said
harry	harry
obscurément	darkly
son	its
toast	toast
demi	half
mangé	ate
glissant	sliding
ses	its
doigts	fingers
qu’est	that is
ce	this
ça	it
signifie	means
hermione	hermione
lut	lut
haute	high
voix	voice
mouvement	movement
surprise	surprise
hier	yesterday
nuit	night
ministère	department
magie	magic
passé	past
nouvelle	new
législation	legislation
donnant	giving
niveau	level
sans	without
précédent	previous
contrôle	control
l'École	the School
sorcellerie	witchcraft
"	"
depuis	since
quelque	some
temps	time
ministre	minister
se	is
sentait	felt
mal	evil
l'aise	comfortable
d'aller	go
l'assistant	the wizard
weasley	weasley
"il	"it
répond	answers
maintenant	now
aux	the
soucis	worries
exprimés	cast
par	by
parents	parents
qui	that
estiment	consider
l'école	the school
pourrait	could
déplacer	move
direction	management
qu'ils	they
n'approuvent	approve
pas	not
n'est	there is
première	first
fois	time
les	the
semaines	weeks
récentes	recent
cornelius	cornelius
fudge	fudge
employé	employee
nouvelles	new
lois	laws
effectuer	perform
améliorations	improvements
aussi	also
récemment	recently
30	30
août	August
décret	decree
Éducatif	Educational
numéro	number
vingt-	twenty-
deux	two
été	been
voté	voted
assurer	ensure
en	in
cas	case
d'incapacité	disability
directeur	director
actuel	current
fournir	provide
quelqu'un	someone
poste	post
d'enseignant	teacher
doit	must
choisir	choose
personne	person
appropriée	appropriate
"c'est	"it is
comme	as
cela	this
est	is
venue	coming
nommer	name
personnel	staff
enseignant	teacher
"dumbledore	"dumbledore
ne	do
pouvait	could
ainsi	as well
misé	bet
bien	well
sûr	course
elle	it
eut	had
succès	success
immédiat-"	immediate-"
quoi	what
s’écria	cried
attendez	wait
il	it
y	there
plus	more
d'un	a
air	air
mécontent	unhappy
"-un	"-a
immédiat	immediate
révolutionnant	revolutionizing
totalement	totally
l'enseignement	education
défense	defence
contre	against
forces	forces
fournissant	providing
au	the
réactions	reactions
terrain	field
arrive	happens
vraiment	really
c'est	it is
cette	this
dernière	last
fonction	function
formalisé	formalized
avec	with
passage	passage
vingt-trois	twenty-three
crée	creates
position	position
enquêteur	investigator
phase	phase
passionnante	exciting
plans	plans
certains	some
appellent	call
standards	standards
tombants	drop-offs
l'enquêteur	the investigator
aura	will
pouvoirs	powers
inspecter	inspect
éducateurs	educators
s'assurera	ensure
soient	are
hauteur	height
on	it
offert	offered
professeur	professor
propre	own
d'enseignement	education
nous	we
sommes	are
enchantés	enchanted
dire	say
qu'elle	it
accepté	accepted
"'	"'
nouveaux	new
mouvements	movements
ont	have
reçu	received
l'appui	support
enthousiaste	enthusiastic
étudiants	students
"je	"I
me	me
sens	meaning
beaucoup	a lot
mieux	better
je	I
sais	know
dumbledore	dumbledore
soumis	submitted
évaluation	evaluation
juste	just
objective	objective
m	m
lucius	lucius
malfoy	malfoy
41	41
parlant	speaking
hôtel	hotel
particulier	particular
wiltshire	wiltshire
"beaucoup	"a lot
d'entre	of
voyant	light
l'intérêt	the interest
nos	our
enfants	children
concernés	concerned
certaines	some
décisions	decisions
excentriques	eccentric
dernières	last
années	years
sont	are
heureux	happy
savoir	know
surveille	monitors
situation	situation
parmi	among
ces	these
aucun	no
doute	doubt
rendez-vous	appointment
controversés	controversial
précédemment	previously
décrits	described
inclus	included
l'emploi	employment
loup-garou	loup-garou
remus	remus
lupin	lupin
géant	giant
rubeus	redglow
hagrid	hagrid
ex-aurore	ex-aurora
fantasque	whimsical
maugrey	maugrey
rumeurs	rumors
abondent	abound
qu'albus	as albus
suprême	supreme
confédération	confederation
internationale	international
magiciens	magicians
sorcier	sorcerer
chef	chief
n'a	did
jusqu'à	up to
présent	this
tâche	task
gérer	manage
prestigieuse	prestigious
pense	think
nomination	appointment
vers	to
l'assurance	insurance
ait	has
pouvons	can
donner	give
notre	our
confiance	trust
initié	insider
'a	'
wizengamot	wizengamot
griselda	griselda
marchbanks	marchbanks
tiberius	tiberius
ogden	ogden
protestés	protested
l'introduction	the introduction
d'enquêteur	investigator
"poudlard	"hogwarts
école	school
avant-poste	outpost
bureau	office
madame	mrs.
nouveau	new
tentative	attempt
répugnante	disgusting
discréditer	discredit
albus	albus
finit	ends
lire	read
regarda	looked at
dessus	top
table	table
autres	other
savons	know
comment	how
terminé	finished
imposé	imposed
"le	"
Éducatif"	Education"
lui	him
donné	given
pouvoir	power
d'inspecter	inspect
enseignants	teachers
respirait	breathed
vite	fast
étaient	were
très	very
brillants	brilliant
peux	can
