chapitre	chapter
deux	two
aujourd'hui	today
sur	on
les	the
théories	theories
défensives	defensive
communes	common
et	and
leur	their
dérivation"	derivation"
il	it
n'y	there
aura	will
aucun	no
besoin	need
de	of
parler	talk
'	'
toujours	always
en	in
souriant	smiling
son	its
sourire	smile
large	wide
content	content
d'elle	it
elle	it
s'est	is
assise	sitting
à	to
bureau	office
la	the
classe	class
a	has
donné	given
un	a
soupir	sigh
audible	audible
lisant	reading
harry	harry
demandé	asked
stupidement	stupidly
s'il	if it
y	there
avait	had
assez	enough
