chapitre	chapter
3	3
l'avant-garde	the avant-garde
je	I
viens	just
d'être	to be
attaqué	attacked
par	by
des	of
détraqueurs	détraqueurs
et	and
risque	risk
renvoyé	returned
de	of
poudlard	hogwarts
veux	want to
savoir	know
ce	this
qu'il	it
se	is
passe	pass
quand	when
pourrai	can
partir	from
d'ici	here
harry	harry
recopia	recopia
ces	these
mots	words
sur	on
trois	three
parchemins	scrolls
différents	different
dès	as soon
eut	had
rejoint	joined
sa	its
chambre	room
dans	in
la	the
pénombre	penumbra
il	it
adressa	addressed
première	first
à	to
sirius	sirius
deuxième	second
ron	ron
troisième	third
hermione	hermione
chouette	owl
hedwige	hedwig
était	was
partie	part
chasser	hunt
cage	cage
vide	empty
le	the
bureau	office
tournait	turned
en	in
rond	round
attendant	waiting
qu'elle	it
revienne	return
avait	had
toujours	always
aussi	also
mal	evil
tête	head
trop	too
d'idées	ideas
qui	that
lui	him
trottaient	trottaient
pour	for
puisse	can
dormir	sleep
bien	well
que	that
ses	its
yeux	eyes
ferment	close
fatigue	fatigue
son	its
dos	back
faisait	was
souffrir	suffer
depuis	since
ramené	back
dudley	dudley
maison	home
les	the
deux	two
bosses	bumps
-	-
l'endroit	the place
où	where
s'était	had
cogné	banged
fenêtre	window
celui	the
l'avait	had
frappé	hit
l'élançaient	the barking
douloureusement	painfully
tout	all
tournant	turning
autour	around
tiraillé	torn
entre	between
colère	anger
frustration	frustration
grinçant	squeaky
dents	teeth
poings	fists
fermés	closed
jetait	cast
regards	looks
furieux	furious
vers	to
ciel	sky
d'étoiles	star
chaque	each
fois	time
passait	passed
devant	before
avaient	had
été	been
envoyé	sent
madame	mrs.
figg	figg
mundungus	mundungus
suivaient	followed
secret	secret
moindre	less
pas	not
ensuite	then
renvoi	reference
cette	this
audition	hearing
au	the
ministère	department
magie	magic
personne	person
dire	say
quoi	what
parlait	spoke
beuglante	beuglante
a	has
appartenait	belonged
voix	voice
dont	which
l'écho	the echo
si	if
horriblement	horribly
menaçant	threatening
cuisine	kitchen
pourquoi	why
était-il	was it
encore	yet
retenu	retained
ici	here
sans	without
aucune	no
information	information
monde	world
traitait-il	dealt with-it
comme	as
un	a
enfant	child
ne	do
fais	do
plus	more
reste	rest
donna	donna
coup	blow
pied	foot
malle	malle
rangeait	away
toutes	all
affaires	business
d'école	school
mais	but
lieu	place
soulager	relieve
sentit	felt
gros	wholesale
orteil	toe
l'	the
élançant	soaring
cela	this
venait	came
s'ajouter	add
aux	the
autres	other
douleurs	pain
corps	body
moment	time
boitillant	boitillant
s'engouffra	rushed
avec	with
léger	lightweight
bruissement	rustle
d'aile	wing
ressemblant	like
bruit	noise
qu	that
'aurait	'would
pu	could
faire	do
fantôme	ghost
tu	you
as	as
vu	seen
l'heure	the time
