chapitre	chapter
24	24
occlumencie	occlumencie
kreacher	kreacher
transpirait	sweating
il	it
était	was
tapi	tapi
dans	in
le	the
grenier	attic
sirius	sirius
a	has
dit	said
qu’il	it
l’avait	had
trouvé	found
là-bas	there
couvert	covered
de	of
poussière	dust
aucun	no
doute	doubt
encore	yet
en	in
train	train
regarder	watch
pour	for
trouver	find
d’autres	other
reliques	relics
la	the
famille	family
black	black
à	to
cacher	hide
son	its
armoire	wardrobe
mais	but
penser	think
que	that
semblait	seemed
satisfait	satisfied
cette	this
histoire	history
mettait	put
harry	harry
mal	evil
l’aise	comfortable
être	be
une	a
meilleure	best
forme	form
depuis	since
réapparu	reappeared
marmottage	marmottage
amer	bitter
avoir	have
diminuer	decrease
quelque	some
peu	little
et	and
se	is
soumettre	submit
aux	the
ordres	orders
plus	more
docilement	obediently
qu’à	as
habitude	usual
pensait	thought
surpris	surprised
l’elfe	the elf
maison	home
fixer	fix
avidement	eagerly
regardait	watched
toujours	always
très	very
vitre	glass
ailleurs	elsewhere
lorsqu’il	when it
voyait	saw
s’en	in
apercevait	caught sight of
h	h
rry	rry
n	n
e	e
f	f
it	it
p	p
s	s
rt	rt
d	d
v	v
g	g
u	u
o	o
ç	ç
siriu	siriu
t	t
b	b
m	m
r	r
’é	e
ta	your
é	e
ie	ie
trè	very
ite	ite
in	in
te	te
q	q
ë	ë
l	the
rm	rm
re	re
rd	rd
ro	ro
c	c
lu	read
we	we
y	there
<s	<s
xc	xc
è	è
ité	ity
>	>
ù	ù
itu	itu
rn	rn
rin	rin
x	x
tira	drew
k	k
rs	rs
sa	its
lie	links
’in	’in
iltra	iltra
tra	tra
is	is
rte	ten
z	z
if	if
to	to
’e	’e
tro	tro
té	tee
ne	do
voulait	wanted
pas	not
quitter	leave
autre	other
fois	time
avec	with
seulement	only
compagnie	company
fait	fact
première	first
vie	life
n’était	there was
pressé	hurry
retourner	return
poudlard	hogwarts
l’école	the school
voudrait	would like to
dire	say
placer	place
sous	under
tyrannie	tyranny
dolorès	dolores
umbridge	umbridge
qui	that
aurait	would
sans	without
rédigé	written
douzaine	dozen
décrets	decrees
pendant	during
absence	absence
n’avait	had
quidditch	quidditch
passer	pass
travers	through
maintenant	now
avait	had
été	been
banni	banned
selon	according to
toute	any
vraisemblance	likelihood
fardeau	burden
des	of
devoirs	duties
s’accroissait	increased
mesure	measurement
les	the
examens	reviews
approchaient	approaching
dumbledore	dumbledore
restait	remained
lointain	distant
jamais	never
si	if
da	da
convaincu	convinced
laisser	let
rester	stay
place	place
grimmauld	grimmauld
c’est	it is
alors	then
dernière	last
journée	day
vacances	holiday
chose	thing
produisit	produced
fit	fit
qu’harry	harry
mit	mit
vraiment	really
redouter	fear
retour	return
‘harry	‘harry
chérie	sweetheart
’	’
madame	mrs.
weasley	weasley
pointant	pointing
tête	head
l’intérieur	inside
chambre	room
ron	ron
où	where
ils	they
étaient	were
occupé	busy
tous	all
deux	two
jouer	play
partie	part
d’échec	failure
version	version
sorcier	sorcerer
qu’ils	they
regardés	watched
par	by
hermione	hermione
ginny	ginny
pattenrond	pattenrond
‘pourrais	‘could
tu	you
venir	come
cuisine	kitchen
professeur	professor
rogue	rogue
un	a
mot	word
n’enregistra	does not save
immédiatement	immediately
ce	this
qu’elle	it
venait	came
ses	its
tours	towers
étant	being
engagé	committed
violente	violent
lutte	fight
pion	pawn
l’encourageait	encouraged
enthousiasme	enthusiasm
‘écrase	‘crushes
–	-
écrase	crushes
t’es	you're
idiot	idiot
désolé	sorry
qu’est-ce	what is this
vous	you
disiez	tell
‘professeur	‘professor
désire	wish
bouche	mouth
s’ouvrit	opened
d’horreur	horror
regarda	looked at
alentour	around
bée	eer
devant	before
lui	him
qu’hermione	as hermione
retenait	held
difficulté	difficulty
près	near
d’un	a
quart	quarter
d’heure	time
bondit	leaps
triomphalement	triumphantly
sur	on
l’échiquier	the chessboard
rouler	roll
pièces	parts
couvrant	covering
protestations	protests
leurs	their
voix	voice
‘rogue	‘rogue
palissant	trellising
air	air
réprobateur	réprobateur
‘maintenant	‘now
vient	comes
vite	fast
pouvait	could
longtemps	for a long time
‘qu’est-ce	‘what
veut	wants to
’dit	said
énervé	pissed off
dès	as soon
fut	was
retiré	removed
‘tu	‘you
n’as	did
rien	nothing
n’est-ce	is this
‘non	‘not
indignation	outrage
creusant	digging
cerveau	brain
essayant	trying
poursuivre	continue
jusqu’à	up to
À	To
dernier	last
devoir	duty
peut	can
eu	had
minute	minute
ou	or
tard	later
poussa	pushed
porte	door
assis	sitting
tout	all
longue	long
table	table
regardant	looking at
furieusement	furiously
chacun	each
directions	directions
opposées	opposite
silence	silence
entre	between
eux	them
lourd	heavy
leur	their
haine	hate
mutuelle	mutual
lettre	letter
ouverte	open
‘hum	‘hum
annoncer	announce
présence	presence
autour	around
lui’	him’
figure	figure
dessinant	drawing
rideau	curtain
cheveux	hair
noirs	black
graisseux	fat
‘asseyez	‘sit down
potter	potter
sais	know
d’une	a
forte	strong
s’appuyant	based
pattes	legs
arrière	rear
chaise	chair
parlant	speaking
au	the
plafond	ceiling
‘je	‘I
pense	think
je	I
préfère	prefer
donnes	give
d’ordres	orders
ici	here
ma	my
vois	see
horrible	horrible
rougeur	redness
apparut	appeared
pale	blade
visage	face
s’assit	sat
coté	side
faisant	making
face	in the face of
l’autre	the other
‘j’étais	‘I was
supposé	assumed
voir	see
seul	only
rictus	grin
familier	familiar
retroussant	rolling up
’mais	’but
black-‘	black-‘
suis	am
parrain	sponsor
ordre	order
dont	which
contraste	contrast
devenait	became
silencieusement	silently
menaçante	threatening
‘mais	‘but
ça	it
comment	how
sens…concerné	meaning...concerned
sensé	supposed to
vouloir	want to
laissant	leaving
retomber	fall
quatre	four
bruit	noise
sourd	deaf
‘simplement	‘just
sûre	safe
dois	do
sentir	feel
ah	ah
frustré	frustrated
du	the
peux	can
faire	do
d’utile	useful
appuyant	pressing
légèrement	slightly
‘pour	‘for
l’ordre	the order
tour	tour
rougir	blush
lèvre	lip
retroussa	retroussa
tourna	turned
vers	to
‘le	‘the
directeur	director
m’a	me
envoyé	sent
aimerait	would like to
étudiez	study
l’occlumencie	the occlumencie
‘Étudier	Study
quoi	what
‘l’occlumencie	‘the occlumencie
magie	magic
défend	defends
l’esprit	the spirit
contre	against
pénétrations	penetrations
extérieures	external
obscure	dark
branche	branch
est	is
utile	useful
cœur	heart
commença	started
pomper	pump
infiniment	infinitely
défense	defence
possédé	owned
d’accord	agreement
là-	there
dessus…	...
‘pourquoi	‘why
étudier	study
occlu-	occlu-
là	there
laissa	let
t-il	t-he
échapper	escape
‘parce	‘because
bonne	good
idée	idea
calmement	calmly
‘vous	‘you
allez	go
recevoir	receive
leçons	lessons
privés	private
semaine	week
devez	must
personne	person
faites	do
surtout	especially
avez	have
compris	including
‘oui	‘yes
‘qui	‘
va	will
me	me
l’enseigner	the teach
haussa	hausa
sourcils	eyebrows
vais	'll
dit-il	he said
l’horrible	the horrible
sensation	sensation
intestins	intestines
fondre	melt
cours	during
supplémentaires	additional
qu’avait	that was
pu	could
terre	earth
qu’on	we
réserve	reserve
vivement	strongly
obtenir	get
support	support
enseigner	teach
demanda	asked
agressivement	aggressively
toi	you
suppose	guess
privilège	privilege
déléguer	delegate
responsabilités	responsibilities
moins	less
réjouissantes	good news
moelleusement	moelleusement
assure	ensures
n’ai	haven
supplié	begged
travail	work
leva	rose
attends	wait
six	six
heures	hours
lundi	Monday
soir	evening
mon	my
bureau	office
quelqu’un	someone
demande	request
rattrapage	catch-up
potions	potions
n’importe	any
quelle	what
ait	has
vu	seen
durant	during
cour	court
nier	deny
ayez	have
besoin	need
aller	go
noire	black
cape	cape
voyage	travel
soulevant	lifting
derrière	behind
‘attend	‘wait
moment	time
assit	sat
l’extrémité	the end
retourna	returned
ricanement	sneer
plutôt	rather
différence	difference
temps	time
libre	free
n’est	there is
illimité	unlimited
as	as
point	point
levant	rising
nota	note
beaucoup	a lot
grand	great
avançant	advancing
poing	fist
poche	pocket
manteau	coat
sûr	course
manche	sleeve
baguette	wand
‘si	‘if
j’entends	I hear
utilises	used
d’occlumencie	of occlumencie
mauvais	bad
auras	auras
répondre	reply
moi	me
‘que	‘that
touchant	touching
’ricana	’sneered
sûrement	surely
noté	noted
comme	as
père	father
j’ai	I
remarqué	noticed
fièrement	proudly
‘bon	‘good
tellement	so
arrogant	arrogant
critiques	critical
font	do
simplement	simply
rebondir	bounce
lisse	smooth
rudement	roughly
avança	advanced
sortant	outgoing
même	even
coup	blow
saisit	captures
brusquement	suddenly
sienne	siena
fusiller	shoot them
regard	look
livide	livid
calculateur	calculator
yeux	eyes
dardés	glared
‘sirius	‘sirius
apparemment	apparently
l’entendait	the intended
t’avertis	you warned
juste	just
pied	foot
‘Ça	‘It
dérange	mind
es	es
réformé	reformed
j’en	I
plus-‘	more-‘
‘ah	‘ah
pourquoi	why
vas-tu	are you going to
raconter	tell
‘	‘
siffla	hissed
‘où	‘where
bien	well
peur	fear
prenne	take
sérieux	serious
l’avertissement	the warning
homme	man
cache	cache
mois	months
mère	mother
‘dis-moi	‘tell me
lucius	lucius
malfoy	malfoy
ces	these
jours-ci	days
crois	believe
apprécie	appreciate
petit	small
chien	dog
‘parlant	‘speaking
chiens	dogs
doucement	gently
‘savais	‘knew
t’avait	you had
reconnu	recognized
risqué	risky
petite	small
ballade	ballad
l’extérieur	outside
brillante	brilliant
plateforme	platform
gare…ça	train station...it
donné	given
excuse	excuse
irréfutable	irrefutable
ton	your
refuge	refuge
éleva	rose
cria	cried
sautant	jumping
s’interposer	come
‘es-tu	‘are you
traiter	treat
trouillard	scaredy-cat
rugit	roars
pousser	push
hors	out
chemin	path
bougeait	moved
‘et	‘and
oui	yes
reste	rest
dehors	outside
