chapitre	chapter
4	4
12	12
place	place
grimmauld	grimmauld
c'est	it is
quoi	what
l'ordre	the order
du	the
commença	started
harry	harry
pas	not
ici	here
mon	my
garçon	boy
