chapitre	chapter
10	10
luna	luna
lovegood	lovegood
harry	harry
fût	was
préoccupé	concerned
durant	during
toute	any
la	the
nuit	night
il	it
rêva	dreamed
de	of
ses	its
parents	parents
auxquelles	which
essayait	tried
parler	talk
ensuite	then
mme	ms.
weasley	weasley
qui	that
portait	wore
le	the
corps	body
inanimé	inanimate
kreatcher	kreatcher
et	and
pour	for
finir	finish
vît	saw
ron	ron
hermione	hermione
portaient	wore
des	of
couronnes	crowns
mais	but
encore	yet
une	a
fois	time
se	is
retrouva	found
nouvelle	new
a	has
descendre	down
un	a
couloir	hallway
terminait	ended
par	by
porte	door
verrouillée	locked
réveilla	woke up
brusquement	suddenly
avec	with
sa	its
cicatrice	scar
lui	him
faisait	was
mal	evil
était	was
déjà	already
habillé	dressed
parlait	spoke
tu	you
devrais	should
te	te
dépêcher	hurry
maman	mom
est	is
dynamique	dynamic
ce	this
matin	morning
elle	it
dit	said
que	that
nous	we
allons	will
manquer	miss
train…	train...
y	there
avait	had
beaucoup	a lot
coup	blow
dans	in
maison	home
qu'il	it
pu	could
entendre	hear
pendant	during
s'habillait	dressed
à	to
vitesse	speed
compris	including
fred	fred
george	george
ont	have
enchanté	enchanted
leurs	their
malles	trunks
les	the
faire	do
voler	fly
en	in
bas	the bottom
éviter	avoid
porter	wear
résultat	result
qu'elles	they
dévalèrent	dévalèrent
escaliers	stairs
frappèrent	beat
ginny	ginny
plein	full
vole	flies
black	black
criaient	screaming
toutes	all
deux	two
plus	more
fort	fort
l'une	one
l'autre	the other
-	-
vous	you
auriez	would
serieux	serious
dommages	damage
etes	are
idiots	idiots
jumeaux	twins
repugnants	repugnants
debarrasser	get rid of
plancher	floor
mes	my
ancetres	ancestors
débarqua	landed
pièce	room
paraissait	seemed
tendue	tense
tandis	while
mettait	put
baskets	sneakers
hedwige	hedwig
balançait	rocking
sur	on
son	its
épaule	shoulder
pattenrond	pattenrond
tortillait	tortillait
bras	arm
papa	dad
viennent	come
renvoyer	return
hibou	owl
voltigeait	voltigeait
au	the
dessus	top
posa	posa
haut	top
cage	cage
êtes	are
prêt	loan
presque	almost
comment	how
va	will
t'elle	she'll
demanda	asked
ajustant	adjusting
lunettes	glasses
l’a	the
soignée	neat
maintenant	now
fol	fol
oeil	eye
plaint	complained
devons	must
pas	not
partir	from
moins	less
sturgis	sturgis
podmore	podmore
arrive	happens
ici	here
autrement	otherwise
garde	guard
