chapitre	chapter
30	30
grawp	grawp
le	the
récit	story
du	the
vol	flight
de	of
fred	fred
et	and
georges	georges
vers	to
la	the
liberté	freedom
revint	returned
si	if
souvent	often
dans	in
les	the
conversations	conversations
des	of
jours	days
qui	that
suivirent	followed
que	that
harry	harry
pouvait	could
dire	say
qu’il	it
était	was
entré	entered
légende	legend
l’école	the school
au	the
bout	end
d’une	a
semaine	week
même	even
ceux	those
avaient	had
été	been
témoins	witnesses
oculaires	eye
étaient	were
à	to
moitiés	halves
convaincus	convinced
d’avoir	to have
vu	seen
jumeaux	twins
lancer	launch
bombabouses	bombabouses
umbridge	umbridge
depuis	since
leurs	their
balais	brushes
avant	before
foncer	create
portes	doors
l’immédiat	the immediate
il	it
y	there
eut	had
une	a
grande	great
vague	wave
discussions	discussions
parlaient	spoke
imiter	imitate
entendit	heard
fréquemment	frequently
élèves	students
disaient	said
honnêtement	honestly
parfois	sometimes
j’ai	I
envie	want
d’enfourcher	riding
mon	my
partir	from
d’ici	here
ou	or
encore	yet
un	a
cours	during
ce	this
style	style
je	I
vais	'll
weasley	weasley
s’étaient	had
assurés	insured
personne	person
ne	do
oublierai	forget
sitôt	as soon as
pour	for
commencer	start
ils	they
n’avaient	had
pas	not
laissé	left
d’instructions	instructions
nettoyer	clean
marais	marsh
occupait	occupied
dorénavant	now
couloir	hallway
cinquième	fifth
étage	floor
l’aile	the wing
est	is
rusard	rusard
aperçus	previews
tentant	tempting
différentes	different
techniques	technical
mais	but
sans	without
succès	success
en	in
fin	end
compte	account
l’accès	access
fut	was
interdit	prohibited
grinçant	squeaky
furieusement	furiously
dents	teeth
avait	had
reçu	received
mission	mission
faire	do
traverser	cross
bateau	boat
avec	with
perche	pole
qu’ils	they
se	is
rendent	make
salles	rooms
classe	class
certains	some
professeurs	teachers
tels	such
mcgonagall	mcgonagall
flitwick	flitwick
auraient	would
pu	could
disparaître	disappear
marécage	swamp
qu’avec	with
feux	lights
d’artifices	fireworks
semblaient	seemed to
préférer	prefer
regarder	watch
démener	scramble
ensuite	then
deux	two
trous	holes
forme	form
porte	door
bureau	office
d’umbridge	of umbridge
aux	the
endroits	places
où	where
brossdur	brossdur
l’avaient	had
traversée	crossing
rejoindre	join
propriétaires	owners
installa	installed
nouvelle	new
transféra	moved
l’éclair	the flash
feu	fire
donjon	dungeon
disait	said
rumeur	rumor
posté	posted
troll	troll
armé	armed
monter	mount
garde	guard
ses	its
ennuis	trouble
faisaient	were
inspirés	inspired
par	by
l’exemple	the example
bon	good
nombre	number
d’élèves	students
présent	this
compétition	competition
poste	post
désormais	now
vacant	vacant
d’agitateur-en-chef	agitator-in-chief
malgré	despite
quelqu’un	someone
réussi	successful
introduire	introduce
niffleur	niffleur
museau	muzzle
poilu	hairy
mit	mit
promptement	promptly
pièce	room
dessus	top
dessous	below
sa	its
recherche	search
d’objets	objects
brillants	brilliant
bondit	leaps
sur	on
lorsqu’elle	when it
entra	entered
tenta	tried
ronger	gnaw
bagues	rings
doigts	fingers
boudinés	boudinés
boules	balls
puantes	stinky
lancées	launched
couloirs	corridors
qu’une	a
mode	mode
naquit	was born
parmi	among
pratiquer	practice
sortilège	hex
têtenbulle	têtenbulle
eux	them
mêmes	same
quitter	leave
leur	their
apportait	brought
bouffée	puff
d’air	air
frais	fees
s’ils	if they
donnaient	gave
l’impression	printing
porter	wear
bocaux	jars
poissons	fish
rouges	red
l’envers	the upside
tête	head
arpentait	strode
cravache	whip
prête	ready
mains	hands
désespérant	desperate
coincer	stuck
mécréants	disbelievers
nombreux	many
savait	knew
quel	what
côté	side
tourner	turn
l’escouade	the squad
inquisitoriale	inquisitorial
tentait	tried
l’aider	the help
curieux	curious
maléfices	hexes
continuaient	continued
frapper	hit
membres	members
warrington	warrington
l’équipe	the team
quiddich	quiddich
serpentard	slytherin
arriva	came to pass
l’infirmerie	the infirmary
horrible	horrible
maladie	disease
peau	skin
donnait	gave
qu’on	we
l’avait	had
enduit	coating
cornfakes	cornfakes
pansy	pansy
parkinson	parkinson's
grand	great
bonheur	happiness
d’hermione	of hermione
rata	rata
tous	all
journée	day
suivante	following
parce	because
lui	him
poussait	pushing
bois	wood
attendant	waiting
on	it
commençait	started
rendre	make
pastilles	pellets
d’esquive	dodge
vendre	sell
poudlard	hogwarts
n’avait	had
qu’à	as
franchir	cross
seuil	threshold
assemblés	assembled
l’intérieur	inside
s’évanouissent	vanish
vomissent	vomit
présentent	exhibit
dangereuses	dangerous
fièvres	fevers
saignent	bleed
narines	nostrils
poussant	pushing
cris	cree
aigus	acute
rage	rage
frustration	frustration
elle	it
tracer	draw
mystérieux	mysterious
symptômes	symptoms
jusqu’à	up to
source	source
répétaient	repeated
obstinément	stubbornly
souffraient	suffered
d’	d’
‘umbrigeopathie’	‘umbrigeopathie’
après	after
avoir	have
mis	put
quatre	four
retenue	withholding
autant	as much
percer	drill
secret	secret
forcée	forced
d’abandonner	to abandon
laisser	let
saignants	bleeding
défaillants	failing
vomissant	vomiting
fiévreux	feverish
troupeaux	herds
utilisateurs	users
pouvaient	could
rivaliser	compete
maître	master
chaos	chaos
qu’était	that was
peeves	peeves
semblait	seemed
pris	taken
très	very
cœur	heart
dit	said
caquetant	cackling
comme	as
fou	crazy
volait	flying
château	castle
reversant	forth
tables	tables
jaillissant	gushing
tableaux	tables
renversant	reversing
statues	statues
vases	vases
fois	time
enferma	locked up
miss	miss
teigne	ringworm
armure	armor
d’où	where
tirée	from
miaulant	meowing
sourdement	slyly
concierge	concierge
furieux	furious
lançait	launched
lanternes	lanterns
éteignait	off
bougies	candles
jonglait	jonglait
torches	torches
allumées	lit
têtes	heads
d’élève	student
hurlants	howling
fit	fit
fumée	smoke
fenêtre	window
piles	batteries
parchemin	parchment
impeccablement	impeccably
rangées	rows
inonda	flooded
deuxième	second
ouvrant	opening
robinets	faucets
salle	room
bain	bath
jeta	threw
sac	bag
tarentules	tarantulas
plein	full
milieu	middle
petit	small
déjeuner	breakfast
prendre	take
seconde	second
répit	respite
passait	passed
heures	hours
suite	suite
flottant	floating
derrière	behind
rotait	rotait
bruyamment	loudly
chaque	each
qu’elle	it
parlait	spoke
personnel	staff
part	share
vouloir	want to
décarcasser	décarcasser
contraire	contrary
départ	starting
george	george
professeur	professor
passer	pass
application	application
décrocher	win
chandelier	candlestick
cristal	crystal
aurait	would
juré	juror
l’avoir	have
entendue	heard
l’esprit	the spirit
frappeur	batting
coin	corner
lèvres	lips
ça	it
dévisse	unscrewed
l’autre	the other
sens	meaning
couronner	top
tout	all
montague	montague
toujours	always
récupéré	retrieved
son	its
séjour	stay
toilettes	toilet
demeurait	remained
confus	confused
désorienté	disoriented
parents	parents
observés	observed
mardi	Tuesday
matin	morning
marchant	walking
grandes	large
enjambées	strides
cour	court
l’air	the air
extrêmement	extremely
colère	anger
devrait	should
quelque	some
chose	thing
hermione	hermione
voix	voice
inquiète	concerned
appuyant	pressing
visage	face
contre	against
d’enchantements	enchantments
façon	how
voir	see
m	m
mme	ms.
marcher	walk
a	has
propos	about
arrivé	arrived
cas	case
aiderait	help
madame	mrs.
pomfresh	pomfresh
soigner	treat
bien	well
non	not
guérira	cure
ron	ron
indifféremment	either
plus	more
problèmes	problems
umbidge	umbidge
ajouta	added
pointe	tip
satisfaction	satisfaction
tapèrent	tapèrent
légèrement	slightly
tasses	cups
sensés	supposed to
enchanter	enchant
baguettes	chopsticks
celle	the
jaillirent	out
courtes	short
pattes	legs
parvenaient	could
atteindre	reach
s’agitaient	flapping
vainement	in vain
vide	empty
poussèrent	pushed
maigrichonnes	maigrichonnes
fuselées	spindle-shaped
arrachèrent	rent
tasse	cup
difficulté	difficulty
tremblèrent	cowered
quelques	a few
secondes	seconds
puis	then
s’effondrèrent	collapsed
cassant	breaking
reparo	reparo
rapidement	quickly
rassemblant	bringing together
d’un	a
mouvement	movement
baguette	wand
c’est	it is
joli	nice
jamais	never
handicapé	disabled
définitivement	definitely
s’en	in
soucie	care
irrité	irritated
remettait	recovering
debout	standing
faiblement	low
nouveau	new
tremblant	tremblant
violemment	violently
niveau	level
genoux	knees
n’aurait	would
dû	due
essayer	try
d’enlever	to remove
ces	these
points	points
gryffondor	gryffindor
tu	you
veux	want to
t’inquiéter	worry
inquiètes-toi	worried about-you
moi	me
toi	you
s’étonna-t-elle	was surprised she
rattrapant	catching up
courait	ran
joyeusement	happily
vigoureuses	vigorous
battes	bats
base-ball	baseball
replaçant	replacing
face	in the face of
d’elle	it
pourquoi	why
devrais	should
m’inquiéter	I worry about
quand	when
prochaine	next
lettre	letter
maman	mom
sera	will be
enfin	finally
passé	past
travers	through
processus	process
censure	censorship
expliqua	explained
amèrement	bitterly
retenait	held
dont	which
tentaient	tried
supporter	bear
poids	weight
gros	wholesale
serait	would be
surpris	surprised
envoyé	sent
autre	other
beuglante	beuglante
mais…	but...
ma	my
faute	fault
vous	you
voyez	see
poursuivit	continued
sombrement	darkly
va	will
j’aurais	I would have
empêcher	prevent
attraper	catch
tirer	shoot
genre…	kind...
oui	yes
être	be
entièrement	fully
eh	eh
fait	fact
vraiment	really
injuste	unfair
n’aurais	would have
rien	nothing
suis	am
sûre	safe
fera	will
ont	have
local	local
chemin	path
traverse	crosses
planifier	plan
lustres	chandeliers
autres	other
comment	how
ont-ils	have they
