chapitre	chapter
16	16
la	the
tête	head
de	of
cochon	pig
hermione	hermione
ne	do
parla	spoke
pas	not
a	has
harry	harry
sa	its
suggestion	suggestion
originale	original
qu’il	it
donne	gives
des	of
cours	during
défense	defence
contre	against
forces	forces
du	the
mal	evil
pendant	during
deux	two
semaines	weeks
entières	whole
les	the
détentions	detentions
d'harry	harry
avec	with
umbridge	umbridge
étaient	were
finalement	finally
terminé	finished
(il	(it
douta	dubbed
si	if
mots	words
maintenant	now
gravés	engraved
dans	in
le	the
dos	back
main	hand
s'effaceraient	if effaceraient
jamais)	ever)
ron	ron
avait	had
eu	had
encore	yet
quatre	four
entraînements	workouts
quidditch	quidditch
et	and
n’avait	had
crié	shouted
dernier	last
tous	all
trois	three
avaient	had
réussi	successful
à	to
faire	do
disparaître	disappear
leurs	their
souris	mouse
transfiguration	transfiguration
(hermione	(hermione
en	in
réalité	reality
progressé	advanced
aux	the
chatons	kittens
disparaissants)	disparaissants)
avant	before
que	that
l'on	we
n'ait	did
abordé	addressed
sujet	about
nouveau	new
sur	on
une	a
soirée	evening
sauvage	wild
venteuse	windy
fin	end
septembre	September
amis	friends
assis	sitting
bibliothèque	library
cherchant	seeking
ingrédients	ingredients
breuvage	beverage
magique	magic
pour	for
rogue	rogue
'	'
je	I
me	me
demandais	wondering
dit	said
soudainement	suddenly
tu	you
as	as
pensé	thought
j'ai	I
grincheux	grumpy
peuvent	can
s’oublier	forget
cette	this
sorcières	witches
-	-
voulu	wanted
dire	say
l'idée	the idea
moi	me
alarmé	alarmed
menaça	threatened
regard	look
elle	it
regarda	looked at
fronçant	frowned
sourcils	eyebrows
'-oh	'-oh
ça	it
va	will
j'avais	I had
alors	then
–	-
nous	we
apprennes	learn
n'a	did
répondu	answered
immédiatement	immediately
il	it
feint	feint
lire	read
attentivement	carefully
page	page
d'anti-	anti-
venins	venoms
asiatiques	asian
parce	because
qu'il	it
voulait	wanted
donner	give
son	its
avis	notice
beaucoup	a lot
cela	this
durant	during
quinze	fifteen
jours	days
derniers	last
parfois	sometimes
semblé	seemed
idée	idea
folle	crazy
comme	as
nuit	night
ou	or
l'avaient	had
proposé	proposed
mais	but
d'autres	other
moments	moments
s'était	had
trouvé	found
pensant	thinking
charmes	charms
c’était	it was
servi	served
ses	its
rencontres	meetings
diverses	various
créatures	creatures
sombres	dark
mangemorts	mangemorts
bien	well
dit-il	he said
lentement	slowly
quand	when
pourrait	could
plus	more
feindre	feign
trouver	find
anti-venins	anti-venoms
intéressants	interesting
ouais	yeah
j'y	I
ai	I
un	a
peu	little
impatience	impatience
toi	you
jouant	playing
temps	time
regardant	looking at
c'était	it was
bonne	good
début	beginning
qui	that
sembla	seemed
l’aise	comfortable
conversation	conversation
été	been
sûr	course
qu'harry	harry
n'allait	did
commencer	start
crier	shout
changé	changed
inconfortablement	uncomfortably
chaise	chair
vous	you
savez	know
s’était	had
chance	chance
n'est-ce	is this
oui	yes
doucement	gently
tout	all
même	even
n'y	there
aucune	no
raison	reason
sois	am
bon	good
etais	was
seule	only
personne	person
l'année	the year
dernière	last
pouvait	could
rejeter	reject
malédiction	curse
d'imperius	imperius
complètement	completely
produit	product
patronus	patronus
fait	fact
toutes	all
sortes	kinds
choses	things
grands	great
magiciens	magicians
font	do
disait	said
toujours	always
viktor	viktor
autour	around
lui	him
rapidement	quickly
crampe	cramp
cou	neck
frottant	rubbing
vicky	vicky
l’a	the
ha	ha
d'une	a
voix	voice
ennuyée	bored
savait	knew
lui-même	himself
n'avait	had
était	was
année	year
durmstrang	durmstrang
regardait	watched
soupçonneusement	suspiciously
n’est	there is
contact	contact
j’y	I
suis	am
fraîchement	freshly
quoique	though
visage	face
soit	either
rose	pink
peux	can
avoir	have
correspondant	corresponding
veux	want to
être	be
seulement	only
ton	your
d’un	a
accusateur	accuser
secoua	shook
exaspérément	exaspérément
ignorant	ignoring
continuait	continued
l'observer	watch
qu’en	in
penses-tu	do you think
vas	vas
apprendre	learn
juste	just
anxieusement	anxiously
perd	loses
sang-froid	in cold blood
s'il	if it
te	te
plaît	please
pense	think
vraiment	really
devrez	will need to
quelqu'un	someone
veut	wants to
parlons	let's talk about
nous-mêmes	ourselves
v-voldemort	v-voldemort
oh	oh
soie	silk
pathétique	pathetic
semblerait	seems
raisonnable	reasonable
n'offrons	do not offer
autres	other
gens	people
l'a	the
instant	now
ensuite	then
doute	doubt
sauf	except
veuille	want to
élève	student
souviens	remember
pourrez	can
étonnés	surprised
combien	how
seraient	would be
intéressés	interested
par	by
donnerez	give
sérieusement	seriously
'écoute'	'listening'
se	is
pencha	bent
vers	to
l'observait	the observed
froncement	frowning .. 
écouter	listen
aussi	also
sais	know
premier	first
week-	week-
end	end
octobre	October
c’est	it is
week-end	weekend
préaulard	préaulard
pourions	may
demander	ask
est	is
intéressé	interested
rencontrer	meet
village	village
discuter	discuss
pourquoi	why
devons-nous	do we need to
l'extérieur	outside
l'école	the school
retournant	returning
au	the
diagramme	diagram
chinois	chinese
copiant	copying
qu'umbridge	that umbridge
serait	would be
très	very
heureux	happy
découvrait	discovered
ce	this
faisions	did
*	*
attendu	expected
voyage	travel
weekend	weekend
preaulard	preaulard
y	there
chose	thing
l’inquiétait	the worried
sirius	sirius
maintenu	maintained
silence	silence
pierreux	stony
depuis	since
apparu	appeared
feu	fire
qu'ils	they
fâché	angry
disant	saying
qu’ils	they
vienne-	vienna-
s'inquiétait	worried
puisse	can
jeter	throw
l'avertissement	the warning
vents	winds
apparaître	appear
toute	any
façon	how
qu'allaient-ils	what would they
grand	great
chien	dog
noir	black
venait	came
haut	top
rue	street
eux	them
peut-être	maybe
sous	under
nez	nose
draco	draco
malfoy	malfoy
reprocher	blame
vouloir	want to
sortir	out
discuté	discussed
craintes	fears
caché	hidden
ans	years
ca	ca
drôle	funny
moins	less
libre	free
enfermé	locked
cet	this
elfe	elf
horrible	horrible
froncé	ruched
autrement	otherwise
ignoré	ignored
légère	light
insulte	insult
kreacher	kreacher
l'ennui	boredom
a-t-elle	she
jusqu'à	up to
l'amour	love
ciel	sky
obligé	forced
rester	stay
ministère	department
stupide	stupid
rendre	make
compte	account
innocent	innocent
jusqu'a	until
acceptent	accept
d’écouter	to listen
dumbledore	dumbledore
fois	time
ces	these
imbéciles	fools
commencent	begin
attraper	catch
vrai	true
ils	they
verront	see
n’en	do
n'est	there is
marque	brand
part	share
assez	enough
vivifiamment	vivifiamment
fou	crazy
écoute	listening
n'aime	likes
entend	means
continué	continued
sembler	seem
inquiété	worried
Écoutes	Listen to
sommes	are
occupé	busy
avons	have
pensés	thought
quelques	a few
leçons	lessons
couple	couple
semble	seems
leur	their
vaguement	vaguely
esprit	spirit
t’inquiètes	don't worry
tranquillement	quietly
t’occuper	take care
sans	without
arrivé	arrived
peine	penalty
finir	finish
devoirs	duties
quoiqu'il	even though it
fasse	do
mieux	better
passé	past
chaque	each
colle	glue
niveau	level
travail	work
tandis	while
semaine	week
préfet	prefect
cependant	however
prenait	took
sujets	topics
n'importe	any
lequel	which
d'entre	of
non	not
fini	finished
constatait	found
tricoté	knitted
vêtements	clothing
d'elfe	elf
dû	due
admettre	admit
qu'elle	it
s'améliorait	improved
presque	almost
possible	possible
distinguer	distinguish
entre	between
chapeaux	hats
chaussettes	socks
matin	morning
visite	visit
eté	summer
brillant	brilliant
venteux	windy
aprés	after
petit	small
déjeuner	breakfast
ont	have
queue	tail
rusard	rusard
marqué	marked
noms	names
longue	long
liste	list
étudiants	students
permission	permission
parents	parents
tuteur	guardian
visiter	visit
douleur	pain
s'est	is
rappelé	recalled
n'irait	there would be a
arriva	came to pass
près	near
crackmol	crackmol
donna	donna
reniflement	sniffing
essayait	tried
détecter	detect
bouffée	puff
quelque	some
bref	brief
signe	sign
partie	part
rejoindre	join
euh	uh
t’as	you
reniflé	sniffed
demanda	asked
partirent	departed
vite	fast
portes	doors
hall	hall
suppose	guess
vérifiait	checked
l'odeur	the smell
bombabouzes	bombabouzes
rire	laugh
j’ai	I
oublié	forgot
raconta	told
l'histoire	the story
reçu	received
lettre	letter
explosa	exploded
colère	anger
secondes	seconds
tard	later
exigea	demanded
voir	see
À	To
surprise	surprise
histoire	history
fortement	strongly
intéressante	interesting
averti	warned
commandait	commanded
demande	request
haussant	raising
épaules	shoulders
penserait	think
marché	market
piliers	pillars
pierre	stone
tourné	shot
route	road
gardés	kept
fouet	whip
vent-	wind-
mettait	put
cheveux	hair
yeux	eyes
scepticisme	skepticism
resta	remained
entièrement	fully
pensée	thought
faubourgs	suburbs
où	where
allons-nous	are we going to
balai	broom
sortant	outgoing
rêverie	reverie
rempli	filled
bruyant	noisy
porc	pork
l’autre	the other
bar	bar
principale	main
c'est	it is
n'entrent	do
là	there
normalement	normally
donc	so
serons	will be
entendus	heard
descendirent	went down
magasin	store
farce	stuffing
attrape	grabs
zonko	zonko
wizarding	the wizarding
après	after
principal	main
n'ont	have
fred	fred
george	george
lee	lee
jordan	jordan
passèrent	passed
devant	before
poste	post
hiboux	owls
distribué	distributed
intervalles	intervals
réguliers	regular
remonté	reassembled
sommet	summit
d’une	a
transversale	cross-sectional
y’avait	there was
petite	small
auberge	hostel
bois	wood
battu	beat
accroché	hung
crochet	hook
rouillée	rusty
porte	door
dessus	top
image	image
coupée	cut
d'un	a
sanglier	boar
faisant	making
couler	flow
sang	blood
tissu	fabric
blanc	white
grincé	creaked
vent	wind
s’approchés	if approached
hésité	hesitated
allons-y	let's go
légèrement	slightly
nerveux	nervous
passa	spent
n'était	there was
dont	which
donné	given
impression	print
chaleur	heat
brillante	brilliant
propreté	cleanliness
pièce	room
sombre	dark
sale	dirty
forte	strong
odeur	smell
chèvres	goats
fenêtres	windows
incrusté	inlaid
crasse	grime
lumière	light
jour	day
pénétrer	enter
éclairée	lit
moignons	the stumps
bougies	candles
posées	asked
tables	tables
brutes	gross
plancher	floor
première	first
vue	view
comprimé	tablet
terre	earth
ait	has
rendu	rendering
au-dessous	below
saleté	dirt
accumulée	accumulated
siècles	centuries
qu’hagrid	that hagrid
yeh	yeh
arrivent	arrive
d’gens	of people
drôles	funny
expliquant	explaining
comment	how
gagné	won
l'oeuf	the egg
dragon	dragon
étranger	foreign
encapuchonné	the veil
demandé	asked
hagrid	hagrid
étrange	strange
l'étranger	the foreign
tenu	view
rencontre	meeting
vu	seen
qu’avoir	that have
mode	mode
homme	man
entière	full
enveloppée	wrapped
bandages	bandages
gris	grey
sales	sales
réussisse	to succeed
engloutir	swallow
verres	glasses
infinis	infinite
substance	substance
fumante	steaming
figures	figures
enveloppées	wrapped
capuchons	caps
assises	foundation
table	table
aurait	would
pu	could
penser	think
detraqueurs	detraqueurs
s'ils	if they
n'avaient	had
parlé	spoken
forts	strong
accents	accents
yorkshire	yorkshire
coin	corner
ombragé	shady
côté	side
cheminée	fireplace
sorcière	witch
voile	sailing
épais	thick
tombé	fallen
jusqu’a	until
orteils	toes
pouvaient	could
bout	end
avancé	advanced
…	...
murmura	whispered
sont	are
croisés	crusaders
particulièrement	particularly
lourdement	heavily
voeilée	voeilée
s’il	if it
t’es	you're
venu	come
l'esprit	the spirit
jette	throws
oeil	eye
d'évaluation	evaluation
figure(chiffre)	figure(figure)
voilée	veiled
femme	woman
ici	here
rien	nothing
qu’elle	it
peut	can
arrêter	stop
double	double
triple-vérifié	triple-checked
règlement	regulation
intérieur	inside
hors	out
limites	limits
spécifiquement	specifically
professeur	professor
flitwick	flitwick
permis	permit
d'entrer	to enter
m'a	me
conseillé	recommended
d'apporter	to make
nos	our
propres	own
cherché	sought
groupes	groups
d'étude	study
on	it
permet	allows
certainement	certainly
défilons	march
sèchement	curtly
d'autant	all
exactement	exactly
groupe	group
barman	bartender
dirigea	led
salle	room
derrière	behind
vieil	old
air	air
grognon	grumpy
longs	long
barbe	beard
mince	thin
familier	familiar
voulez	want to
