chapitre	chapter
32	32
hors	out
du	the
feu	fire
'	'
je	I
ne	do
vais	'll
pas	not
n'ai	haven
besoin	need
d'aller	go
à	to
l'infirmerie	the infirmary
veux	want to
il	it
bafouillait	bafouillait
en	in
essayant	trying
d'éloigner	away
brusquement	suddenly
le	the
professeur	professor
tofty	tofty
qui	that
regardait	watched
harry	harry
avec	with
beaucoup	a lot
d'inquiétude	anxiety
après	after
l'avoir	have
aider	help
quitter	leave
hall	hall
d'entrée	input
où	where
tous	all
les	the
élèves	students
regardaient	watched
fixement	staring
-	-
bien	well
monsieur	mr.
'balbutia	'stammered
essuyant	wiping
la	the
sueur	sweat
de	of
son	its
visage	face
vraiment	really
me	me
suis	am
juste	just
endormi	asleep
eu	had
un	a
cauchemar	nightmare
'la	'the
pression	pressure
des	of
examens	reviews
dit	said
vieux	old
magicien	magician
bienveillance	benevolence
tapotant	tapping
sur	on
l'épaule	the shoulder
cela	this
arrive	happens
jeune	young
homme	man
maintenant	now
verre	glass
d'eau	water
glacée	ice
et	and
peut-être	maybe
serez	will be
prêt	loan
retourner	return
au	the
grand	great
l'examen	review
est	is
presque	almost
fini	finished
mais	but
peut-	can-
etre	be
voulez	want to
vous	you
finir	finish
une	a
réponse	response
oui	yes
d'une	a
manière	way
extravagante	extravagant
dire	say
non	not
j'ai	I
fait	fact
ce	this
que	that
pouvais	could
pense	think
"	"
très	very
doucement	gently
j'irai	I will go
prendrai	take
votre	your
feuille	sheet
d'examen	review
suggère	suggests
alliez	go
allonger	lie
bas	the bottom
ferai	will
inclinant	tilting
tête	head
vigoureusement	vigorously
merci	thank you
a	has
seconde	second
talons	heels
vieil	old
disparurent	disappeared
seuil	threshold
monta	went up
l'escalier	the stairs
marbre	marble
courant	current
traversa	crossed
couloir	hallway
si	if
vite	fast
portraits	portraits
qu'il	it
passait	passed
murmuraient	murmured
reproches	blame
finalement	finally
entra	entered
comme	as
ouragan	hurricane
par	by
portes	doors
deux	two
battants	shutters
causant	causing
madame	mrs.
pomfresh	pomfresh
versait	paid
quelque	some
liquide	liquid
brillant	brilliant
bleu	blue
dans	in
bouche	mouth
ouverte	open
montagues	montagues
crier	shout
alarme	alarm
'potter	'potter
pensez-vous	do you think
faire	do
dois	do
voir	see
mcgonagall	mcgonagall
haleta	gasped
souffle	breath
déchirant	ripping
ses	its
poumons	lungs
c'est	it is
urgent	urgent
elle	it
n'est	there is
ici	here
potter	potter
tristement	sadly
été	been
transférée	transferred
ste-mangouste	ste-mongoose
matin	morning
quatre	four
charmes	charms
stupéfixants	stupéfixants
directement	directly
poitrine	chest
âge	age
miracle	miracle
qu'ils	they
l'ont	have
tuée	killed
parti	party
choqué	shocked
cloche	bell
sonna	rang
l'extérieur	outside
dortoir	dormitory
entendait	heard
grondement	rumble
habituel	usual
éloigné	remote
d'étudiants	students
commençant	starting
inonder	flood
d	d
couloirs	corridors
au-dessus	above
au-dessous	below
lui	him
était	was
resté	stayed
là	there
regardant	looking at
terreur	terror
montait	rose
l'intérieur	inside
n'avait	had
personne	person
parler	talk
dumbledore	dumbledore
hagrid	hagrid
s'attendait	expected
toujours	always
ait	has
irascible	irascible
inflexible	inflexible
présente	this
solidement	securely
jen	jen
étonné	surprised
soyez	be
sorte	so
d'approbation	approval
féroce	fierce
d'entre	of
eux	them
avait	had
pu	could
stupefixer	stupefixer
minerva	minerva
lumière	light
jour	day
lâcheté	cowardice
c'était	it was
méprisable	despicable
n'était	there was
inquiète	concerned
arriverait	happen
aux	the
étudiants	students
sans	without
moi	me
démissionnerais	would resign
protestation	protest
yeux	eyes
vides	empty
tournait	turned
autour	around
marchait	walked
grands	great
aveuglément	blindly
vers	to
grouillant	teeming
debout	standing
bousculé	rushed
foule	crowd
panique	panic
s'étendant	extending
gaz	gas
toxique	toxic
pour	for
sa	its
nagé	swam
pouvait	could
penser	think
quoi	what
ron	ron
hermione	hermione
voix	voice
courait	ran
nouveau	new
poussant	pushing
voie	way
se	is
moquant	laughing at
leurs	their
protestations	protests
descendit	went down
étages	floors
toute	any
vitesse	speed
haut	top
quand	when
vit	lives
criant	screaming
derrière	behind
immédiatement	immediately
regard	look
effrayé	scared
qu'est-ce	what is this
arrivé	arrived
va	will
tu	you
est-ce	is this
es	es
malade	sick
es-tu	are you
aller	go
'demanda	'asked
venez	come
rapidement	quickly
avancez-vous	go ahead-you
chose	thing
mena	mena
long	long
rez-de-chaussée	ground floor
embrasures	embrasures
enfin	finally
trouva	found
salle	room
classe	class
vide	empty
laquelle	which
plonga	plonga
fermant	closing
porte	door
voldemorts	voldemorts
sirius	sirius
comment	how
l'ai	I
vu	seen
l'instant	the moment
pendant	during
dont	which
blanc	white
sais	know
'dit	said
exactement	exactly
y	there
pièce	room
département	department
mystères	mysteries
pleins	full
planches	boards
couvertes	covered
ces	these
petites	small
ils	they
sont	are
fin	end
rangée	row
quatre-vingt-dix-sept	ninety-seven
essaye	try
d'utiliser	use
avoir	have
veut	wants to
torture	torture
finira	will
tuer	kill
constata	found
tremblait	shaking
genoux	knees
alla	alla
bureau	office
s'assit	sat
maîtriser	master
allons	will
nous	we
rendre	make
leur	their
demanda	asked
t	t
moment	time
silence	silence
alors	then
'y	there
arrivez	arrive
pouvons	can
sauver	save
fort	fort
faiblement	low
comprendre	understand
pourquoi	why
bâillaient	bâillaient
s'il	if it
demandait	asked
peu	little
raisonnable	reasonable
plutôt	rather
effrayée	scared
er	er
voldemort	voldemort
est-il	is it
entré	entered
ministère	department
magie	magic
quelqu'un	someone
sache	know
pourrais-je	could I
savoir	know
beugla	beugla
question	question
entrer	enter
prenant	taking
cinq	five
heures	hours
l'après-midi	in the afternoon
doit	must
être	be
plein	full
d'employés	employees
sont-ils	are they
entrés	entered
probablement	probably
magiciens	magicians
plus	more
recherchés	searched
monde	world
penses	think
pourraient	could
bâtiment	building
d'aurors	of aurors
détecté	detected
utilisé	used
cape	cape
d'invisibilité	invisibility
ou	or
cria	cried
façon	how
complètement	completely
chaque	each
fois	time
j'y	I
ai	I
n'y	there
jamais	never
tranquillement	quietly
as	as
rêvé	dreamed
cet	this
endroit	place
tout	all
rêves	dreams
normaux	normal
levant	rising
près	near
d'elle	it
tour	tour
voulait	wanted
secouer	shake
explique-tu	"you
père	father
fait-il	it
savais	knew
point	point
probable	likely
désespérément	desperately
diable	devil
pourrait	could
place	place
grimmauld	grimmauld
temps	time
peut	can
craqué	cracked
voulu	wanted
prendre	take
bon	good
bol	bowl
d'air	air
frais	fees
d'un	a
air	air
inquiet	worried
mort	death
d'envie	envy
sortir	out
cette	this
maison	home
depuis	since
éternité	eternity
persista	persisted
utiliser	use
obtenir	get
l'arme	the weapon
soit	either
raisons	reasons
hurla	screamed
soucie	care
mal	evil
savez	know
viens	just
calme	quiet
frère	brother
mangemort	mangemort
n'est-ce	is this
secret	secret
ouais	yeah
garder	keep
enfermé	locked
regarde	look at
désolé	sorry
pleura	wept
aucun	no
signifie	means
n'avons	have
aucune	no
preuve	proof
chacune	each
vos	your
idées	ideas
encore	yet
déterminé	determined
j'allais	I was going to
te	te
que-	that-
critique	critical
-tu	you
sauve-gens	saves-people
regarda	looked at
veux-tu	do you want to
"un	"a
sauve-gens"	saves-people"
semblait	seemed
appréhensive	apprehensive
l'année	the year
dernière	last
exemple	example
lac	lake
tournoi	tournament
devais	had to
petite	small
delacour	delacour
t'es	you're
emporté	away
vague	wave
chaleur	heat
colère	anger
balayant	sweeping
corps	body
d'harry	harry
pouvait-elle	could she
rappeler	remember
bévue	blunder
ta	your
part	share
pétrifié	petrified
chacun	each
pensé	thought
merveilleuse	wonderful
faire-	do-
drôle	funny
travers	through
dents	teeth
parce	because
souviens	remember
disant	saying
j'	j'
avais	had
gaspillé	wasted
agissant	acting
héros	hero
cà	cà
estimes	reckon
agir	act
consterné	appalled
crache	spits
perdons	lose
j'essaye	I try
connaît	knows
pris	taken
ginny	ginny
chambre	room
secrets	secrets
t'amener	bring you
sait	knows
genre	kind
irait	would
l'aide	using
mys-	mys-
n'importe	any
l'a	the
m'y	me
amener	bring
pas-	not-
ont	have
envoyé	sent
l'ordre	the order
poudlard	hogwarts
-et	-and
ton	your
rêve	dream
libera	libera
hurlement	howl
frustration	frustration
s'éloigna	walked away
alarmée	alarmed
comprends	understand
'lui	'he
cauchemars	nightmares
l'occlumency	the occlumency
servait	served
penses-tu	do you think
m'empêché	I prevented
choses	things
qu'elles	they
rÉels	real
piège	trap
obtenu	obtained
d'autre	on the other
sommes	are
seuls	only
peuvent	can
excellent	excellent
correctement	properly
n'as	did
problème	problem
mon	my
toi	you
sauvai	sauvai
detraqueurs	detraqueurs
tourna	turned
soeur	sister
sauvais	running away
basilic	basil
j'avais	I had
passion	passion
acharnement	hard
apprennes	learn
fermer	close
esprit	spirit
appris	learned
n'aurais	would have
n'avais	had
rien	nothing
vu-	having regard to-
t'	t'
dis	say
qu'	that
important	important
aurait	would
diffÉrent	different
savait	knew
venais-	just-
s'ouvrit	opened
curieux	curious
étroitement	closely
suivi	follow-up
luna	luna
d'habitude	usually
dedans	in
accidentellement	accidentally
hé	hey
certitude	certainty
avons	have
reconnu	recognized
hurlez-	scream-
ca	ca
leva	rose
sourcils	eyebrows
a-t-elle	she
fraîchement	freshly
demandais	wondering
seulement	only
peux	can
bientôt	soon
grossier	coarse
sereinement	serenely
jura	jura
retourna	returned
même	even
voulue	desired
conversation	conversation
lovegood	lovegood
attendez	wait
soudainement	suddenly
elles	they
regardèrent	looked
Écoutez	Listen
instamment	urges
devons	must
établir	establish
laissé	left
quartier	district
général	general
t'en	you
prie	pray
plaît	please
vérifions	check
avant	before
chargions	loaded
londres	london
découvrons	discover
donc	so
jure	swear
n'essayerai	do not try
arrêter	stop
viendrai	come
faut	must
t'aider	help
torturé	tortured
perdre	lose
vérifier	check
exigea	demanded
'comment	'how
devrons	will have to
d'umbridge	of umbridge
contact	contact
terrifié	terrified
pensée	thought
emmènerons	take
umbridge	umbridge
loin	far
aurons	will
