chapitre	chapter
31	31
les	the
buse	nozzle
l'enthousiasme	the enthusiasm
de	of
ron	ron
pour	for
aider	help
gryffondor	gryffindor
à	to
gagner	win
la	the
coupe	cup
quidditch	quidditch
était	was
tel	such
qu'il	it
ne	do
pouvait	could
pas	not
penser	think
autre	other
chose	thing
le	the
lendemain	next day
tout	all
ce	this
voulut	wanted
faire	do
fut	was
discuter	discuss
du	the
match	match
et	and
harry	harry
hermione	hermione
trouvèrent	found
aucun	no
moment	time
mentionner	mention
grawp	grawp
n’est	there is
que	that
chacun	each
d’eux	of them
essayé	tried
lui	him
dire	say
plusieurs	several
fois	time
tenait	held
être	be
celui	the
qui	that
ferait	would
revenir	return
réalité	reality
d’une	a
façon	how
si	if
brutale	brutal
comme	as
c'était	it was
une	a
superbe	superb
journée	day
très	very
chaude	hot
ils	they
persuadèrent	convinced
rejoindre	join
réviser	review
sous	under
hêtre	beech
au	the
bord	edge
lac	lake
où	where
avaient	had
moins	less
chance	chance
d’être	to be
surpris	surprised
dans	in
salle	room
commune	common
n'était	there was
particulièrement	particularly
emballé	packed
par	by
cette	this
idée	idea
d'abord	first
-	-
il	it
aimait	loved
beaucoup	a lot
recevoir	receive
grandes	large
tapes	tapes
dos	back
chaque	each
passait	passed
côté	side
sa	its
chaise	chair
explosions	explosions
occasionnelles	occasional
'	'
weasley	weasley
est	is
notre	our
roi	king
mais	but
après	after
un	a
reconnut	recognized
qu’un	a
peu	little
d’air	air
frais	fees
pourrait	could
bien	well
répandirent	spread
leurs	their
livres	books
l'ombre	the shadow
s’assirent	sat
tandis	while
leur	their
parlait	spoke
son	its
premier	first
arrêt	stop
ressemblait	looked like
summum	ultimate
celui-ci	it
bon	good
en	in
fait	fact
j'avais	I had
déjà	already
entrer	enter
des	of
davies	davies
donc	so
je	I
me	me
sentais	felt
rien	nothing
d’autre	on the other
confiant	confident
jusqu’à	up to
bradley	bradley
fonce	dark
droit	right
vers	to
moi	me
arrivant	arriving
nulle	void
part	share
j'ai	I
pensé	thought
tu	you
peux	can
environ	about
seconde	second
décider	decide
quelle	what
voler	fly
vous	you
comprenez	understand
on	it
aurait	would
dit	said
qu’il	it
venait	came
droite	right
but	purpose
ma	my
évidemment	of course
gauche	left
l’étrange	the strange
sentiment	feeling
bluffait	was bluffing
confiance	trust
mon	my
instinct	instinct
j’ai	I
volé	stolen
sur	on
veux	want to
avez	have
vu	seen
arrivé…	arrived...
conclut-il	he concludes
modestement	modestly
balayant	sweeping
ses	its
cheveux	hair
