chapitre	chapter
9	9
les	the
malheurs	woes
de	of
mme	ms.
wealsey	wealsey
le	the
départ	starting
précipité	precipitated
dumbledore	dumbledore
pris	taken
harry	harry
complètement	completely
par	by
surprise	surprise
il	it
resta	remained
assis	sitting
où	where
était	was
dans	in
la	the
chaise	chair
enchaîné	chained
luttant	fighting
avec	with
ses	its
sentiments	feelings
se	is
choc	shock
et	and
soulagement	relief
wizengamot	wizengamot
levait	rose
tous	all
parlant	speaking
rassemblant	bringing together
leur	their
feuille	sheet
rangeant	ranking
plus	more
loin	far
leva	rose
personne	person
ne	do
semblait	seemed
lui	him
accordé	granted
moindre	less
part	share
attention	attention
sauf	except
une	a
sorcière	witch
face	in the face of
crapaud	toad
assise	sitting
à	to
droite	right
fudge	fudge
qui	that
regardait	watched
fixement	staring
plutôt	rather
que	that
l’ignorance	ignorance
essaya	tried
capter	capture
regard	look
ou	or
bone	bone
voulant	wanting to
demander	ask
s’il	if it
pouvait	could
partir	from
mais	but
déterminé	determined
pas	not
faire	do
bones	bones
occupé	busy
sa	its
mallette	case
alors	then
fit	fit
quelque	some
tentative	attempt
vers	to
sortie	output
puisque	since
rappelais	remember
opta	opta
pour	for
marche	walking
très	very
rapide	fast
dernier	last
course	race
força	forced
porte	door
ouverte	open
heurta	hit
presque	almost
m	m
weasley	weasley
tenait	held
tout	all
fait	fact
l’extérieur	outside
ayant	having
l’air	the air
pale	blade
inquiet	worried
n’a	did
dit…	said...
acquitté	paid
dit	said
fermant	closing
derrière	behind
toutes	all
charges	expenses
radieux	radiant
prit	took
épaules	shoulders
c’est	it is
fantastique	fantastic
enfin	finally
bien	well
sûr	course
te	te
juger	judge
coupable	guilty
c’était	it was
évident	obvious
même	even
ça	it
je	I
peux	can
prétendre	claim
j’étais…	I was...
tue	kills
car	because
cour	court
venait	came
juste	just
s’ouvrir	open
encore	yet
vidait	emptied
barbe	beard
merlin	merlin
s’exclama	exclaimed
étonné	surprised
poussant	pushing
sur	on
côté	side
laisser	let
passer	pass
tu	you
jugé	found
au	the
complet	complete
crois	believe
doucement	gently
un	a
deux	two
sorcier	sorcerer
firent	did
signe	sign
tête	head
qu’il	it
passait	passed
uns	each
incluant	including
madame	mrs.
dirent	said
bonjour	hello
arthur	arthur
plupart	most
évitait	avoided
cornelius	cornelius
étaient	were
pratiquement	virtually
derniers	last
quitter	leave
donjon	dungeon
agit	is
comme	as
si	if
faisait	was
parti	party
du	the
décor	decor
regarda	looked at
sans	without
des	of
yeux	eyes
qu’elle	it
percy	percy
ignora	ignored
son	its
père	father
marcha	walked
devant	before
eux	them
tenant	taking into
large	wide
rouleau	roll
parchemin	parchment
poignée	handle
plume	pen
réserve	reserve
dos	back
droit	right
nez	nose
en	in
traits	features
bouche	mouth
raidirent	raidirent
peu	little
dehors	outside
cela	this
donna	donna
aucun	no
voir	see
troisième	third
fils	son
vais	'll
ramener	bring
immédiatement	immediately
pourras	can
dire	say
aux	the
autres	other
bonne	good
nouvelle	new
dit-il	he said
faisant	making
s’avancer	advance
disparaissait	disappeared
escaliers	stairs
niveau	level
déposer	file
allant	from
toilette	toilet
bethnal	bethnal
green	green
allez	go
viens	just
qu’est	that is
ce	this
vous	you
devez	must
propos	about
demanda	asked
souriant	smiling
soudainement	suddenly
cinq	five
fois	time
drôle	funny
qu’a	that has
l’ordinaire	the ordinary
commençait	started
réaliser	make
acquitter	pay
allait	would
retourner	return
poudlard	hogwarts
oh	oh
simple	simple
contre	against
sort	fate
montait	rose
l’escalier	the stairs
n’est	there is
autant	as much
qu’à	as
réparer	repair
dommages	damage
l’attitude	the attitude
vandalisme	vandalism
harceler	harass
moldus	muggle
peut	can
sonner	ring
certain	some
chose	thing
l’expression	the expression
profond	deep
mauvais	bad
moi	me
je…	I...
s’arrêta	stopped
plein	full
milieu	middle
phrase	sentence
d’atteindre	to achieve
corridor	corridor
quelques	a few
lieux	places
d’eux	of them
calmement	calmly
grand	great
homme	man
chevelure	hair
luisante	shiny
visage	face
pointu	sharp
second	second
retourna	returned
aussi	also
conversation	conversation
gris	grey
froid	cold
rétrécirent	rétrécirent
fixèrent	fixed
bien…	well...
patronus	patronus
potter	potter
lucius	lucius
malefoy	malfoy
froidement	coldly
sentit	felt
perdre	lose
souffle	breath
avait	had
marché	market
solide	solid
dernière	last
vu	seen
ces	these
froids	cold
interstice	gap
d’une	a
cagoule	hood
mangemorts	mangemorts
entendu	heard
cette	this
voix	voice
cimetière	cemetery
lord	lord
voldemort	voldemort
torturait	tortured
croire	believe
malfoy	malfoy
osait	dare
regarder	watch
là	there
ministère	department
magie	magic
parlait	spoke
qu’harry	harry
prévenu	warned
y	there
a	has
longtemps	for a long time
mangemort	mangemort
ministre	minister
justement	precisely
train	train
me	me
parler	talk
votre	your
échappatoire	escape
chanceuse	lucky
d’un	a
ton	your
traînant	dragging
étonnant	amazing
facilité	ease
laquelle	which
continuer	continue
tirer	shoot
chaque	each
mauvaise	bad
passe…	...
serpent	snake
agrippa	agrippa
l’épaule	the shoulder
avertissement	warning
ouais	yeah
suis	am
bon	good
m’échapper	escape me
jusqu’au	until the
fais-tu	do you
ici	here
travaille	works
