chapitre	chapter
20	20
le	the
récit	story
d'hagrid	of hagrid
harry	harry
courut	ran
jusqu'au	until the
dortoir	dormitory
des	of
garçons	boys
pour	for
récupérer	recover
sa	its
cape	cape
d'invisibilité	invisibility
et	and
la	the
carte	card
du	the
maraudeur	marauder
dans	in
valise	suitcase
il	it
fut	was
si	if
rapide	fast
que	that
lui	him
ron	ron
étaient	were
prêts	loans
à	to
partir	from
au	the
moins	less
5	5
minutes	minutes
avant	before
qu'hermione	as hermione
se	is
dépêche	hurry
de	of
revenir	return
filles	girls
portant	bearing
un	a
pull	pull
gants	gloves
ses	its
chapeaux	hats
elfe	elf
fait	fact
main	hand
'eh	'eh
bien	well
froid	cold
dehors	outside
'	'
dit-elle	she said
défense	defence
comme	as
claquait	slamming
langue	language
impatiemment	anxiously
ils	they
faufilèrent	faufilèrent
travers	through
trou	hole
portrait	portrait
couvrirent	covered
hâtivement	hastily
-	-
avait	had
tellement	so
grandi	grew up
qu'il	it
devait	should
maintenant	now
s'accroupir	crouch
éviter	avoid
pieds	feet
dépassent	exceed
alors	then
déplaçant	moving
lentement	slowly
avec	with
attention	attention
progressèrent	progressed
vers	to
bas	the bottom
nombreux	many
escaliers	stairs
faisant	making
pauses	breaks
vérifier	check
sur	on
les	the
marques	brands
rusard	rusard
ou	or
mrs	mrs
norris	norris
chanceux	lucky
ne	do
virent	saw
personne	person
part	share
nick	nick
quasi	almost
sans	without
tête	head
qui	that
glissait	glided
distraitement	absently
fredonnant	humming
quelque	some
chose	thing
ressemblait	looked like
terriblement	terribly
"weasley	"weasley
est	is
notre	our
roi"	king"
hall	hall
d'entrée	input
puis	then
sol	soil
silencieux	silent
neigeux	snowy
énorme	huge
battement	beat
cœur	heart
vit	lives
petites	small
lumières	lights
dorées	golden
carrées	square
en	in
face	in the face of
fumée	smoke
serpentant	winding
au-dessus	above
cheminée	fireplace
mit	mit
marcher	walk
rapidement	quickly
deux	two
autres	other
coudoyant	elbowing
heurtant	hitting
derrière	behind
écrasèrent	crushed
neige	snow
joyeusement	happily
jusqu'à	up to
ce	this
qu'ils	they
atteignent	reach
porte	door
bois	wood
maison	home
quand	when
leva	rose
son	its
poing	fist
cogna	knocked
trois	three
fois	time
chien	dog
aboyer	barking
follement	madly
l'intérieur	inside
'hagrid	'hagrid
c'est	it is
nous	we
