chapitre	chapter
7	7
le	the
ministÈre	department
de	of
la	the
magie	magic
harry	harry
se	is
réveilla	woke up
brusquement	suddenly
vers	to
5	5
heures	hours
et	and
demie	half
c'était	it was
comme	as
si	if
quelqu'un	someone
avait	had
hurlé	screamed
dans	in
son	its
oreille	ear
apres	after
quelques	a few
instants	moments
il	it
resta	remained
immobile	still
simple	simple
pensée	thought
l'audience	the hearing
disciplinaire	disciplinary
empli	filled
chaque	each
particules	particles
cerveau	brain
incapable	unable
supporter	bear
sauta	jumped
du	the
lit	bed
mit	mit
ses	its
lunettes	glasses
madame	mrs.
weasley	weasley
repasser	iron
jeans	jeans
tee-shirt	t-shirt
les	the
avaient	had
déposés	filed
fraîchement	freshly
blanchi	bleached
au	the
pied	foot
dirigea	led
vêtements	clothing
l'image	the image
blanche	white
qui	that
trouvait	was
sur	on
mur	wall
étais	was
voilée	veiled
derrière	behind
un	a
rideau	curtain
rit	laughs
nouveau	new
ron	ron
était	was
couché	lying
étendu	extended
dos	back
sa	its
bouche	mouth
grand	great
ouverte	open
endormi	asleep
ne	do
remua	stir
pas	not
lorsque	when
traversa	crossed
salle	room
marcha	walked
hors	out
pièce	room
ferma	closed
porte	door
doucement	gently
lui	him
essaya	tried
penser	think
que	that
prochaine	next
fois	time
ou	or
verrait	would
ils	they
seront	will be
peut	can
être	be
plus	more
des	of
amis	friends
poudlard	hogwarts
silencieusement	silently
bas	the bottom
escaliers	stairs
passa	spent
devant	before
têtes	heads
ancêtres	ancestors
kreacher	kreacher
retrouva	found
en	in
cuisine	kitchen
prévu	expected
qu'elle	it
soit	either
vide	empty
mais	but
quand	when
atteignit	reached
entendît	heard
grondement	rumble
doux	soft
voix	voice
trouvant	finding
l'autre	the other
côté	side
poussa	pushed
vît	saw
monsieur	mr.
sirius	sirius
lupin	lupin
tonks	tonks
presque	almost
s'ils	if they
l'attendaient	the expected
à	to
voir	see
apparaître	appear
d'une	a
seconde	second
une	a
autre	other
étaient	were
tous	all
entièrement	fully
habillé	dressed
mise	update
a	has
apart	apart
portait	wore
toujours	always
robe	dress
chambre	room
violette	violet
elle	it
leva	rose
dès	as soon
fît	cause
apparition	appearance
-le	-the
petit	small
déjeuner	breakfast
est	is
servi	served
dit-elle	she said
dirigeant	officer
baguette	wand
feu	fire
-bonjour	-hello
dit	said
baillant	yawning
cheveux	hair
blonds	blonde
bouclés	curly
ce	this
matin	morning
-bien	-well
dormi	slept
-ouais	-yeah
-je	I
suis	am
resté	stayed
éveillé	awake
toute	any
nuit	night
-viens	-come
assieds-toi	sit down
rapprocha	drew
chaise	chair
poussant	pushing
celle	the
d'a	a
coté	side
-que	-that
veux-tu	do you want to
demanda	asked
lard	bacon
salé	salty
muffins	muffins
oeuf-bacon	egg-bacon
toast	toast
-seulement	-only
seulement	only
merci	thank you
répondit	replied
jeta	threw
