chapitre	chapter
un	a
essentiels	essential
pour	for
les	the
débutants	beginners
il	it
n`y	there
aura	will
aucun	no
besoin	need
de	of
parler	talk
professeur	professor
umbridge	umbridge
laissa	let
le	the
tableau	table
noir	black
et	and
se	is
rendit	made
à	to
sa	its
chaise	chair
derrière	behind
son	its
bureau	office
observant	observing
avec	with
ces	these
grands	great
yeux	eyes
attentivement	carefully
harry	harry
tourna	turned
la	the
page	page
cinq	five
copie	copy
théorie	theory
magique	magic
défensive	defensive
commença	started
lire	read
c`était	it was
désespérément	desperately
ennuyeux	boring
aussi	also
mauvais	bad
qu`écouter	listen to
binns	binns
sentit	felt
concentration	concentration
s`éloigner	away
avait	had
bientôt	soon
lu	read
même	even
ligne	line
une	a
douzaine	dozen
fois	time
sans	without
comprendre	understand
signification	meaning
des	of
mots	words
plusieurs	several
minutes	minutes
passèrent	passed
À	To
côté	side
lui	him
ron	ron
l`esprit	the spirit
ailleurs	elsewhere
jouait	played
plume	pen
entre	between
ses	its
doigts	fingers
regardant	looking at
tache	spot
sur	on
regarda	looked at
droit	right
devant	before
eut	had
surprise	surprise
vie	life
hermione	hermione
n`avait	had
pas	not
ouvert	open
elle	it
dévisageait	stared at
fixement	staring
main	hand
dans	in
airs	air
ne	do
pouvait	could
souvenir	remember
négligeant	neglecting
s`instruire	learn
ou	or
résister	resist
tentation	temptation
d`ouvrir	open
tout	all
livre	book
qui	that
soit	either
sous	under
nez	nose
mais	but
secoua	shook
tête	head
indiquer	indicate
simplement	simply
qu`elle	it
n`allait	did
répondre	reply
aux	the
questions	questions
continua	continued
regarder	watch
regardait	watched
résolument	resolutely
autre	other
direction	management
après	after
que	that
soient	are
passées	past
n`était	there was
seul	only
