chapitre	chapter
34	34
le	the
département	department
des	of
mystères	mysteries
harry	harry
passe	pass
la	the
main	hand
dans	in
crinière	mane
du	the
thestral	thestral
plus	more
proche	close
plaça	plaça
un	a
pied	foot
sur	on
tronçon	stretch
voisin	neighbor
et	and
brouillé	scrambled
maladroitement	awkwardly
au	the
dos	back
de	of
soie	silk
chevaux	horses
il	it
n'a	did
pas	not
refusé	refused
mais	but
a	has
tordu	twisted
sa	its
tête	head
autour	around
crocs	crocs
dénudés	bare
essayés	tried
pour	for
continuer	continue
son	its
lèchement	licking
ses	its
robes	dresses
longues	long
trouvé	found
une	a
manière	way
loger	you can stay
genoux	knees
derrière	behind
les	the
joints	joints
d'aile	wing
ce	this
qui	that
lui	him
donné	given
sensation	sensation
d	d
être	be
bloqué	blocked
puis	then
regarda	looked at
autres	other
neville	neville
s'était	had
soulevé	raised
au-dessus	above
prochain	next
essayait	tried
maintenant	now
balancer	swing
jambe	leg
courte	short
créature	creature
luna	luna
était	was
déjà	already
en	in
place	place
se	is
reposer	rest
côté-sellent	side-saddle
l'ajustement	the adjustment
comme	as
elle	it
fait	fact
chaque	each
jour	day
ron	ron
hermione	hermione
ginny	ginny
cependant	however
tenaient	held
immobiles	still
bouche	mouth
ouverte	open
regardaient	watched
toujours	always
'quoi	'what
'	'
dit	said
'comment	'how
sommes	are
nous	we
suposés	expected to be
monter	mount
dessus	top
’dit	said
faiblement	low
'quand	'when
ne	do
pouvons	can
voir	see
choses	things
'oh	'oh
c’est	it is
facile	easy
'a	'
glissant	sliding
obligeamment	helpfully,
marchant	walking
vers	to
'venez	'come
ici…'	here...'
tiré	shot
l'autre	the other
côté	side
tenant	taking into
à	to
est	is
parvenue	received
aider	help
tous	all
trois	three
extrêmement	extremely
nerveux	nervous
leurs	their
mains	hands
leur	their
saisir	enter
avant	before
qu'elle	it
soit	either
revenue	revenue
propre	own
coursier	courier
c'est	it is
fou	crazy
'murmura	'whispered
déplaçant	moving
libre	free
délicatement	gently
travers	through
cou	neck
cheval	horse
'fou…	'crazy...
si	if
je	I
pourrais	could
juste	just
-	-
'il	'it
vaut	worth
mieux	better
toi	you
qu’il	it
invisible	invisible
obscurément	darkly
'nous	'we
prêts	loans
alors	then
ils	they
ont	have
incliné	inclined
têtes	heads
vu	seen
cinq	five
paires	pairs
serrer	tighten
sous	under
'ok…'	'ok...'
regardé	watched
fond	background
noire	black
glacée	ice
avalé	swallowed
'ministère	'ministry
magie	magic
l'entrée	the entry
visiteurs	visitors
londres	london
incertain	uncertain
'euh…si	'uh...if
vous	you
savez	know
où	where
aller…"	go..."
pendant	during
moment	time
n’a	did
rien	nothing
tout	all
avec	with
mouvement	movement
rapide	fast
l'a	the
presque	almost
déplacé	moved
ailes	wings
sont	are
prolongées	extended
s'est	is
tapi	tapi
lentement	slowly
monté	mounted
flèche	arrow
haut	top
tellement	so
rapidement	quickly
pente	slope
que	that
dû	due
bras	arm
jambes	legs
étroitement	closely
éviter	avoid
glisser	drag
l'arrière	the rear
culotte	panties
osseuse	bone
fermé	closed
yeux	eyes
serré	tight
visage	face
bas	the bottom
soyeuse	silky
qu'ils	they
éclataient	flashed
par	by
branches	branches
élevées	high
arbres	trees
montaient	rose
dehors	outside
coucher	bedroom
soleil	sun
rouge	red
sang	blood
n’aurait	would
jamais	never
pensé	thought
déplacerait	move
aussi	also
strié	striated
au-	at-
château	castle
larges	large
battant	flying
peine	penalty
l'air	the air
refroidissant	cooling
giflait	giflait
basculés	toggled
contre	against
vent	wind
semblé	seemed
rond	round
camarades	comrades
montants	amounts
long	long
chacun	each
d'eux	of them
plié	folded
possible	possible
protéger	protect
sillage	wake
étaient	were
poudlard	hogwarts
avait	had
passé	past
pré-au-lard	pre-to-bacon
pu	could
montagnes	mountains
caniveaux	gutters
au-dessous	below
commençait	started
prendre	take
fin	end
petites	small
collections	collections
lumières	lights
passaient	passed
villages	villages
route	road
laquelle	which
voiture	car
simple	simple
passait	passed
collines	hills
jusqu’à	up to
maison	home
…	...
bizarre	weird
entendu	heard
hurlement	howl
quelque	some
part	share
imaginé	imagined
comment	how
doit	must
sentir	feel
expédier	ship
cette	this
taille	size
sans	without
moyens	means
évidents	obvious
d'appui	support
crépuscule	twilight
tombé	fallen
ciel	sky
tournait	turned
lumière	light
pourpre	purple
sombre	dark
salie	salie
étoiles	star
argentées	silver
minuscules	tiny
bientôt	soon
seulement	only
villes	cities
moldus	muggle
n'importe	any
quel	what
indice	index
quelle	what
distance	distance
terre	earth
ou	or
vitesse	speed
voyageaient	travelling
été	been
enroulés	wrapped
voulu	wanted
bien	well
aller	go
vite	fast
ça	it
égal	equal
beaucoup	a lot
d'heures	hours
écoulés	passed
depuis	since
qu'il	it
sirius	sirius
trouver	find
plancher	floor
mystères…	mysteries...
combien	how
longtemps	for a long time
serait	would be
capable	able
résister	resist
voldemort	voldemort
savait	knew
sûr	course
parrain	sponsor
n'avait	had
l’aurait	would have
ni	or
mort	death
convaincu	convinced
résultats	results
l'auraient	would
jubilation	jubilation
cours	during
fureur	fury
corps	body
faisant	making
mal	evil
cicatrice	scar
péniblement	painfully
eu	had
m	m
weasley	weasley
nuit	night
lorsqu’il	when it
attaqué	attacked
volé	stolen
l'obscurité	the dark
sourcilleuse	gathering
senti	felt
raide	stiff
froid	cold
engourdies	numb
saisissaient	type
côtés	sides
osé	dared to
déplacer	move
pieds	feet
peur	fear
glissent…	slide...
sourd	deaf
précipitation	precipitation
tonnerre	thunder
d'air	air
oreilles	ears
sèche	dry
congelée	frozen
perdu	lost
sens	meaning
venus	come
toute	any
foi	faith
bête	beast
strie	streak
immobile	still
bon	good
escient	use
agitant	waving
expédiait	sent
s'ils	if they
arrivaient	arrived
trop	too
tard…	later...
encore	yet
vivant	living
combat	combat
peux	can
sentir…	feel...
décidé	decided
n'allait	did
craquer…	crack...
sais…	know...
l’estomac	the stomach
d’harry	harry
secousse	shake
chef	chief
thestrals	thestrals
dirigeait	led
soudainement	suddenly
réellement	actually
glissé	slipped
quelques	a few
pouces	inches
déscendaient	déscendaient
enfin…	finally...
entendre	hear
cri	cry
perçant	piercing
tourné	shot
dangereusement	dangerously
n’y	there
voyait	saw
aucun	no
signe	sign
d'un	a
chute	fall
vraisemblablement	likely
avaient	had
reçu	received
choc	shock
changement	change
direction	management
l’a	the
lumineuses	bright
devenaient	became
grandes	large
rondes	round
pouvaient	could
toits	roofs
bâtiments	buildings
jets	jets
phares	headlights
lumineux	bright
d'insecte	insect
places	places
jaune	yellow
pâle	pale
fenêtres	windows
qu’ils	they
dévalaient	rolled down
trottoir	sidewalk
saisi	seized
dernière	last
once	ounce
force	force
attaché	attached
impact	impact
soudain	suddenly
touché	hit
légèrement	slightly
qu'une	a
ombre	shadow
arrière	rear
regardant	looking at
rue	street
saut	jump
débordement	overflow
chemin	path
court	short
cabine	cabin
téléphonique	telephone
vandalisée	vandalized
vidangée	drained
couleur	color
lueur	glow
orange	orange
plate	flat
lanternes	lanterns
débarqué	landed
peu	little
loin	far
immédiatement	immediately
'plus	'more
relevant	under
allait	would
partir	from
incapable	unable
heurta	hit
arrières	rear
fois	time
'jamais	'never
jamais…	never...
c'était	it was
mauvais	bad
atterri	landed
deux	two
glissés	dragged
d’élégance	elegance
expressions	expressions
semblables	similar
soulagement	relief
d’être	to be
nouveau	new
ferme	farm
y	there
sauta	jumped
secouant	shaking
démonté	disassembled
à-coup	a sudden
'où	'where
allons	will
d'ici	here
demandé	asked
voix	voice
poliment	politely
intéressée	interested
voyage	travel
plutôt	rather
intéressant	interesting
'ici	'here
tapotement	pat
reconnaissant	recognizing
couru	ran
battue	beaten
ouvert	open
porte	door
poussé	pushed
car	because
hésitaient	reluctant
entrés	entered
obéissance	obedience
entrèrent	went
après	after
eux	them
cherchaient	looking
restes	remains
nourriture	food
rentra	returned
'celui	'
près	near
récepteur	receiver
composes	compound
six	six
quatre	four
bizarrement	oddly
atteindre	reach
cadran	dial
vrombissait	vrombissait
l'endroit	the place
douce	soft
d’une	a
femme	woman
retenti	sounded
l'intérieur	inside
boîte	box
'bienvenue	'welcome
ministère	department
veuillez	please
énoncer	state
votre	your
nom	name
affaires	business
'harry	'harry
potter	potter
granger	granger
très	very
'ginny	'ginny
londubat	londubat
lovegood…	lovegood...
ici	here
sauver	save
quelqu'un	someone
moins	less
puisse	can
faire	do
merci	thank you
'les	'
prenez	take
svp	please
insignes	badges
attachez	attach
l'avant	the front
vos	your
demi-douzaine	a half-dozen
d'insignes	insignia
descendeur	downhiller
métal	metal
pièces	parts
monnaie	currency
retournées	returned
doivent	must
normalement	normally
apparaître	appear
écopées	écopées
remises	discounts
jeté	cast
coup	blow
d'oeil	eye
élevé	high
mission	mission
sauvetage	rescue
'visiteurs	visitors
êtes	are
requis	required
soumettre	submit
recherche	search
présenter	present
baguettes	chopsticks
magiques	magic
l'enregistrement	the registration
bureau	office
sécurité	security
situé	located
l'extrémité	the end
l'oreillette	the headset
'd’accord	'agreement
fortement	strongly
autre	other
battement	beat
'pouvons	'can
entrer	enter
frissonna	shivered
levé	survey
verre	glass
glissaient	slide
hors	out
vue	view
noirceur	darkness
fermée	closed
grincement	grinding
mat	matt
descendus	down
profondeurs	depths
fente	slot
d'or	gold
molle	soft
frappé	hit
s'élargissait	expanded
montait	rose
baissé	down
baguette	wand
magique	magic
prête	ready
pourrait	could
telles	such
conditions	conditions
l'etroit	the narrow
dévisagé	stared
quiconque	anyone
attendait	waiting
complètement	completely
vide	empty
faible	low
lieu	place
n'y	there
feu	fire
brûlant	burning
cheminées	chimneys
réglés	set
murs	walls
l'ascenseur	the elevator
glissait	glided
halte	stop
symboles	symbols
continué	continued
tordre	twist
sinueusement	sinuately
plafond	ceiling
bleu-foncé	dark blue
souhaite	wish
soirée	evening
plaisante	pleasant
s’est	is
brusquement	suddenly
renversé	reversed
suivi	follow-up
seul	only
bruit	noise
précipitations	precipitation
régulières	regular
l'eau	the water
fontaine	fountain
gicleurs	sprinkler
sorcière	witch
magicien	magician
point	point
centaure	centaur
bout	end
chapeau	hat
goblin	goblin
elf'	elf'
continuées	continued
jaillir	squirt
piscine	swimming pool
environnante	surrounding
'allons	let
y'	y'
doucement	gently
descendirent	went down
l'escalier	the stairs
courant	current
hall	hall
passèrent	passed
sorcier	sorcerer
garde	guard
pesé	weighed
absent	absent
aurait	would
avoir	have
personne	person
absence	absence
mauvaise	bad
augure	omen
sentiment	feeling
danger	danger
s'accentua	increased
traversaient	crossed
bâtiment	building
pressa	pressed
bouton	button
"bas"	"low"
ascenseur	lift
bruyant	noisy
apparu	appeared
grilles	grids
s'ouvrant	opening
énorme	huge
montèrent	went up
dedans	in
appuya	supported
violemment	violently
neuf	nine
refermèrent	slid shut
commença	started
descendre	down
grinçant	squeaky
tremblant	tremblant
hary	hary
réalisé	made
venu	come
mr	mr
vacarme	din
averti	warned
quand	when
s'arrêta	stopped
voie	way
féminine	female
"departement	"department
of	of
mysteries	mysteries
s'ouvrient	if ouvrient
couloir	hallway
déplaçait	moved
torche	torch
clignotait	flickered
cause	cause
lift	lift
tourna	turned
mois	months
rêves	dreams
sujet	about
enfin	finally
venez	come
chuchoté	whispered
'ok	'ok
écoutez	listen
moi	me
s'arrêtant	stopping
'peut-être…peut-être	'maybe...maybe
qu’un	a
couple	couple
personnes	people
devrait	should
rester	stay
comme…	as...
tant	as
surveillance	monitoring
–	-
prévenir	prevent
chose	thing
venait	came
demanda	asked
sourcils	eyebrows
levés	surveys
'vous	'you
pourriez	could
milles	miles
venons	just
alons	going to
fermement	firmly
semblait	seemed
choix	choice
face	in the face of
marché	market
expédie…	ships...
rêve	dream
seuil	threshold
talons	heels
grande	great
circulaire	circular
salle	room
noir	black
comprenant	including
identique	the same
marque	brand
portes	doors
noires	black
placés	placed
intervalles	intervals
noirs	black
entremêlés	interspersed
bougies	candles
dont	which
flammes	flames
brûlent	burn
bleu	blue
éclatante	brilliant
marbre	marble
brillant	brilliant
regard	look
s'il	if it
'quelqu'un	'someone
murmuré	whispered
regretté	late
cet	this
ordre	order
celui-ci	it
l'avait	had
obéi	obeyed
longue	long
torches	torches
devenu	now
seules	only
pourraient	could
groupes	groups
bleues	blue
tremblement	shake
réflexions	reflections
fantomatiques	ghostly
pièce	room
l’avait	had
traversé	crossed
douzaine	dozen
regardait	watched
essayant	trying
décider	decide
droit	right
grand	great
grondement	rumble
commencé	started
longueur	length
mur	wall
rotatin	rotatin
effrayée	scared
faisait	was
secondes	seconds
brouillées	blurred
ressembler	look like
aux	the
lignes	lines
néon	neon
arrêté	stopped
stationnaire	stationary
stries	streaks
brûlées	burned
c’était	it was
pouvait	could
‘c’était	‘it was
quoi	what
craintivement	fearfully
'je	'I
pense	think
devrions	should
arrêter	stop
connais	know
avons	have
calmement	calmly
qu’elle	it
raison	reason
tôt	early
identifier	identify
sortie	output
localiser	locate
fourmi	ant
jais	jet
procéder	proceed
entourant	surrounding
‘comment	‘how
sortir	out
'dit	said
inconfortablement	uncomfortably
'bien	'well
cela	this
d’importance	of importance
l’instant	the moment
clignotant	flashing
essayer	try
d'effacer	delete
vision	vision
saisissant	entering
n'aurons	will not
besoin	need
jusqu'à	up to
ayons	have
sirius-	sirius-
n’allez	not going to
crier	shout
repliqua	repliqua
conseil	council
instinct	instinct
devait	should
conservé	retained
calme	quiet
sais	know
'dans	'in
suis	am
ascenseurs	elevators
celle-ci…	it...
même	even
genre…	kind...
scintillements	flicker
hâte	looking forward
saurai	know
bonne	good
verrais	see
directement	directly
suivaient	followed
placé	placed
gauche	left
surface	surface
fraîche	fresh
brillante	brilliant
prêt	loan
frapper	hit
s’ouvrir	open
poussa	pushed
facilement	easily
première	first
lampes	lamps
accrochés	hung
chaînes	channels
l'impression	printing
rectangulaire	rectangular
lumineuse	light
ait	has
scintillement	flicker
éclatantes	brilliant
exceptés	except
bureaux	offices
milieu	middle
réservoir	tank
liquide	liquid
vert-foncé	dark green
assez	enough
nagent	swim
certain	some
nombre	number
d'objets	objects
nacré-blancs	mother-of-pearl-white
dérivaient	a drift of
paresseusement	lazily
'c’est	'it is
ces	these
'sais	'know
'sont	'are
poissons	fish
murmura	whispered
'larves	'larvae
d'aquavirius	of aquavirius
excitée	horny
''papa	"dad
élévait…'	élévait...'
'non	'not
impaire	odd
avancé	advanced
cerveaux	brains
'cerveaux	'brains
'oui…je	'yes...I
me	me
demande	request
font	do
jointe	attachment
aucune	no
erreur	error
vus	seen
quarts	quarters
étroits	close
miroitant	shimmering
fantastiquement	fantastically
dérivé	derived
vert	green
semblaient	seemed to
choux-fleurs	cauliflower
gluants	gooey
'sortons	'let's go out
n'est	there is
celle	the
là	there
devons	must
dirigeant	officer
coeur	heart
endroit	place
mon	my
second	second
retourner	return
ainsi	as well
dépêchés	dispatched
formes	forms
nageaient	swimming
devant	before
bougie	candle
'attendez	'wait
lorsque	when
fermait	closed
cerveau	brain
elles	they
'flagrate	'flagrate
dessiné	designed
certaine	some
hauteur	height
'un	'a
x	x
ardent	ardent
'est	'is
cliqueté	rattled
recommencé	again
tourner	turn
tache	spot
floue	fuzzy
rouge-or	red-gold
parmi	among
redevenait	regained
croix	cross
ardente	fiery
brûlait	burned
montrant	showing
essayée	tried
pensée	thought
essayons	try
celle-ci	it
allé	gone
levée	lifting
éclairé	informed
centre	centre
submergé	submerged
formant	forming
fosse	pit
pierre	stone
d'environ	about
vingt	twenty
profondeur	depth
debout	standing
rangée	row
haute	high
qu'y	what is
bancs	benches
faisaient	were
tour	tour
descendaient	down
marches	steps
raides	stiff
amphithéâtre	amphitheatre
tribunal	court
jugé	found
wizengamot	wizengamot
d'une	a
chaise	chair
enchaînée	in chains
estrade	stage
fossé	gap
dressé	upright
voûte	vault
antique	antique
forcée	forced
effondrée	collapsed
qu'harry	harry
surpris	surprised
soutenu	supported
suspendu	suspended
rideau	curtain
déchiré	torn
lambeaux	shreds
voile	sailing
malgré	despite
complet	complete
flottait	floated
on	it
toucher	touch
descendant	descendant
bond	bond
banc	bench
en-dessous	below
réponse	response
continuait	continued
flotter	float
attention	attention
chuchota	whispered
descendit	went down
jusqu'a	until
atteint	reached
répercutaient	pass
fort	fort
marchait	walked
l'estrade	the stage
d'où	where
rapport	report
d'en-haut	top
balançait	rocking
passer	pass
tranquillement	quietly
étrange	strange
fit	fit
l'on	we
allons-y	let's go
appela	called
allez	go
paraissait	seemed
effrayé	scared
"the	"the
brains"	brains"
nageait	swimming
pensait	thought
sorte	so
beauté	beauty
vieille	old
ondulation	ripple
l'intriguait	the intrigued
éprouva	felt
forte	strong
envie	want
grimper	climb
traverser	cross
puissamment	powerfully
ok	ok
bouger	move
d'entendre	to hear
chuchotement	whisper
bruits	noise
murmures	whispers
venant	from
disais	said
tu	you
mots	words
s'étant	having
répercuté	passed
'personne	'person
parlé	spoken
chuchote	whispers
là-derrière	there-behind
continuant	continuing
regarder	watch
fronçant	frowned
ce-toi	what you
ami	friend
apparaissant	appearing
coté	side
d'autre	on the other
peut	can
l'entendre	hear
'demanda	'asked
chuchotements	whispers
vraiment	really
chercher	search
mettre	put
constata	found
'souffla	'blew
rejoignant	joining
balançant	swinging
gens	people
'qu'est-ce	'what
veux	want to
dire"	say"
là"	there"
marche	walking
bu	bu
sonnant	sounding
fâché	angry
justifiait	justified
"de	"
là-dedans"	there"
arretes	orders
partons	start
tira	drew
résista	resisted
supposer	assume
tendue	tense
aigue	acute
'répéta	'repeated
hypnotisé	hypnotized
ouais	yeah
revenait	back
capturé	captured
torturé	tortured
fixement	staring
plusieurs	several
enleva	removed
dit-il	he said
'c'est	'it is
j'essayais	I was trying
passa	spent
apparemment	apparently
ravi	ravi
parler	talk
s'empara	seized
escaladèrent	scaled
menait	led
qu'est	that is
qu'était	that was
l'arche	the ark
d'après	after
regagnaient	returned
dangereux	dangerous
inscrivant	entering
couvrit	covered
s'	s'
approcha	approached
hasard	random
bougea	moved
qu'est-ce	what is this
va	will
jetant	throwing
poids	weight
n'est-ce	is this
agitation	agitation
tentative	attempt
forcer	force
etre	be
'poussez-vous	'push-you
dirigé	led
serrure	lock
ordinaire	ordinary
alohomora	alohomora
couteau	knife
robe	dress
entre	between
l'observaient	the observed
impatience	impatience
retira	retired
ensuite	then
jeta	threw
épaule	shoulder
restait	remained
n'était	there was
lame	blade
fondu	melted
laissons	let
celle-là	this one
mélange	mix
d'appréhension	apprehension
regret	regret
'impossible	'impossible
toutes	all
marquant	marking
rangea	sided
poche	pocket
poignée	handle
inutile	useless
blibbering	blibbering
doute	doubt
souffle	breath
donna	donna
petit	small
rire	laugh
glissa	slipped
désespoir	despair
augmentant	increasing
suivante	following
‘c’est	‘it is
’	’
sut	sut
aussitôt	as soon
grâce	thanks
étincelait	sparkled
diamant	diamond
s’étant	having
habitués	accustomed
clarté	clarity
intense	intense
découvrit	discovered
quantité	quantity
d’horloges	clocks
resplendissantes	resplendent
sortes	kinds
s’étalaient	lined
entreposées	stored
étagères	shelves
disposées	arranged
tables	tables
s’alignaient	lined
emplissant	filling
implacable	relentless
tic-	ict-
tac	tac
armée	army
miniature	miniature
défilant	scrolling
l’étincelante	the sparkling
éclats	shards
diamants	diamonds
provenait	came
cloche	bell
cristal	crystal
tenait	held
‘par	‘by
cœur	heart
battait	beat
chamade	pounding
piste	track
groupe	group
étroites	narrow
rangés	stored
tracées	plotted
alignées	aligned
source	source
table	table
emplit	fills
d’un	a
exaltant	exciting
chatoyant	shimmering
‘oh	‘oh
regardez	watch
approchaient	approaching
indiquant	indicating
œuf	egg
bijou	jewel
d’air	air
circulait	riding
sein	within
s’élevait	was
entraîné	led
fêla	fêla
laissant	leaving
émerger	emerge
colibri	hummingbird
poursuivit	continued
ascension	ascension
sommet	summit
transformer	transform
plumes	feathers
perdirent	lost
éclat	glow
devenant	becoming
ternes	dull
sales	sales
ramène	back
renferme	contains
‘continuons	‘continue
sévèrement	severely
l’adresse	the address
vouloir	want to
s’arrêter	stop
contempler	contemplate
l’œuf	the egg
redevenir	again
oiseau	bird
‘ho	‘ho
t’es	you're
prés	meadows
arche	ark
dit-elle	she said
colère	anger
suivit	followed
amis	friends
sorties	outputs
expression	expression
grave	serious
inquiète	concerned
dernier	last
pivota	swung
retrouvé	found
l’endroit	the place
vaste	wide
église	church
semblant	pretend
remplies	true
poussiéreuses	dusty
boules	balls
meublait	meublait
reflétait	reflected
provenant	from
diverses	various
émettaient	issued
bleue	blue
s’avança	advanced
observant	observing
obscures	dark
allées	aisles
profilait	it was
rayonnage	shelving
perçut	perceived
moindre	less
‘tu	‘you
quatre-vingt-dix-septième	ninety-seventh
rangée’	row’
‘oui’	‘yes’
souffla	blew
lisant	reading
numéro	number
cinquante-trois	fifty-three
argenté	silver
inscrit	registered
dessous	below
‘on	‘we
droite	right
