chapitre	chapter
5	5
l'ordre	the order
du	the
phénix	phoenix
ta	your
ma	my
chère	dear
vieille	old
mère	mother
dit	said
sirius	sirius
oui	yes
ca	ca
fait	fact
un	a
mois	months
qu'on	we
essaye	try
de	of
la	the
décrocher	win
mais	but
on	it
pense	think
qu'elle	it
a	has
jeté	cast
sort	fate
colle	glue
permanente	permanent
au	the
dos	back
son	its
tableau	table
descendons	go down
vite	fast
avant	before
qu'ils	they
ne	do
se	is
réveillent	wake up
tous	all
que	that
le	the
portrait	portrait
ici	here
demanda	asked
harry	harry
désorienté	disoriented
alors	then
passaient	passed
porte	door
et	and
descendaient	down
une	a
volée	fly
marche	walking
en	in
pierres	stones
les	the
autres	other
sur	on
leurs	their
talons	heels
personne	person
te	te
l'a	the
c'est	it is
maison	home
mes	my
parents	parents
je	I
suis	am
dernier	last
descendant	descendant
famille	family
black	black
maintenant	now
elle	it
m'appartient	belongs to me
j'ai	I
offert	offered
à	to
dumbledore	dumbledore
qu'il	it
fasse	do
quartier	district
général	general
peu	little
près	near
seule	only
chose	thing
utile	useful
n'ai	haven
jamais	never
faite	made
qui	that
s'attendait	expected
accueil	home
plus	more
chaleureux	warm
remarqua	noticed
l'amertume	the bitterness
dureté	hardness
dans	in
voix	voice
il	it
suivit	followed
parrain	sponsor
bas	the bottom
l'escalier	the stairs
celui-ci	it
ouvrit	opened
donnait	gave
cuisine	kitchen
c'était	it was
moins	less
glauque	glaucous
couloir	hallway
d'entrée	input
pièce	room
ressemblait	looked like
caverne	cave
avec	with
ses	its
murs	walls
brutes	gross
lumière	light
provenait	came
essentiellement	essentially
d'un	a
grand	great
feu	fire
bout	end
des	of
volutes	volutes
fumée	smoke
tabac	tobacco
pipe	pipe
flottaient	floating
l'air	the air
comme	as
fumées	smoke
au-dessus	above
champ	field
bataille	battle
travers	through
lesquelles	which
profilaient	in anticipation of
silhouettes	silhouettes
menaçantes	threatening
poêles	stoves
casseroles	pans
pendaient	hung
plafond	ceiling
plusieurs	several
chaises	chairs
avaient	had
été	been
amenées	brought
pour	for
réunion	meeting
s'entassaient	there was a pile
fond	background
grande	great
table	table
bois	wood
trônait	sat
milieu	middle
d'elles	they
recouverte	covered
feuilles	leaves
parchemin	parchment
bouteilles	bottles
gobelets	cups
tas	heap
vieux	old
vêtements	clothing
monsieur	mr.
weasley	weasley
aîné	elder
bill	bill
parlaient	spoke
tranquillement	quietly
madame	mrs.
s'éclaircit	clears up
époux	spouse
homme	man
maigre	lean
roux	roux
atteint	reached
d'une	a
légère	light
calvitie	baldness
portait	wore
lunettes	glasses
montures	mounts
d'écaille	tortoiseshell
regarda	looked at
vers	to
eux	them
sauta	jumped
littéralement	literally
place	place
pressant	pressing
sa	its
rencontre	meeting
serrant	tightening
main	hand
vigoureusement	vigorously
bon	good
voir	see
par-dessus	above
épaule	shoulder
vit	lives
avait	had
encore	yet
cheveux	hair
longs	long
ramenés	back
catogan	catogan
rouler	roll
rapidement	quickly
parchemins	scrolls
voyage	travel
s'est	is
bien	well
passé	past
essayait	tried
prendre	take
seul	only
coup	blow
douze	twelve
rouleaux	rolls
même	even
temps	time
fol	fol
oeil	eye
t'a	you
pas	not
passer	pass
par	by
groenland	greenland
oh	oh
essayé	tried
répondit	replied
tonks	tonks
précipitant	precipitating
aider	help
fit	fit
tomber	fall
bougie	candle
morceau	song
s'enflamma	burned
aussitôt	as soon
non	not
désolée	sorry
venez	come
exaspérée	exasperated
réparant	repairing
dégâts	damage
baguette	wand
grâce	thanks
l'éclair	the flash
provoqué	caused
entrevit	saw
dessin	drawing
lui	him
penser	think
plan	plan
d'immeuble	building
surprit	surprised
regard	look
retira	retired
vivement	strongly
fourrer	stick
bras	arm
déjà	already
surchargés	overloaded
ce	this
genre	kind
doit	must
être	be
débarrassé	free
possible	possible
fin	end
chaque	each
rouspéta-t-elle	rouspéta-t-it
d'épousseter	dusting
ancien	former
vaisselier	dresser
duquel	which
sortit	went out
assiettes	plates
murmura	whispered
evanesco	evanesco
disparurent	disappeared
-	-
assieds-toi	sit down
tu	you
connais	know
mundungus	mundungus
crois	believe
qu'harry	harry
prise	outlet
laissa	let
échapper	escape
grognement	grunt
prolongé	extended
réveilla	woke up
sursaut	startle
-y	there
quelqu'un	someone
qu'a	that has
mon	my
nom	name
marmonna-t-il	mumbled to himself he
endormie	sleepy
moi	me
j'suis	I am
d'accord	agreement
dit-il	he said
levant	rising
crasseuse	grimy
s'il	if it
reprenait	included
suite	suite
vote	vote
paupières	eyelids
tombaient	fell
yeux	eyes
injectés	injected
sang	blood
semblaient	seemed to
regarder	watch
vague	wave
ginny	ginny
eut	had
petit	small
rire	laugh
bébête	corny
est	is
terminée	complete
depuis	since
longtemps	for a long time
dung	dung
moment	time
où	where
ils	they
s'asseyaient	sat
autour	around
arrivé	arrived
hé	hey
jetant	throwing
d'oeil	eye
sinistre	disaster
ternes	dull
blimey	blimey
'lors	'when
réussi	successful
t'vas	you'll
farfouilla	farfouilla
nerveusement	nervously
poches	pockets
tout	all
continuant	continuing
toute	any
noire	black
colla	colla
bouche	mouth
l'alluma	lit
magique	magic
tira	drew
longue	long
bouffée	puff
longues	long
ondoyantes	rolling
vertes	green
passèrent	passed
devant	before
pendant	during
quelques	a few
instants	moments
j'spère	I spère
qu'tu	that you
p'rdonne	p rdonne
