chapitre	chapter
36	36
le	the
seul	only
dont	which
il	it
a	has
toujours	always
eu	had
peur	fear
n’est	there is
pas	not
parti	party
cria	cried
harry	harry
n’y	there
croyait	believed
ne	do
voulait	wanted
croire	believe
était	was
en	in
train	train
de	of
lutter	fight
contre	against
lupin	lupin
avec	with
peu	little
force	force
qu’il	it
lui	him
restait	remained
comprenait	included
les	the
gens	people
cachés	hidden
derrière	behind
ce	this
rideau	curtain
entendu	heard
murmurer	whisper
la	the
première	first
fois	time
est	is
entré	entered
dans	in
pièce	room
sirius	sirius
se	is
cachait	hid
pour	for
mettre	put
simplement	simply
hors	out
vue-	view-
”	”
–t-il	there
peut	can
revenir	return
dit	said
sa	its
voix	voice
cassant	breaking
vu	seen
luttait	fought
retenir	remember
harry-	harry-
parce	because
m…	m...
il-n’est-pas-mort	it-is-not-dead
hurla	screamed
y	there
avait	had
beaucoup	a lot
mouvements	movements
autour	around
d’eux	of them
du	the
bruit	noise
dénué	free
sens	meaning
des	of
flashs	flashes
nombreux	many
sortilèges-	spells-
c’était	it was
déviations	deviations
malédictions	curses
volant	steering wheel
au	the
dessus	top
l’importaient	imported
rien	nothing
comptait	had
part	share
fait	fact
que	that
puisse	can
arrêter	stop
prétendre	claim
sirius-	sirius-
qui	that
devant	before
eux	them
vieux	old
rideau-	curtain-
n’allait	did
réapparaître	reappear
remuant	stirring
ses	its
cheveux	hair
foncés	dark
et	and
désireux	eager
ré-entre	re-between
bataille-	battle-
tira	drew
loin	far
plate-forme-	platform-
attendait	waiting
à	to
voûte	vault
d’	d’
entrée	entry
énervé	pissed off
commençait	started
faire	do
attendre-	wait-
mais	but
une	a
réalisa	realized
même	even
s’il	if it
battait	beat
libérer	free
s’était	had
jamais	never
attendre	wait
avant…	before...
tout	all
risqué	risky
voir	see
l’aider…si	help...if
réapparaissait	reappear
cette	this
d’entrée	input
alors	then
qu’harry	harry
l’appelait	the called
comme	as
si	if
vie	life
dépendait	depended on
seule	only
explication	explanation
reviendrait	would
pas…qu’il	not...that it
vraiment	really
dumbledore	dumbledore
immobilisait	tied up
plupart	most
mangemorts	mangemorts
restant	remaining
groupés	grouped
milieu	middle
cordes	strings
invisibles	invisible
maugrey	maugrey
fol-œil	fol-eye
rampé	crawled
jusqu'à	up to
où	where
tonks	tonks
étendue	scope
essayait	tried
réanimer	resuscitate
plate-forme	platform
lumière	light
grognement	grunt
cris-	cries-
kingsley	kingsley
couru	ran
droit	right
continuer	continue
combat	combat
bellatrix-	bellatrix-
neville	neville
descendu	down
glissant	sliding
un	a
par	by
bancs	benches
pierre	stone
jusqu’à	up to
l’endroit	the place
–	-
tenait	held
néanmoins	nevertheless
precautieusement	carefully
bras	arm
harry…jo	harry jo...
suis	am
désolé…	sorry...
jambes	legs
dansait	dancing
étaient	were
incontrôlable	uncontrollable
esk	esk
sot	sot
homme	man
black	black
tes	your
amis	friends
acquiesça-	nodded-
ici	here
