chapitre	chapter
33	33
combattre	fight
et	and
voler	fly
harry	harry
n’avait	had
aucune	no
idée	idea
de	of
ce	this
qu’hermione	as hermione
projetait	projected
ou	or
même	even
si	if
elle	it
avait	had
un	a
plan	plan
il	it
marcha	walked
derrière	behind
pendant	during
qu’ils	they
se	is
dirigeait	led
dans	in
le	the
couloir	hallway
à	to
l'extérieur	outside
du	the
bureau	office
d'umbridge	of umbridge
ca	ca
semblerait	seems
très	very
soupçonneux	suspicious
s'il	if it
semblé	seemed
ne	do
pas	not
savoir	know
où	where
ils	they
allaient	would
n'a	did
osé	dared to
essayer	try
lui	him
parler	talk
umbridge	umbridge
marchait	walked
étroitement	closely
eux	them
qu'il	it
pourrait	could
entendre	hear
sa	its
respiration	breathing
loqueteuse	loqueteuse
hermione	hermione
passa	spent
devant	before
escalier	staircase
vestibule	vestibule
vacarme	din
voix	voice
fortes	strong
cliquetis	rattling
couverts	covered
sur	on
des	of
plats	dishes
répercutés	passed
les	the
portes	doors
deux	two
battants	shutters
grand	great
hall	hall
-	-
cela	this
semblait	seemed
incroyable	amazing
que	that
vingt	twenty
pieds	feet
plus	more
loin	far
était	was
gens	people
qui	that
dégustait	tasted
dîner	dinner
célébrant	celebrating
la	the
fin	end
d'examens	reviews
directement	directly
vers	to
d'entrée	input
en	in
chêne	oak
descendit	went down
marches	steps
pierre	stone
l'air	the air
embaumé	embalmed
soir	evening
soleil	sun
tombait	fell
sommets	summits
arbres	trees
forêt	forest
interdite	prohibited
vite	fast
travers	through
l'herbe-	the grass-
leurs	their
longues	long
ombres	shadows
sombres	dark
ondulé	corrugated
l'herbe	the grass
comme	as
manteaux	coats
'	'
est	is
caché	hidden
hutte	hut
d'hagrid	of hagrid
n'est-ce	is this
dit	said
avec	with
impatience	impatience
l'oreille	the ear
d'harry	harry
bien	well
sûr	course
non	not
a	has
d'une	a
manière	way
cinglante	stinging
hagrid	hagrid
auraient	would
pu	could
faire	do
ressortir	out
accidentellement	accidentally
oui	yes
dont	which
l'excitation	the excitement
monter	mount
l’aurait	would have
fait	fact
balourd	exciter
ri	ri
senti	felt
une	a
forte	strong
envie	want
saisir	enter
par	by
gorge	throat
mais	but
résista	resisted
cicatrice	scar
palpitait	pulsed
l’air	the air
doux	soft
n'avait	had
encore	yet
brûlé	burned
s’il	if it
savait	knew
voldemort	voldemort
s'était	had
déplacé	moved
pour	for
tué	killed
alors	then
demanda	asked
allusion	hint
l'incertitude	the uncertainty
qu’	that
continué	continued
marcher	walk
grands	great
là	there
indiquant	indicating
doit	must
être	be
quelque	some
part	share
étudiants	students
n'allaient	not going to
quoiqu'elle	even though it
ait	has
peu	little
appréhensive	apprehensive
maintenant	now
vous	you
avancez	advance
moi	me
pouvons-nous	can we
avoir	have
votre	your
baguette	wand
magique	magic
d'abord	first
demandé	asked
je	I
pense	think
ainsi	as well
m	m
potter	potter
doucement	gently
poussant	pushing
dos	back
ministère	department
place	place
valeur	value
plutôt	rather
haute	high
ma	my
vie	life
j'en	I
ai	I
peur	fear
atteignaient	reached
l’ombre	the shadow
fraîche	fresh
premiers	first
essaya	tried
d'attraper	to catch
yeux	eyes
marche	walking
pied	foot
sans	without
baguettes	chopsticks
magiques	magic
imprudente	reckless
