chapitre	chapter
13	13
retenue	withholding
avec	with
dolorès	dolores
le	the
dîner	dinner
dans	in
grand	great
hall	hall
ce	this
soir	evening
là	there
ne	do
fut	was
pas	not
une	a
expérience	experience
plaisante	pleasant
pour	for
harry	harry
la	the
nouvelle	new
de	of
son	its
altercation	altercation
umbridge	umbridge
avait	had
voyager	travel
très	very
rapidement	quickly
même	even
selon	according to
les	the
standards	standards
poudlard	hogwarts
il	it
entendit	heard
des	of
murmures	whispers
tout	all
autour	around
lui	him
alors	then
qu’il	it
s’assit	sat
entre	between
ron	ron
et	and
hermione	hermione
chose	thing
drôle	funny
cette	this
histoire	history
était	was
qu’aucune	no
personnes	people
qui	that
murmuraient	murmured
semblaient	seemed to
se	is
soucier	worry about
entende	hear
qu’ils	they
disaient	said
sur	on
au	the
contraire	contrary
c’était	it was
comme	as
s’ils	if they
espéraient	hoped
fâche	angry
recommence	again
à	to
crier	shout
puisse	can
entendre	hear
sa	its
version	version
faits	facts
"	"
a	has
dit	said
vu	seen
cédric	cedric
faire	do
tuer…	kill...
croit	believes
combattu	fought
vous	you
savez	know
qui…	...
voyons	see
donc	so
croit-il	he believes
avoir	have
que	that
je	I
comprend	includes
ses	its
dents	teeth
serrées	tight
déposant	applicant
couteau	knife
fourchette	range
(ses	(its
mains	hands
tremblaient	the trembling
trop	too
tenir	take
normalement)	normally)
c’est	it is
pourquoi	why
ont	have
ils	they
cru	raw
quand	when
dumbledore	dumbledore
leur	their
raconté	told
y	there
deux	two
mois	months
sont	are
suis	am
sûre	safe
sinistrement	eerily
allez	go
sortons	let's go out
d’ici	here
elle	it
déposa	filed
brutalement	brutally
regarda	looked at
longuement	long
tarte	pie
aux	the
pommes	apples
moitié	half
terminées	completed
mais	but
suivit	followed
gens	people
fixèrent	fixed
jusqu’à	up to
furent	were
sortis	out
qu’est-ce	what is this
tu	you
veux	want to
dire	say
par	by
n’es	no es
demanda	asked
atteignaient	reached
premier	first
étage	floor
regarde	look at
comprends	understand
comment	how
après	after
soit	either
arrivé	arrived
calmement	calmly
as	as
atterri	landed
en	in
plein	full
milieu	middle
pelouse	lawn
agrippé	grabbed
corps	body
mort	death
aucun	no
nous	we
n’a	did
est	is
labyrinthe	maze
avions	aircraft
juste	just
parole	word
disait	said
sais	know
revenu	income
tuer	kill
t’avais	you had
vérité	truth
fermement	firmly
l’ai	I
arrête	stop
t’en	you
prendre	take
moi	me
agacer	annoy
pouvait	could
imprimer	print
monde	world
allé	gone
maison	home
l’été	the summer
où	where
passé	past
lire	read
étais	was
un	a
crétin	moron
devenait	became
sénile	senile
pluie	rain
battait	beat
carreaux	tiles
traversaient	crossed
corridor	corridor
vide	empty
retourner	return
tour	tour
gryffondor	gryffindor
sentait	felt
si	if
jour	day
duré	lasted
semaine	week
encore	yet
montagne	mountain
devoir	duty
avant	before
d’aller	go
lit	bed
ennuyante	boring
douleur	pain
dessus	top
œil	eye
droit	right
jeta	threw
coup	blow
d’œil	eye
sombres	dark
terrains	land
fenêtre	window
lavée	washed
tournaient	turned
grosse	big
dame	lady
n’y	there
toujours	always
lumière	light
cabine	cabin
hagrid	hagrid
mimbulus	mimbulus
mimbletonia	mimbletonia
demander	ask
portrait	portrait
balança	swung
découvrir	discover
trou	hole
derrière	behind
celle	the
ci	it
trois	three
faufilèrent	faufilèrent
travers	through
salle	room
commune	common
pratiquement	virtually
déserte	deserted
presque	almost
bas	the bottom
pattenrond	pattenrond
déroula	took place
d’un	a
fauteuil	chair
trotta	trotta
eux	them
ronronnant	purring
bruyamment	loudly
emmenèrent	took
leurs	their
chaises	chairs
préférées	favorite
près	near
du	the
feu	fire
bondit	leaps
doucement	gently
genoux	knees
d’hermione	of hermione
s’y	there
pelota	pelota
s’il	if it
coussin	cushion
fourrure	fur
orange	orange
fixa	fixa
flammes	flames
sentant	feeling
perdu	lost
épuiser	exhaust
a-t-il	there
pu	could
laisser	let
ceci	this
cria	cried
soudainement	suddenly
faisant	making
sursauter	jump
glissa	slipped
terre	earth
semblant	pretend
affronter	face
frappa	hit
accoudoirs	armrests
chaise	chair
fureur	fury
sorte	so
petits	small
bouts	tips
celui	the
sortent	come out
trous	holes
peut-il	can it
terrible	terrible
femme	woman
enseigner	teach
l’année	the year
nos	our
buse	nozzle
plus	more
enfin	finally
n’avons	have
jamais	never
eu	had
bon	good
professeur	professor
contre	against
force	force
mal	evil
n’est-ce	is this
l’a	the
personne	person
veut	wants to
emploi	employment
disent	say
maudit	cursed
oui	yes
employer	use
quelqu’un	someone
refuse	refuses
carrément	downright
l’on	we
fasse	do
magie	magic
À	To
quoi	what
joue	plays
essaie	try
trouver	find
espionne	spy
compte	account
sombrement	darkly
rappelez-vous	remember
qu’elle	it
voulait	wanted
aillions	aillions
voir	see
avons	have
entendu	heard
quiconque	anyone
retour	return
bien	well
sûr	course
va	will
tous	all
espionner	spy
évident	obvious
fudge	fudge
voudrait	would like to
vienne	vienna
sinon	otherwise
sèchement	curtly
commencez	start
ouvrait	opened
bouche	mouth
répliquer	replicate
est-ce	is this
qu’on	we
pourrait…	could...
finissons	finish
simplement	simply
l’enlever	remove
chemin	path
prirent	took
sacs	bags
d’écoles	schools
coin	corner
retournèrent	returned
s’asseoir	sit
revenaient	returned
maintenant	now
garda	garda
déporta	deported
regard	look
hors	out
sentir	feel
regards	looks
captait	picked up
devrait	should
truc	trick
rogue	rogue
trempant	dipping
plume	pen
l’encre	the ink
propriétés	properties
pierres	stones
lunaire	lunar
utilités	utilities
potions	potions
murmura-t-il	he murmured
écrivant	writing
mots	words
haut	top
parchemin	parchment
temps	time
écrivait	wrote
souligna	stressed
titre	title
puis	then
patiemment	patiently
quelle	what
lunaires	lunar
utilité	utility
n’écoutait	not listened to
regardait	watched
éloigné	remote
pièce	room
fred	fred
georges	georges
lee	lee
jordan	jordan
groupe	group
d’innocent	innocent
première	first
année	year
train	train
mâcher	chew
quelque	some
semblait	seemed
venir	come
large	wide
sac	bag
papier	paper
tenait	held
non	not
désolé	sorry
allés	went
loin	far
dit-elle	she said
levant	rising
plutôt	rather
furieuse	furious
non…	no...
pouvons	can
appeler	call
l’ordre	the order
parce	because
distribue	distributes
bonbons	candy
parfaitement	perfectly
bout	end
nougat	nougat
nez	nose
sanglant	bloody
ou	or
pastille	dot
vomissantes	vomissantes
ou…	or...
fantaisie	fantasy
Évanouie	Fainted
suggéra	suggested
été	been
frappé	hit
tête	head
marteau	hammer
invisible	invisible
premières	first
années	years
s’effondraient	collapsed
machinalement	going through the motions
certains	some
glissèrent	glissèrent
sol	soil
d’autres	other
peine	penalty
pendu	hanged
langue	language
pendante	pending
plupart	most
regardaient	watched
riaient	laughing
revanche	contrast
redressa	straightened
épaules	shoulders
marcha	walked
directement	directly
vers	to
tenaient	held
actuellement	currently
debout	standing
blocs	blocks
notes	notes
observaient	watched
inconscients	unconscious
s’était	had
levé	survey
mis	put
hésita	hesitated
durant	during
seconde	second
murmura	whispered
contrôle	control
toute	any
seule"	only"
s’enfoncer	sink
aussi	also
profond	deep
grande	great
carrure	build
permettait	allowed
assez	enough
vigueur	force
semblèrent	seemed
vaguement	vaguely
surpris	surprised
raison	reason
hochant	nodding
dosage	dosage
fort	fort
matin	morning
pouvez	can
tester	test
vos	your
bêtises	nonsense
élèves	students
payons	pay
indigné	indignant
m’en	me
moque	fun
ça	it
pourrait	could
être	be
dangereux	dangerous
n’importe	any
calme	quiet
toi	you
honnête	honest
façon	how
rassurante	reassuring
passait	passed
introduisant	introducing
violets	purple
bouches	mouths
ouverte	open
ouais	yeah
reviennent	return
quelques	a few
uns	each
bougeaient	moved
nouveau	new
plusieurs	several
pendant	during
avaient	had
averti	warned
allaient	would
te	te
sens	meaning
gentiment	kindly
petite	small
fille	girl
cheveux	hair
noirs	black
étendue	scope
pieds	feet
je…	I...
crois	believe
tremblante	trembling
excellent	excellent
joyeusement	happily
suivante	following
récupéré	retrieved
bloc	block
note	note
n’est	there is
l’est	the is
vivants	living
rudement	roughly
rendiez	go
vraiment	really
malade	sick
n’allons	not going to
rendre	make
déjà	already
testé	tested
réagit	reacts
façon…	so...
n’arrêter	do not stop
vais…	'll...
mettre	put
retenu	retained
ton	your
défis	challenges
écrire	write
lignes	lines
souriant	smiling
ceux	those
grandeur	size
yeux	eyes
étaient	were
étroits	close
emmêler	tangled
crépiter	sizzle
l’électricité	electricity
tremblant	tremblant
colère	anger
j’écrirais	I would write
ta	your
mère	mother
ferai	will
horrifié	horrified
s’éloigner	away
d’elle	it
oh	oh
sévèrement	severely
peux	can
empêcher	prevent
manger	eat
ces	these
stupides	stupid
choses	things
vous-même	you
n’allez	not going to
donner	give
foudroyés	storm
clair	clear
concernait	concerned
menaces	threats
dernier	last
menaçant	threatening
remit	gave
bonbon	candy
bras	arm
retourna	returned
merci	thank you
soutiens	supports
amèrement	bitterly
gérais	gerais
situation	situation
seule	only
marmonna	muttered
morceau	song
vierge	virgin
secondes	seconds
énervée	upset
me	me
concentrer	focus
vais	'll
coucher	bedroom
força	forced
ouvert	open
pensait	thought
point	point
ranger	ranger
livres	books
place	place
sorti	out
objets	objects
laineux	woolly
sans	without
forme	form
précise	precise
plaça	plaça
attentivement	carefully
table	table
couvrit	covered
chiffonnés	crumpled
brisée	broken
tint	tint
admirer	admire
l’effet	the effect
nom	name
merlin	merlin
fais	do
peur	fear
santé	health
mentale	mental
chapeaux	hats
elfes	elves
brusquement	suddenly
rangeant	ranking
présent	this
ai	I
fait	fact
tricote	knits
lentement	slowly
l’école	the school
devrais	should
capable	able
d’en	to
beaucoup	a lot
créer	create
chapeau	hat
recouvre	covers
déchet	waste
d’abord	first
provocante	provocative
balançant	swinging
dos	back
essaies	try
duper	fool
prennent	take
libèrent	release
vouloir	want to
libre	free
veulent	want to
aussitôt	as soon
visage	face
rougissait	rougissait
n’essaie	not trying
toucher	touch
tourna	turned
talon	heel
attendit	waited
ait	has
disparu	gone
porte	door
dortoirs	dormitories
filles	girls
débarrassa	rid
déchets	waste
devraient	should
moins	less
ramasse	picks up
dit-il	he said
roula	roula
lequel	which
écrit	written
composition	composition
intérêt	interest
essayer	try
finir	finish
