chapitre	chapter
douze	twelve
professeur	professor
umbridge	umbridge
seamus	seamus
s`habilla	dressed
en	in
vitesse	speed
le	the
matin	morning
suivant	following
et	and
quitta	left
dortoir	dormitory
avant	before
même	even
qu`harry	harry
n`ait	did
eu	had
temps	time
de	of
mettre	put
ses	its
chaussettes	socks
que	that
croyait-il	he believed
qu`il	it
deviendra	will become
fou	crazy
s`il	if it
reste	rest
dans	in
la	the
pièce	room
moi	me
trop	too
longtemps	for a long time
se	is
questionnait	questioned
harry	harry
à	to
haute	high
voix	voice
comme	as
bas	the bottom
robe	dress
disparaissait	disappeared
hors	out
sa	its
vue	view
-ne	-do
t`inquiète	don't worry
pas	not
propos	about
ça	it
marmonna	muttered
dean	dean
enfilant	threading
son	its
sac	bag
dos	back
sur	on
épaules	shoulders
il	it
est	is
seulement	only
mais	but
apparemment	apparently
était	was
incapable	unable
dire	say
ce	this
exactement	exactly
après	after
un	a
bref	brief
moment	time
silence	silence
suivit	followed
neville	neville
ron	ron
lui	him
lancèrent	launched
regard	look
compatissant	compassionate
qui	that
signifiait	meant
problème	problem
ne	do
les	the
regardait	watched
n`était	there was
pour	for
autant	as much
consolé	comforted
combien	how
devrait-il	should it
encore	yet
endurer	endure
-quelle	-what is
matière	material
demanda	asked
hermione	hermione
cinq	five
minutes	minutes
plus	more
tard	later
rattrapant	catching up
mi-	mi-
chemin	path
travers	through
commune	common
ils	they
allèrent	went
tous	all
prendre	take
leur	their
petit	small
déjeuner	breakfast
-tu	you
regardes	look at
absolument	absolutely
--	--
oh	oh
l`amour	love
du	the
ciel	sky
elle	it
panneau	panel
d`affichage	display
salle	room
où	where
nouvel	new
écriteau	sign
grande	great
proportion	proportion
avait	had
été	been
affiché	posted
gallons	gallons
galions	galleons
vous	you
manquez	miss
d`argent	money
poche	pocket
couvrir	cover
vos	your
frais	fees
aimeriez	would like to
gagner	win
peu	little
d`or	gold
supplémentaire	additional
contactez	contact
fred	fred
george	george
weasley	weasley
gryffondor	gryffindor
travaux	work
simples	simple
mi-temps	half-time
pratiquement	virtually
indolores	painless
(nous	(we
regrettons	regret
tout	all
travail	work
sera	will be
entrepris	undertaken
aux	the
risques	risks
des	of
candidats	candidates
)	)
-ils	they
sont	are
limite	limit
dit	said
sinistrement	eerily
descendant	descendant
l`affiche	the poster
avaient	had
épinglé	pinned
une	a
autre	other
affiche	displays
donnait	gave
date	date
premier	first
week-end	weekend
pré-au	the pre-
