chapitre	chapter
08	08
l'audience	the hearing
harry	harry
avait	had
sursauté	startled
il	it
ne	do
pourrait	could
pas	not
s'aider	help
le	the
grand	great
cachot	dungeon
d'où	where
était	was
entré	entered
horriblement	horribly
familier	familiar
n`était	there was
seul	only
lorsqu`il	when it
l'avait	had
vu	seen
auparavant	previously
été	been
ici	here
cet	this
endroit	place
la	the
pièce	room
qu'il	it
visitée	visited
à	to
l'intérieur	inside
de	of
pensive	pensive
dumbledore	dumbledore
place	place
où	where
regardé	watched
les	the
lestranges	lestranges
être	be
condamné	sentenced
emprisonnement	imprisonment
vie	life
prison	prison
d`azkaban	of azkaban
murs	walls
étaient	were
faits	facts
pierre	stone
sombre	dark
allumée	lit
faiblement	low
par	by
des	of
torches	torches
bancs	benches
vides	empty
se	is
trouvaient	were
chaque	each
côté	side
lui	him
mais	but
devant	before
dans	in
gradins	bleachers
un	a
nombre	number
personnes	people
ils	they
avaient	had
parlé	spoken
voix	voice
basses	low
comme	as
lourde	heavy
porte	door
s`était	had
brusquement	suddenly
fermée	closed
derrière	behind
silence	silence
menaçant	threatening
tomba	fell
une	a
virile	manly
et	and
froide	cold
retentit	sounds
travers	through
salle	room
d'audience	hearing
-vous	you
êtes	are
en	in
retard	delay
-désolé	-sorry
dit	said
nerveusement	nervously
je	I
-	-
savais	knew
que	that
l`heure	the time
changé	changed
-ce	-this
n'est	there is
faute	fault
du	the
wizengamot	wizengamot
hibou	owl
vous	you
a	has
envoyé	sent
ce	this
matin	morning
prenez	take
votre	your
siège	seat
fit	fit
tomber	fall
son	its
regard	look
sur	on
chaise	chair
centre	centre
bras	arm
cette	this
dernière	last
recouvert	covered
chaînes	channels
ces	these
sauter	jump
lien	link
quiconque	anyone
s'était	had
assis	sitting
entre	between
eux	them
ses	its
retentissaient	resounded
marchait	walked
sol	soil
quand	when
s'assis	sat
bord	edge
précautionneusement	carefully
tintèrent	tintèrent
menaçamment	menaçamment
lièrent	bound
sentent	feel
plutôt	rather
malade	sick
regarda	looked at
gens	people
qui	that
s`étaient	had
au	the
banc	bench
au-dessus	above
y	there
approximativement	approximately
cinquante	fifty
d'entre	of
tout	all
aussi	also
loin	far
pouvait	could
voir	see
portait	wore
robes	dresses
couleur	color
prune	plum
avec	with
argent	money
minutieusement	carefully
travaillé	worked
"w"	"w"
poitrine	chest
gauche	left
tous	all
baissèrent	lowered
pour	for
dévisager	stare
quelques-uns	a few
expression	expression
très	very
austère	austere
d`autres	other
semblaient	seemed to
davantage	more
curieux	curious
ligne	line
cornelius	cornelius
fudge	fudge
ministre	minister
magie	magic
homme	man
corpulent	corpulent
souvent	often
chapeau	hat
vert-lime	lime-green
pourtant	yet
aujourd'hui	today
dispensé	provided
