chapitre	chapter
5	5
le	the
chemin	path
de	of
traverse	crosses
harry	harry
se	is
réveilla	woke up
bonne	good
heure	time
lendemain	next day
matin	morning
il	it
savait	knew
qu'il	it
faisait	was
jour	day
mais	but
garda	garda
les	the
yeux	eyes
fermés	closed
dans	in
un	a
demi-sommeil	a half-sleep
demanda	asked
s'il	if it
n'avait	had
pas	not
rêvé	dreamed
si	if
géant	giant
nommé	named
hagrid	hagrid
existait	was
bien	well
n'allait	did
retrouver	find
son	its
placard	closet
lorsqu'il	when it
ouvrirait	open
entendit	heard
alors	then
frapper	hit
des	of
coups	shots
c'est	it is
ce	this
que	that
je	I
pensais	thought
marmonna-t-il	mumbled to himself he
tout	all
cela	this
n'était	there was
qu'un	a
rêve	dream
voilà	this is
la	the
tante	aunt
pétunia	petunia
qui	that
cogne	cogne
à	to
porte	door
du	the
pour	for
me	me
réveiller	wake up
tap	tap
résigné	resigned
ouvrit	opened
et	and
redressa	straightened
gros	wholesale
manteau	coat
glissa	slipped
ses	its
épaules	shoulders
vit	lives
l'intérieur	inside
cabane	hut
illuminé	illuminated
soleil	sun
tempête	storm
avait	had
cessé	stopped
dormait	slept
toujours	always
sur	on
canapé	sofa
écrasé	crushed
aperçut	saw
hibou	owl
tapait	typed
d'une	a
patte	paw
au	the
carreau	tile
fenêtre	window
journal	journal
bec	bec
leva	rose
en	in
hâte	looking forward
éprouvait	felt
une	a
telle	such
sensation	sensation
bonheur	happiness
l'impression	printing
sentir	feel
corps	body
flotter	float
comme	as
ballon	ball
précipita	rushed
l'ouvrit	the opened
entra	entered
aussitôt	as soon
laissa	let
tomber	fall
ne	do
autant	as much
posa	posa
l'attaqua	the attacked
essaya	tried
chasser	hunt
l'oiseau	the bird
menaça	threatened
avec	with
claquements	clicks
féroces	fierce
continua	continued
s'en	in
prendre	take
s'écria	cried
y	there
a	has
paye-le	pays-the
grommela	grumbled
sans	without
bouger	move
quoi	what
veut	wants to
qu'on	we
paye	pay
regarde	look at
poches	pockets
semblait	seemed
être	be
constitué	consisting
uniquement	only
on	it
trouvait	was
trousseaux	keychains
clés	key
produit	product
contre	against
limaces	slugs
pelotes	balls
ficelle	string
bonbons	candy
menthe	mint
sachets	bags
thé	tea
finit	ends
par	by
dénicher	find
poignée	handle
pièces	parts
monnaie	currency
lui	him
semblèrent	seemed
bizarres	weird
donne-lui	give him
cinq	five
noises	noises
dit	said
voix	voice
ensommeillée	ensommeillée
petites	small
bronze	bronze
tendit	handed
déposa	filed
petite	small
bourse	stock exchange
était	was
attachée	attached
s'envola	flew
ferait	would
d'y	there
aller	go
bâillement	yawn
sonore	sound
beaucoup	a lot
choses	things
faire	do
aujourd'hui	today
faut	must
londres	london
acheter	buy
tes	your
affaires	business
l'école	the school
retournait	returned
entre	between
mains	hands
l'air	the air
soudain	suddenly
préoccupé	concerned
ressenti	felt
venait	came
crever	pierce
heu	uh
oui	yes
répondit	replied
chaussant	footwear
immenses	huge
bottes	boots
comment	how
va-t-on	va-t-on
ça	it
demanda-t-il	he asked
n'ai	haven
d'argent	money
l'oncle	uncle
vernon	vernon
refuse	refuses
payer	pay
mes	my
études	studies
sorcier	sorcerer
t'inquiète	don't worry
levant	rising
tu	you
crois	believe
donc	so
parents	parents
t'ont	you have
rien	nothing
laissé	left
leur	their
maison	home
été	been
détruite	destroyed
ils	they
gardaient	kept
or	gold
va	will
commencer	start
s'arrêter	stop
chez	in
gringotts	gringotts
banque	bank
sorciers	wizards
mange	eat
saucisse	sausage
elles	they
sont	are
mauvaises	bad
quand	when
froides	cold
moi	me
mangerais	he would eat
morceau	song
ton	your
gâteau	cake
d'anniversaire	birthday
banques	banks
n'y	there
qu'une	a
seule	only
elle	it
est	is
dirigée	led
gobelins	goblins
faudrait	should
fou	crazy
essayer	try
voler	fly
soit	either
l'endroit	the place
plus	more
sûr	course
monde	world
part	share
poudlard	hogwarts
peut-être	maybe
toute	any
façon	how
dois	do
passer	pass
dumbledore	dumbledore
m'a	me
demandé	asked
d'aller	go
chercher	search
quelque	some
chose	thing
là-bas	there
fait	fact
confiance	trust
toutes	all
missions	missions
importantes	important
assura	assura
fierté	pride
es	es
prêt	loan
viens	just
suivit	followed
hors	out
ciel	sky
clair	clear
présent	this
mer	sea
étincelait	sparkled
sous	under
barque	boat
louée	rented
là	there
inondée	flooded
d'eau	water
pluie	rain
avez-vous	have you
arriver	getting
jusqu'ici	up here
cherchant	seeking
autre	other
embarcation	boat
volant	steering wheel
revenir	return
bateau	boat
maintenant	now
magie	magic
s'installèrent	settled
observait	watched
demandant	asking
pouvait	could
s'y	there
même	even
peu	little
idiot	idiot
ramer	rowing
lançant	launching
regard	look
côté	side
m'arrange	I want to
accélérer	accelerate
n'en	do
parleras	talk
seras	will be
non	not
voir	see
nouveau	new
tour	tour
tapota	tapped
pointe	tip
parapluie	umbrella
rose	pink
bord	edge
fila	fila
vers	to
rivage	shore
pourquoi	why
est-ce	is this
n'ont	have
pareil	such
jeter	throw
sorts	spells
dépliant	leaflet
dragons	dragons
gardent	keep
salle	room
coffres	chests
n'est	there is
facile	easy
kilomètres	kilometres
sous-sol	basement
bas	the bottom
métro	metro
imaginant	imagining
quelqu'un	someone
parvienne	to reach
finirait	would
mourir	die
faim	hunger
sortie	output
resta	remained
assis	sitting
silence	silence
pendant	during
lisait	read
gazette	gazette
appris	learned
contact	contact
fallait	had to
jamais	never
déranger	disturb
lit	bed
tant	as
questions	questions
poser	ask
très	very
difficile	difficult
résister	resist
ministère	department
encore	yet
bêtises	nonsense
d'habitude	usually
marmonna	muttered
tournant	turning
pages	pages
voulaient	wanted
nommer	name
ministre	minister
quitterait	leave
vieux	old
gâteux	gâteux
cornelius	cornelius
fudge	fudge
hérité	inherited
poste	post
vrai	true
gaffeur	blunderer
celui-là	this one
chaque	each
envoie	sends
demander	ask
conseil	council
sert	serves
oh	oh
surtout	especially
garder	keep
nos	our
secrets	secrets
moldus	muggle
sachent	know
mages	the magi
sorcières	witches
d'un	a
bout	end
l'autre	the other
pays	country
sinon	otherwise
essaieraient	try
appel	call
nous	we
résoudre	solve
leurs	their
problèmes	problems
préfère	prefer
qu'ils	they
laissent	leave
tranquilles	quiet
moment	time
heurta	hit
douceur	smooth
quai	dock
port	port
replia	flexed
montèrent	went up
l'escalier	the stairs
pierre	stone
menait	led
rue	street
long	long
conduisait	led
gare	station
passants	passers-by
retournaient	return
deux	two
fois	time
grand	great
moyenne	average
cessait	stopped
commentaires	comments
haute	high
voyait	saw
disait-il	he said
montrant	showing
parcmètres	parking meters
ont	have
vraiment	really
l'esprit	the spirit
tordu	twisted
inventer	invent
trucs	tips
pareils	such
marchait	walked
vite	fast
mal	evil
suivre	follow
essoufflé	out of breath
sac	bag
méduses	jellyfish
j'aimerais	I would like to
avoir	have
dragon	dragon
j'en	I
depuis	since
suis	am
petit	small
ah	ah
arrivés	arrived
étaient	were
devant	before
train	train
minutes	minutes
tard	later
comprenait	included
l'argent	the money
confia	entrusted
soin	care
d'acheter	buy
billets	tickets
passagers	passengers
ouvraient	opened
ronds	round
voyant	light
occupait	occupied
sièges	seats
seul	only
tricotait	knitting
ressemblait	looked like
chapiteau	tent
cirque	circus
jaune	yellow
canari	canary
as	as
ta	your
lettre	letter
comptant	cash
mailles	mesh
liste	list
fournitures	supplies
prit	took
sa	its
poche	pocket
l'enveloppe	the envelope
parchemin	parchment
contenait	contained
feuille	sheet
remarquée	noticed
auparavant	previously
lut	lut
collÈge	college
École	School
sorcellerie	witchcraft
uniforme	uniform
vêtements	clothing
dont	which
élèves	students
première	first
