chapitre	chapter
9	9
duel	duel
à	to
minuit	midnight
harry	harry
avait	had
toujours	always
cru	raw
qu'il	it
était	was
impossible	impossible
de	of
rencontrer	meet
quelqu'un	someone
d'aussi	as
détestable	detestable
que	that
dudley	dudley
mais	but
c'était	it was
avant	before
faire	do
la	the
connaissance	knowledge
drago	drago
malefoy	malfoy
les	the
gryffondor	gryffindor
pensaient	thought
n'avoir	have
le	the
cours	during
potions	potions
en	in
commun	common
avec	with
serpentard	slytherin
hélas	alas
une	a
note	note
au	the
tableau	table
d'affichage	display
informa	informa
vol	flight
sur	on
balai	broom
seraient	would be
également	also
communs	common
entre	between
deux	two
maisons	houses
on	it
ne	do
pouvait	could
pas	not
rêver	dream
mieux	better
marmonna	muttered
je	I
n'attendais	did not expect
ça	it
me	me
ridiculiser	ridicule
devant	before
essayant	trying
manier	handle
un	a
manche	sleeve
leçons	lessons
étaient	were
celles	those
attendait	waiting
plus	more
d'impatience	looking forward to
qui	that
te	te
dit	said
tu	you
vas	vas
répondit	replied
ron	ron
sais	know
se	is
vante	boasts
d'être	to be
grand	great
joueur	player
quidditch	quidditch
coûte	costs
rien	nothing
dire	say
il	it
faudra	will
voir	see
terrain	field
est	is
vrai	true
parlait	spoke
beaucoup	a lot
balais	brushes
volants	flying
racontait	told
sans	without
cesse	stops
des	of
histoires	stories
dont	which
héros	hero
et	and
terminaient	finished
invariablement	invariably
par	by
poursuite	further
haletante	panting
l'issue	the outcome
laquelle	which
échappait	escaped
justesse	accuracy
hélicoptère	helicopter
piloté	driven
moldus	muggle
n'était	there was
d'ailleurs	moreover,
seul	only
vanter	boast
a	has
l'en	the
croire	believe
seamus	seamus
finnigan	finnigan
passé	past
clair	clear
son	its
enfance	childhood
acrobaties	acrobatics
aériennes	air
pleine	full
campagne	campaign
même	even
voulait	wanted
l'entendre	hear
failli	bankrupt
entrer	enter
collision	collision
deltaplane	hang gliding
alors	then
pilotait	flying
vieux	old
charlie	charlie
tous	all
élèves	students
issus	from
familles	families
sorciers	wizards
parlaient	spoke
déjà	already
eu	had
longue	long
dispute	dispute
dean	dean
thomas	thomas
partageait	shared
leur	their
dortoir	dormitory
propos	about
du	the
football	football
voyait	saw
ce	this
qu'on	we
bien	well
trouver	find
d'intéressant	interesting
jeu	game
comportait	included
qu'une	a
seule	only
balle	ball
où	where
interdit	prohibited
voler	fly
soir	evening
surpris	surprised
train	train
tapoter	tap
affiche	displays
représentant	representative
l'équipe	the team
west	west
ham	ham
pour	for
essayer	try
vain	vain
bouger	move
joueurs	players
neville	neville
revanche	contrast
jamais	never
monté	mounted
sa	its
grand-mère	grand-mother
s'y	there
opposée	opposite
songeait	was thinking of
for	for
intérieur	inside
sage	wise
décision	decision
étant	being
donné	given
nombre	number
incroyable	amazing
d'accidents	accidents
dans	in
vie	life
restant	remaining
pieds	feet
terre	earth
quant	as
hermione	hermione
elle	it
redoutait	feared
autant	as much
première	first
leçon	lesson
car	because
quelque	some
chose	thing
apprendre	learn
cœur	heart
livre	book
pourtant	yet
essayé	tried
premier	first
volant	steering wheel
devait	should
avoir	have
lieu	place
jeudi	Thursday
petit	small
déjeuner	breakfast
infligea	inflicted
stupides	stupid
conseils	tips
matière	material
qu'elle	it
trouvés	found
bibliothèque	library
intitulé	title
travers	through
âges	ages
buvait	drank
ses	its
paroles	lyrics
l'espoir	hope
d'apprendre	to learn
pourrait	could
l'aider	the help
tenir	take
autres	other
furent	were
ravis	happy
l'arrivée	the arrival
courrier	mail
interrompe	interrupt
conférence	conference
d'hermione	of hermione
n'avait	had
reçu	received
moindre	less
lettre	letter
depuis	since
mot	word
hagrid	hagrid
tout	all
suite	suite
remarqué	noticed
hibou	owl
duc	duke
celui-ci	it
lui	him
apportait	brought
colis	package
bonbons	candy
ouvrait	opened
jubilation	jubilation
table	table
matin-là	morning
apporta	brought
paquet	package
envoyait	sent
l'ouvrit	the opened
fébrilement	feverishly
montra	showed
monde	world
boule	ball
verre	glass
taille	size
d'une	a
grosse	big
bille	ball
semblait	seemed
remplie	filled
fumée	smoke
c'est	it is
rapeltout	rapeltout
expliqua-t-il	he explained
Ça	It
sert	serves
souvenir	remember
oublié	forgot
ma	my
l'a	the
envoyé	sent
parce	because
trouve	find
suis	am
étourdi	dizzy
regardez	watch
suffit	just
main	hand
comme	as
si	if
devient	becomes
rouge	red
fronça	frowned
sourcils	eyebrows
devenue	become
écarlate	scarlet
pendant	during
essayait	tried
rappeler	remember
passa	spent
près	near
prit	took
mains	hands
levèrent	rose
d'un	a
bond	bond
ils	they
n'auraient	would
été	been
mécontents	unhappy
d'avoir	to have
prétexte	excuse
battre	beat
professeur	professor
mcgonagall	mcgonagall
accourut	ran
aussitôt	as soon
passe-t-il	happens
