chapitre	chapter
16	16
sous	under
la	the
trappe	hatch
longtemps	for a long time
encore	yet
harry	harry
se	is
demanderait	ask
comment	how
il	it
avait	had
pu	could
faire	do
pour	for
passer	pass
ses	its
examens	reviews
tout	all
en	in
ayant	having
sans	without
cesse	stops
hantise	haunting
de	of
voir	see
voldemort	voldemort
surgir	arise
dans	in
salle	room
classe	class
pourtant	yet
au	the
fil	wire
des	of
jours	days
ne	do
faisait	was
aucun	no
doute	doubt
que	that
touffu	bushy
était	was
toujours	always
bien	well
vivant	living
et	and
fidèle	faithful
poste	post
une	a
chaleur	heat
étouffante	stifling
surtout	especially
grande	great
où	where
déroulaient	place
les	the
épreuves	tests
écrites	written
élèves	students
avaient	had
reçu	received
plumes	feathers
neuves	new
auxquelles	which
on	it
jeté	cast
un	a
sort	fate
qui	that
empêchait	prevented
leurs	their
utilisateurs	users
tricher	cheat
y	there
eut	had
aussi	also
examen	review
pratique	practice
le	the
professeur	professor
flitwick	flitwick
appela	called
par	by
sa	its
s'ils	if they
arrivaient	arrived
à	to
danser	dance
ananas	pineapple
sur	on
table	table
mcgonagall	mcgonagall
regarda	looked at
transformer	transform
souris	mouse
tabatière	snuff-box
elle	it
ajoutait	added
points	points
si	if
particulièrement	particularly
belle	beautiful
mais	but
enlevait	removed
décelait	detected
moustaches	whiskers
ils	they
étaient	were
tous	all
paniqués	panicked
devant	before
rogue	rogue
surveillait	watching
près	near
pendant	during
qu'ils	they
essayaient	tried
fabriquer	make
potion	potion
d'amnésie	amnesia
fit	fit
son	its
mieux	better
pas	not
prêter	pay
attention	attention
aux	the
douleurs	pain
instants	moments
lui	him
transperçaient	transperçaient
front	front
depuis	since
aventure	adventure
forêt	forest
n'arrivait	there was
presque	almost
plus	more
dormir	sleep
vieux	old
cauchemar	nightmare
réveillait	woke up
effrayant	scary
jamais	never
images	images
habituelles	the usual
s'ajoutait	added
celle	the
d'une	a
silhouette	silhouette
encapuchonnée	hooded
dégoulinante	dripping
sang	blood
licorne	unicorn
ron	ron
hermione	hermione
n'avaient	had
ces	these
soucis	worries
c'est	it is
pourquoi	why
paraissaient	seemed
moins	less
préoccupés	concerned
pierre	stone
pensée	thought
leur	their
peur	fear
n'était	there was
présent	this
rêves	dreams
absorbés	absorbed
révisions	revisions
guère	little
temps	time
s'inquiéter	worry
manigances	shenanigans
ou	or
quiconque	anyone
d'autre	on the other
dernier	last
celui	the
d'histoire	history
magie	magic
durent	last
heure	time
répondre	reply
questions	questions
concernant	on
sorciers	wizards
peu	little
fous	crazy
inventeurs	inventors
chaudrons	pots
dont	which
contenu	content
tournait	turned
seul	only
puis	then
furent	were
enfin	finally
libres	free
toute	any
semaine	week
jusqu'aux	up to
résultats	results
lorsque	when
fantôme	ghost
du	the
binns	binns
annonça	announced
pouvaient	could
poser	ask
rouler	roll
parchemins	scrolls
put	put
s'empêcher	help
pousser	push
exclamations	exclamations
joie	joy
avec	with
autres	other
c'était	it was
beaucoup	a lot
facile	easy
je	I
pensais	thought
dit	said
tandis	while
rejoignaient	joined
parc	park
ensoleillé	sunny
n'aurais	would have
même	even
eu	had
besoin	need
d'apprendre	to learn
code	code
conduite	conduct
loups-garous	werewolves
1637	1637
ni	or
l'ascension	the ascension
d'elfric	of elfric
l'insatiable	the insatiable
aimait	loved
revue	review
réponses	answers
cela	this
rendait	made
malade	sick
contentèrent	content
d'aller	go
s'allonger	lie
arbre	tree
bord	edge
lac	lake
