chapitre	chapter
7	7
le	the
choixpeau	sorting hat
magique	magic
la	the
porte	door
s'ouvrit	opened
immédiatement	immediately
une	a
grande	great
sorcière	witch
aux	the
cheveux	hair
noirs	black
vêtue	dressed
d'une	a
longue	long
robe	dress
vert	green
émeraude	emerald
se	is
tenait	held
dans	in
l'encadrement	coaching
elle	it
avait	had
visage	face
sévère	severe
des	of
gens	people
qu'il	it
vaut	worth
mieux	better
éviter	avoid
de	of
contrarier	upset
pensa	thought
aussitôt	as soon
harry	harry
professeur	professor
mcgonagall	mcgonagall
voici	here
les	the
élèves	students
première	first
année	year
annonça	announced
hagrid	hagrid
merci	thank you
dit	said
je	I
m'en	me
occupe	deals
hall	hall
d'entrée	input
du	the
château	castle
était	was
si	if
grand	great
que	that
maison	home
dursley	dursley
aurait	would
pu	could
y	there
tenir	take
tout	all
entière	full
et	and
plafond	ceiling
haut	top
qu'on	we
n'arrivait	there was
pas	not
à	to
l'apercevoir	see
torches	torches
enflammées	inflamed
étaient	were
fixées	set
murs	walls
pierre	stone
comme	as
gringotts	gringotts
un	a
somptueux	sumptuous
escalier	staircase
marbre	marble
permettait	allowed
monter	mount
étages	floors
guidés	guided
par	by
ils	they
traversèrent	crossed
l'immense	the immense
salle	room
au	the
sol	soil
dallé	paved
entrèrent	went
petite	small
réservée	reserved
entendait	heard
rumeur	rumor
centaines	hundreds
voix	voice
qui	that
lui	him
parvenaient	could
travers	through
située	located
sur	on
sa	its
droite	right
autres	other
devaient	had to
déjà	already
être	be
là	there
l'exiguïté	the small size
lieux	places
obligea	forced
serrer	tighten
uns	each
contre	against
restèrent	stayed
debout	standing
en	in
silence	silence
lançant	launching
autour	around
d'eux	of them
regards	looks
peu	little
inquiets	worried
bienvenue	welcome
poudlard	hogwarts
banquet	banquet
début	beginning
d'année	of the year
va	will
bientôt	soon
commencer	start
mais	but
avant	before
vous	you
preniez	take
place	place
allez	go
répartis	spread
différentes	different
maisons	houses
cette	this
partition	partition
constitue	is
cérémonie	ceremony
très	very
importante	important
devez	must
savoir	know
effet	effect
long	long
votre	your
séjour	stay
l'école	the school
sera	will be
pour	for
seconde	second
famille	family
suivrez	follow
mêmes	same
cours	during
dormirez	sleep
même	even
dortoir	dormitory
passerez	pass
temps	time
libre	free
commune	common
sont	are
nombre	number
quatre	four
elles	they
ont	have
nom	name
gryffondor	gryffindor
poufsouffle	hufflepuff
serdaigle	ravenclaw
serpentard	slytherin
chaque	each
a	has
propre	own
histoire	history
noblesse	nobility
chacune	each
d'elles	they
formé	formed
ans	years
sorciers	wizards
sorcières	witches
premier	first
plan	plan
pendant	during
fois	time
obtiendrez	get
bons	good
résultats	results
rapporterez	bring it back
points	points
enfreindrez	breach
règles	rules
communes	common
perdra	lose
fin	end
l'année	the year
scolaire	school
aura	will
obtenu	obtained
plus	more
gagnera	will win
coupe	cup
