chapitre	chapter
2	2
une	a
vitre	glass
disparaît	disappears
il	it
s'était	had
passé	past
près	near
de	of
dix	ten
ans	years
depuis	since
que	that
les	the
dursley	dursley
avaient	had
trouvé	found
au	the
saut	jump
du	the
lit	bed
leur	their
neveu	nephew
devant	before
la	the
porte	door
mais	but
privet	privet
drive	drive
n'avait	had
quasiment	almost
pas	not
changé	changed
ce	this
jour-là	day
le	the
soleil	sun
se	is
leva	rose
sur	on
mêmes	same
petits	small
jardins	gardens
proprets	neat
en	in
faisant	making
étinceler	sparkle
plaque	plate
cuivre	copper
qui	that
portait	wore
numéro	number
4	4
à	to
l'entrée	the entry
maison	home
des	of
lumière	light
matin	morning
s'infiltra	infiltrated
dans	in
un	a
living-	living-
room	room
exactement	exactly
semblable	similar
quelques	a few
détails	details
celui	the
où	where
mr	mr
avait	had
appris	learned
par	by
télévision	tv
fameux	famous
vol	flight
hiboux	owls
sinistre	disaster
mémoire	memory
seules	only
photos	photos
exhibées	exhibited
manteau	coat
cheminée	fireplace
donnaient	gave
idée	idea
temps	time
écoulé	elapsed
cette	this
date	date
plus	more
tôt	early
on	it
distinguait	distinguished
nombreux	many
clichés	shots
exposés	exposed
quelque	some
chose	thing
ressemblait	looked like
gros	wholesale
ballon	ball
rose	pink
coiffé	wearing
bonnets	hats
pompons	pom-poms
différentes	different
couleurs	colors
dudley	dudley
n'était	there was
bébé	baby
et	and
présent	this
montraient	showed
garçon	boy
blond	blond
son	its
premier	first
vélo	bike
manège	carousel
fête	feast
foraine	fair
ordinateur	computer
compagnie	company
père	father
ou	or
serré	tight
bras	arm
sa	its
mère	mother
couvrait	covered
baisers	kisses
rien	nothing
pièce	room
ne	do
laissait	left
deviner	guess
qu'un	a
autre	other
petit	small
habitait	lived
même	even
pourtant	yet
harry	harry
potter	potter
était	was
toujours	always
là	there
encore	yet
endormi	asleep
pour	for
moment	time
longtemps	for a long time
car	because
tante	aunt
pétunia	petunia
bien	well
réveillée	woke up
fut	was
voix	voice
perçante	piercing
rompit	broke
première	first
fois	time
silence	silence
allez	go
debout	standing
immédiatement	immediately
réveilla	woke up
sursaut	startle
tambourina	tambourina
vite	fast
hurla-t-elle	screamed she
suraiguë	shrill
l'entendit	heard
s'éloigner	away
vers	to
cuisine	kitchen
poser	ask
poêle	stove
cuisinière	stove
tourna	turned
dos	back
essaya	tried
rappeler	remember
rêve	dream
qu'il	it
train	train
faire	do
c'était	it was
beau	beautiful
avec	with
moto	motorcycle
volait	flying
eut	had
l'étrange	the strange
impression	print
d'avoir	to have
déjà	already
fait	fact
auparavant	previously
revenue	revenue
derrière	behind
Ça	It
y	there
est	is
tu	you
es	es
levé	survey
demanda-t-elle	he asked as she
presque	almost
répondit	replied
dépêche-toi	hurry
je	I
veux	want to
surveilles	watch
bacon	bacon
laisse	leaves
surtout	especially
brûler	burn
tout	all
doit	must
être	be
absolument	absolutely
parfait	perfect
jour	day
l'anniversaire	the anniversary
grognement	grunt
qu'est-ce	what is this
dis	say
