chapitre	chapter
10	10
halloween	halloween
le	the
lendemain	next day
malefoy	malfoy
n'en	do
crut	believed
pas	not
ses	its
yeux	eyes
lorsqu'il	when it
vit	lives
que	that
harry	harry
et	and
ron	ron
étaient	were
toujours	always
à	to
poudlard	hogwarts
l'air	the air
fatigué	tired
mais	but
la	the
mine	mine
joyeuse	joyful
après	after
une	a
bonne	good
nuit	night
de	of
sommeil	sleep
trouvaient	were
cette	this
rencontre	meeting
avec	with
chien	dog
aux	the
trois	three
têtes	heads
était	was
finalement	finally
belle	beautiful
aventure	adventure
ils	they
avaient	had
hâte	looking forward
d'en	to
connaître	know
d'autres	other
avait	had
révélé	revealed
l'existence	the existence
du	the
paquet	package
transféré	transferred
gringotts	gringotts
s'étaient	had
longuement	long
demandé	asked
ce	this
qui	that
pouvait	could
bien	well
justifier	justify
protection	protection
aussi	also
dissuasive	deterrent
ou	or
c'est	it is
quelque	some
chose	thing
a	has
beaucoup	a lot
valeur	value
un	a
truc	trick
très	very
dangereux	dangerous
dit	said
les	the
deux	two
ajouta	added
pour	for
l'instant	the moment
seule	only
qu'ils	they
savaient	knew
cet	this
objet	object
mystérieux	mysterious
c'était	it was
qu'il	it
long	long
d'une	a
soixantaine	sixty
centimètres	centimeters
sans	without
indice	index
supplémentaire	additional
n'avaient	had
aucune	no
chance	chance
savoir	know
davantage	more
en	in
revanche	contrast
ni	or
hermione	hermione
neville	neville
ne	do
montraient	showed
moindre	less
intérêt	interest
se	is
trouvait	was
sous	under
trappe	hatch
tout	all
comptait	had
plus	more
jamais	never
retrouver	find
présence	presence
refusait	refused
désormais	now
parler	talk
leur	their
paraissait	seemed
plutôt	rather
avantageux	advantageous
souhaitaient	wanted
présent	this
venger	revenge
l'occasion	the opportunity
fut	was
donnée	given
semaine	week
tard	later
l'heure	the time
distribution	distribution
courrier	mail
au	the
moment	time
où	where
hiboux	owls
envahirent	invaded
grande	great
salle	room
comme	as
chaque	each
matin	morning
l'attention	attention
des	of
élèves	students
aussitôt	as soon
attirée	drawn
par	by
portaient	wore
demi-douzaine	a half-dozen
grands	great
ducs	dukes
intrigué	intrigued
autres	other
il	it
stupéfait	stunned
lorsque	when
laissèrent	left
tomber	fall
devant	before
lui	him
envoyant	sending
passage	passage
son	its
assiette	plate
d'œufs	eggs
bacon	bacon
sur	on
carrelage	tile
autre	other
hibou	owl
passa	spent
juste	just
déposer	file
lettre	letter
eut	had
idée	idea
commencer	start
lire	read
dans	in
laquelle	which
écrit	written
n'ouvrez	do not open
pendant	during
vous	you
serez	will be
À	To
table	table
contient	contains
votre	your
nouveau	new
nimbus	nimbus
2000	2000
je	I
veux	want to
monde	world
sache	know
avez	have
propre	own
balai	broom
sinon	otherwise
voudront	want to
olivier	olivier
dubois	dubois
attend	waiting
soir	evening
sept	seven
heures	hours
terrain	field
quidditch	quidditch
première	first
séance	session
d'entraînement	training
professeur	professor
mcgonagall	mcgonagall
montra	showed
éprouvant	experiencing
grandes	large
difficultés	difficulties
laisser	let
éclater	burst
sa	its
joie	joy
marmonna	muttered
envie	want
n'ai	haven
même	even
eu	had
toucher	touch
hâtèrent	hurried
quitter	leave
aller	go
déballer	unpack
loin	far
regards	looks
crabbe	crabbe
goyle	goyle
barrèrent	barrèrent
chemin	path
l'escalier	the stairs
prit	took
mains	hands
ca	ca
m'a	me
d'être	to be
tâtant	feeling
rendit	made
expression	expression
mépris	contempt
mêlée	melee
d'envie	envy
fois	time
tu	you
es	es
fichu	damn
potter	potter
année	year
n'ont	have
droit	right
d'avoir	to have
put	put
retenir	remember
n'est	there is
n'importe	any
quel	what
dit-il	he said
quoi	what
déjà	already
marque	brand
tien	tien
comète	comet
260	260
ça	it
mal	evil
quand	when
on	it
n'y	there
regarde	look at
trop	too
près	near
évidemment	of course
classe	class
qu'est-ce	what is this
sais	know
weasley	weasley
répliqua	replied
n'aurais	would have
te	te
payer	pay
moitié	half
poignée	handle
toi	you
tes	your
frères	brothers
achetez	buy
brindille	twig
avant	before
ait	has
temps	time
répondre	reply
flitwick	flitwick
apparut	appeared
côté	side
j'espère	I hope
n'êtes	there are
train	train
disputer	play
couina	couina
s'est	is
fait	fact
envoyer	send
oui	yes
sûr	course
répondit	replied
gratifiant	rewarding
d'un	a
sourire	smile
rayonnant	radiant
mis	put
courant	current
modèle	model
s'agit-il	is it
monsieur	mr.
s'efforça	tried
rire	laugh
l'expression	the expression
horrifiée	horrified
grâce	thanks
j'ai	I
pu	could
l'avoir	have
puis	then
montèrent	went up
essayant	trying
fort	fort
tandis	while
parvenait	could
dissimuler	hide
rage	rage
s'il	if it
n'avait	had
volé	stolen
rapeltout	rapeltout
ferais	would
partie	part
l'équipe	the team
alors	then
j'imagine	I guess
prends	take
récompense	reward
avoir	have
violé	violated
règlement	regulation
lança	launched
voix	voice
courroucée	wrathful
derrière	behind
eux	them
montait	rose
jetant	throwing
coup	blow
d'œil	eye
désapprobateur	désapprobateur
portait	wore
croyais	thought
nous	we
parlais	was talking about
devrais	should
continuer	continue
s'éloigna	walked away
d'eux	of them
nez	nose
jour-là	day
concentrer	focus
passait	passed
cessait	stopped
penser	think
rangé	tidy
lit	bed
allait	would
apprendre	learn
jouer	play
avala	swallowed
dîner	dinner
faire	do
attention	attention
mangeait	ate
rua	rua
dortoir	dormitory
enfin	finally
eh	eh
ben	ben
dis	say
donc	so
soupira	sighed
admiration	admiration
connaissait	knew
rien	nothing
superbe	superb
forme	form
élégante	elegant
manche	sleeve
d'acajou	mahogany
étincelant	sparkling
faisceau	beam
brindilles	twigs
