chapitre	chapter
12	12
le	the
miroir	mirror
du	the
riséd	riséd
noël	christmas
approchait	approaching
un	a
jour	day
de	of
la	the
mi-décembre	in mid-December
poudlard	hogwarts
se	is
réveilla	woke up
sous	under
une	a
épaisse	thick
couche	layer
neige	snow
lac	lake
avait	had
gelé	frozen
et	and
les	the
jumeaux	twins
weasley	weasley
reçurent	received
punition	punishment
pour	for
avoir	have
fabriqué	manufactured
des	of
boules	balls
magiques	magic
qui	that
suivaient	followed
quirrell	quirrell
partout	everywhere
où	where
il	it
allait	would
en	in
visant	aimed
son	its
turban	turban
hagrid	hagrid
s'occupait	was
soigner	treat
quelques	a few
hiboux	owls
arrivaient	arrived
à	to
traverser	cross
l'air	the air
glacé	glossy
apporter	bring
courrier	mail
frigorifiés	refrigerated
tout	all
monde	world
attendait	waiting
vacances	holiday
avec	with
impatience	impatience
feux	lights
cheminée	fireplace
chauffaient	heated
grande	great
salle	room
commune	common
gryffondor	gryffindor
mais	but
couloirs	corridors
étaient	were
parcourus	driven
courants	common
d'air	air
glacés	icy
vent	wind
polaire	polar
faisait	was
trembler	shake
fenêtres	windows
salles	rooms
classe	class
pire	worst
c'était	it was
cours	during
professeur	professor
rogue	rogue
dans	in
cachot	dungeon
glacial	icy
élèves	students
serraient	shake
contre	against
chaudrons	pots
essayer	try
protéger	protect
froid	cold
je	I
plains	plains
beaucoup	a lot
malheureux	unhappy
devront	will have to
rester	stay
pendant	during
parce	because
que	that
personne	person
n'en	do
veut	wants to
maison	home
lança	launched
malefoy	malfoy
potions	potions
dit	said
cela	this
regardant	looking at
harry	harry
crabbe	crabbe
goyle	goyle
pouffèrent	pouffèrent
rire	laugh
n'y	there
prêta	lent
aucune	no
attention	attention
été	been
plus	more
désagréable	unpleasant
jamais	never
depuis	since
match	match
quidditch	quidditch
dégoûté	disgusted
par	by
défaite	defeat
serpentard	slytherin
essayé	tried
mettre	put
rieurs	laughing
côté	side
répétant	repeating
prochaine	next
fois	time
on	it
pourrait	could
remplacer	replace
crocodile	crocodile
train	train
bâiller	yawn
s'était	had
très	very
vite	fast
rendu	rendering
compte	account
sa	its
plaisanterie	joke
n'amusait	not amused
car	because
impressionné	impressed
virtuosité	virtuosity
laquelle	which
réussi	successful
s'accrocher	hang on
balai	broom
jaloux	jealous
furieux	furious
consolait	consoled
saisissant	entering
toutes	all
occasions	opportunities
rappeler	remember
n'avait	had
pas	not
famille	family
digne	worthy
ce	this
nom	name
effet	effect
n'irait	there would be a
privet	privet
drive	drive
mcgonagall	mcgonagall
était	was
passée	past
classes	classes
semaine	week
précédente	previous
faire	do
liste	list
resteraient	would
premier	first
s'inscrire	register
éprouvait	felt
aucun	no
regret	regret
au	the
contraire	contrary
probablement	probably
connaître	know
meilleur	best
vie	life
ron	ron
ses	its
frères	brothers
passeraient	would
également	also
leurs	their
collège	college
mr	mr
mrs	mrs
devaient	had to
rendre	make
roumanie	romania
aller	go
voir	see
leur	their
fils	son
charlie	charlie
lorsqu'ils	when they
sortirent	went out
énorme	huge
sapin	fir
avançait	advanced
couloir	hallway
haletant	panting
soufflant	blowing
ahanant	labouring
deux	two
pieds	feet
immenses	huge
qu'on	we
voyait	saw
dépasser	exceed
trahissaient	betrayed
présence	presence
derrière	behind
vous	you
avez	have
besoin	need
d'aide	help
demanda	asked
passant	from
tête	head
parmi	among
branchages	branches
non	not
ça	it
va	will
merci	thank you
pourriez	could
dégager	release
chemin	path
eux	them
voix	voice
sèche	dry
tu	you
essayes	try
te	te
peu	little
d'argent	money
poche	pocket
vises	referred to
place	place
garde-chasse	gamekeeper
quand	when
sortiras	get out
c'est	it is
vrai	true
quelqu'un	someone
ta	your
cabane	hut
doit	must
d'un	a
palace	palace
rua	rua
sur	on
moment	time
même	even
montait	rose
l'escalier	the stairs
lâcha	released
a	has
provoqué	caused
montrant	showing
grosse	big
hirsute	shaggy
insulté	insulted
possible	possible
est	is
interdit	prohibited
battre	beat
répliqua	replied
ton	your
doucereux	sugary
cinq	five
points	points
moins	less
estimez-vous	do you feel you
heureux	happy
ne	do
soit	either
davantage	more
allez	go
filez	filez
maintenant	now
ricanement	sneer
avancèrent	forth
repoussant	pushing
répandit	spread
aiguilles	needles
sol	soil
l'aurai	the will
entre	between
dents	teeth
ces	these
jours	days
déteste	hate
deux-là	two
ajouta	added
allons	will
gaieté	gaiety
bientôt	soon
venez	come
moi	me
merveille	wonder
tous	all
trois	three
suivirent	followed
arbre	tree
jusqu'à	up to
flitwick	flitwick
s'affairaient	busy
installer	install
décorations	decorations
ah	ah
dernier	last
mettez-le	put the
bout	end
là-bas	there
s'il	if it
plaît	please
magnifique	beautiful
guirlandes	garlands
gui	gui
houx	holly
suspendues	suspended
aux	the
murs	walls
d'une	a
douzaine	dozen
d'arbres	trees
dressaient	up
autour	around
certains	some
recouverts	covered
glaçons	ice cubes
scintillants	sparkling
d'autres	other
chandelles	candles
allumées	lit
reste	rest
combien	how
avant	before
seul	only
répondit	replied
hermione	hermione
fait	fact
nous	we
avons	have
encore	yet
demi-heure	a half-hour
déjeuner	breakfast
devrions	should
bibliothèque	library
as	as
raison	reason
s'arrachant	tearing
contemplation	contemplation
apparaître	appear
baguette	wand
magique	magic
d'or	gold
qu'il	it
accrochait	hung
branches	branches
nouveau	new
suivant	following
hall	hall
juste	just
êtes	are
vraiment	really
passionnés	passionate
oh	oh
n'est	there is
travailler	work
joyeux	happy
parlé	spoken
nicolas	nicolas
flamel	flamel
essaye	try
savoir	know
quoi	what
s'exclama	exclaimed
interloqué	nonplussed
ecoutez-moi	listen to me
ai	I
laisser	let
tomber	fall
chien	dog
garde	guard
votre	your
affaire	case
simplement	simply
vouliez	want to
dire	say
vous-même	you
épargner	save
recherches	research
déjà	already
consulté	consulted
centaines	hundreds
livres	books
n'avons	have
rien	nothing
trouvé	found
pourtant	yet
suis	am
sûr	course
d'avoir	to have
lu	read
quelque	some
part	share
dirai	tell
cas	case
cherchera	will
seuls	only
ils	they
filèrent	spinning
vers	to
tandis	while
regardait	watched
air	air
mécontent	unhappy
indice	index
dont	which
disposaient	had
découvrir	discover
voulait	wanted
voler	fly
l'instant	the moment
n'avaient	had
trace	trace
personnage	character
dizaines	tens
d'ouvrages	books
consultés	consulted
savaient	knew
bien	well
commencer	start
ignoraient	did not know
figurer	be
livre	book
n'était	there was
grands	great
sorciers	wizards
xx	xx
e	e
siècle	century
ni	or
noms	names
célèbres	famous
contemporain	contemporary
grandes	large
découvertes	discoveries
etude	study
récents	recent
progrès	progress
sorcellerie	witchcraft
restait	remained
milliers	thousands
étagères	shelves
feuilleter	browse
volumes	volumes
représentait	represented
tâche	task
immense	huge
renoncé	waived
autant	as much
étudia	studied
titres	securities
thèmes	themes
pouvaient	could
allusion	hint
promenait	walking
long	long
prenant	taking
hasard	random
lui	him
aventuré	ventured
réserve	reserve
fallait	had to
mot	word
l'un	one
professeurs	teachers
accès	access
ouvrages	books
y	there
conservait	retained
savait	knew
n'obtiendrait	would
telle	such
autorisation	authorization
traitaient	treated
magie	magic
noire	black
matière	material
enseignée	taught
étudiants	students
dernière	last
année	year
faisaient	were
poussées	flare-ups
défense	defence
forces	forces
mal	evil
consulter	consult
qu'est-ce	what is this
cherches	are looking for
mon	my
garçon	boy
madame	mrs.
pince	clamp
bibliothécaire	librarian
menaça	threatened
plumeau	feather duster
ferais	would
mieux	better
filer	spinning
dehors	outside
n'ayant	having
prétexte	excuse
plausible	plausible
justifier	justify
résigna	resigned
quitter	leave
avaient	had
décidé	decided
valait	worth
demander	ask
pourraient	could
dénicher	find
renseignements	information
