chapitre	chapter
8	8
le	the
maître	master
des	of
potions	potions
là	there
regarde	look at
où	where
a	has
côté	side
du	the
grand	great
type	type
roux	roux
avec	with
les	the
lunettes	glasses
tu	you
as	as
vu	seen
sa	its
cicatrice	scar
lendemain	next day
dès	as soon
qu'il	it
eut	had
quitté	left
dortoir	dormitory
harry	harry
entendait	heard
murmurer	whisper
sur	on
son	its
passage	passage
élèves	students
qui	that
attendaient	waiting
à	to
la	the
porte	door
salles	rooms
de	of
classe	class
se	is
levaient	rose
pointe	tip
pieds	feet
pour	for
voir	see
ou	or
revenaient	returned
leurs	their
pas	not
croiser	cross
nouveau	new
pendant	during
ce	this
temps	time
essayait	tried
trouver	find
chemin	path
dans	in
labyrinthe	maze
château	castle
il	it
y	there
avait	had
cent	cent
quarante-deux	forty-two
escaliers	stairs
poudlard	hogwarts
larges	large
étroits	close
courbes	curves
carrés	square
délabrés	dilapidated
certains	some
une	a
deux	two
marches	steps
escamotables	retractable
fallait	had to
souvenir	remember
d'enjamber	step-over
ne	do
tomber	fall
aussi	also
portes	doors
refusaient	refused
s'ouvrir	open
si	if
on	it
leur	their
demandait	asked
poliment	politely
chatouillait	tickled
au	the
bon	good
endroit	place
et	and
d'autres	other
n'étaient	there were
que	that
pans	pans
mur	wall
déguisés	disguised
en	in
était	was
très	very
difficile	difficult
choses	things
trouvaient	were
car	because
tout	all
bougeait	moved
sans	without
cesse	stops
gens	people
représentés	represented
tableaux	tables
accrochés	hung
aux	the
murs	walls
passaient	passed
rendre	make
visite	visit
uns	each
autres	other
persuadé	persuaded
armures	armor
promenaient	walking
parfois	sometimes
couloirs	corridors
quant	as
fantômes	ghosts
ils	they
facilitaient	facilitated
tâche	task
c'était	it was
toujours	always
un	a
choc	shock
désagréable	unpleasant
lorsque	when
l'un	one
d'eux	of them
traversait	crossed
moment	time
l'ouvrir	the open
quasi-sans-tête	quasi-without-head
heureux	happy
d'aider	help
nouveaux	new
gryffondor	gryffindor
mais	but
peeves	peeves
l'esprit	the spirit
frappeur	batting
bombardait	bombarded
morceaux	pieces
craie	chalk
tirait	drew
tapis	carpet
sous	under
renversait	reversed
corbeilles	baskets
papier	paper
tête	head
glissait	glided
silencieusement	silently
derrière	behind
eux	them
attrapait	caught
nez	nose
hurlant	screaming
je	I
t'ai	you've
eu	had
d'une	a
voix	voice
perçante	piercing
pire	worst
encore	yet
toutefois	however
possible	possible
argus	argus
rusard	rusard
concierge	concierge
ron	ron
avaient	had
réussi	successful
mettre	put
dos	back
premier	first
jour	day
surpris	surprised
alors	then
qu'ils	they
essayaient	tried
d'ouvrir	open
par	by
malchance	bad luck
s'était	had
révélée	revealed
être	be
l'entrée	the entry
couloir	hallway
interdit	prohibited
deuxième	second
étage	floor
refusé	refused
croire	believe
lorsqu'ils	when they
lui	him
expliqué	explained
s'étaient	had
perdus	lost
convaincu	convinced
tenté	tried
forcer	force
exprès	express
menacés	threatened
enfermer	lock
cachot	dungeon
heureusement	fortunately
professeur	professor
quirrell	quirrell
passait	passed
venu	come
secours	relief
chatte	pussy
s'appelait	called
miss	miss
teigne	ringworm
créature	creature
grisâtre	greyish
décharnée	gaunt
yeux	eyes
globuleux	globose
brillaient	shone
comme	as
lampes	lamps
l'image	the image
ceux	those
elle	it
sillonnait	crisscrossed
toute	any
seule	only
qu'elle	it
voyait	saw
quelqu'un	someone
commettre	commit
moindre	less
faute	fault
serait-ce	would it be
poser	ask
orteil	toe
au-delà	beyond
ligne	line
interdite	prohibited
filait	spinning
prévenir	prevent
accourait	hasten to
aussitôt	as soon
soufflant	blowing
bœuf	beef
connaissait	knew
passages	passages
secrets	secrets
l'école	the school
mieux	better
personne	person
(à	(
part	share
peut-être	maybe
jumeaux	twins
weasley)	weasley)
pouvait	could
apparaître	appear
soudainement	suddenly
tous	all
détestaient	hated
nombre	number
d'entre	of
auraient	would
été	been
ravis	happy
donner	give
coup	blow
pied	foot
lorsqu'on	when
enfin	finally
salle	room
arriver	getting
suivre	follow
cours	during
découvrit	discovered
vite	fast
l'exercice	the year
magie	magic
consistait	was
seulement	only
brandir	brandish
baguette	wand
magique	magic
marmonnant	mumbling
quelques	a few
paroles	lyrics
peu	little
bizarres	weird
chaque	each
mercredi	Wednesday
soir	evening
observaient	watched
ciel	sky
télescope	telescope
apprenaient	learning
noms	names
étoiles	star
ainsi	as well
mouvement	movement
planètes	planets
trois	three
fois	time
semaine	week
étudiaient	studying
plantes	plants
serres	greenhouses
situées	located
l'arrière	the rear
direction	management
petite	small
sorcière	witch
joliment	nicely
potelée	chubby
chourave	chourave
plus	more
ennuyeux	boring
étaient	were
d'histoire	history
enseignée	taught
seul	only
fantôme	ghost
collège	college
déjà	already
vieux	old
binns	binns
endormi	asleep
devant	before
cheminée	fireplace
quand	when
levé	survey
matin	morning
aller	go
faire	do
laissé	left
corps	body
parlait	spoke
monocorde	monotonous
tandis	while
griffonnaient	griffonnaient
sorciers	wizards
célèbres	famous
confondant	confusing
emerie	emerie
hargneux	surly
ulric	ulric
follingue	follingue
flitwick	flitwick
d'enchantements	enchantments
minuscule	tiny
sorcier	sorcerer
devait	should
monter	mount
pile	battery
livres	books
par-dessus	above
bureau	office
début	beginning
faisait	was
l'appel	the call
poussa	pushed
petit	small
cri	cry
aigu	acute
voyant	light
nom	name
tomba	fell
renverse	reverses
mcgonagall	mcgonagall
différente	different
juste	just
pensant	thinking
valait	worth
éviter	avoid
contrarier	upset
stricte	strict
intelligente	smart
parla	spoke
directement	directly
métamorphose	metamorphosis
est	is
formes	forms
dangereuses	dangerous
complexes	complex
vous	you
aurez	will
étudier	study
avait-elle	had she
dit	said
quiconque	anyone
fera	will
chahut	ruckus
mes	my
sera	will be
immédiatement	immediately
renvoyé	returned
interdiction	ban
revenir	return
êtes	are
prévenus	defendants
changé	changed
cochon	pig
puis	then
redonné	given
forme	form
d'origine	original
démonstration	demonstration
impressionnante	impressive
hâte	looking forward
commencer	start
bientôt	soon
rendu	rendering
compte	account
près	near
d'en	to
autant	as much
après	after
avoir	have
suivi	follow-up
explications	explanations
compliquées	complicated
commencé	started
s'exercer	exercise
essayant	trying
changer	change
allumette	match
aiguille	needle
hermione	hermione
granger	granger
obtenu	obtained
résultat	result
montré	shown
l'allumette	the match
pris	taken
couleur	color
argentée	silver
dont	which
l'extrémité	the end
devenue	become
pointue	sharp
même	even
accordé	granted
ses	its
rares	rare
sourires	smiles
monde	world
attendait	waiting
impatience	impatience
celui	the
défense	defence
contre	against
forces	forces
mal	evil
l'enseignement	education
tournait	turned
plutôt	rather
farce	stuffing
imprégnée	impregnated
forte	strong
odeur	smell
d'ail	garlic
destiné	for
éloigner	away
vampire	vampire
rencontré	met
roumanie	romania
craignait	feared
turban	turban
avait-il	had he
offert	offered
prince	prince
africain	african
remercier	thank
l'avoir	have
débarrassé	free
d'un	a
zombie	zombie
histoire	history
sonnait	sounded
faux	false
effet	effect
incapable	unable
raconter	tell
comment	how
combattu	fought
dégageait	radiated
fait	fact
dire	say
weasley	weasley
l'avait	had
rempli	filled
protéger	protect
permanence	permanently
vampires	vampires
constata	found
soulagement	relief
n'avait	had
guère	little
retard	delay
camarades	comrades
également	also
élevés	high
familles	families
moldus	muggle
jamais	never
doutés	guessed
appartenaient	belonged
sorcellerie	witchcraft
tant	as
apprendre	learn
avantage	advantage
appartenance	membership
vieille	old
famille	family
vendredi	Friday
trouvé	found
seuls	only
grande	great
servi	served
déjeuner	breakfast
qu'est-ce	what is this
qu'on	we
aujourd'hui	today
demanda	asked
commun	common
magiques	magic
serpentard	slytherin
c'est	it is
rogue	rogue
directeur	director
essaye	try
avantager	benefit
verra	see
bien	well
vrai	true
j'aimerais	I would like to
ait	has
envie	want
nous	we
directrice	director
empêchée	prevented
montagne	mountain
devoirs	duties
