chapitre	chapter
14	14
norbert	norbert
le	the
dragon	dragon
quirrell	quirrell
se	is
montra	showed
cependant	however
plus	more
courageux	brave
qu'ils	they
ne	do
l'auraient	would
cru	raw
dans	in
les	the
semaines	weeks
qui	that
suivirent	followed
il	it
devint	became
encore	yet
pâle	pale
et	and
maigre	lean
mais	but
semblait	seemed
pas	not
avoir	have
cédé	sold
chaque	each
fois	time
passaient	passed
devant	before
couloir	hallway
interdit	prohibited
du	the
deuxième	second
étage	floor
harry	harry
ron	ron
hermione	hermione
collaient	stuck
l'oreille	the ear
contre	against
la	the
porte	door
pour	for
vérifier	check
que	that
touffu	bushy
était	was
toujours	always
là	there
à	to
pousser	push
des	of
grognements	grunts
rogue	rogue
lui	him
manquait	missing
jamais	never
une	a
occasion	opportunity
de	of
manifester	show
sa	its
mauvaise	bad
humeur	mood
habituelle	usual
ce	this
signifiait	meant
qu'il	it
n'avait	had
réussi	successful
s'emparer	grab
pierre	stone
lorsque	when
croisait	crossed
adressait	addressed
un	a
sourire	smile
en	in
forme	form
d'encouragement	encouragement
son	its
côté	side
rappelait	reminded
l'ordre	the order
quiconque	anyone
moquait	laughing
bégaiement	stuttering
part	share
avait	had
autre	other
chose	thing
tête	head
philosophale	philosopher's
elle	it
commencé	started
établir	establish
programme	program
révisions	revisions
examens	reviews
fin	end
d'année	of the year
harcelait	harassing
fassent	do
autant	as much
c'est	it is
éternité	eternity
dix	ten
répliqua	replied
n'est	there is
ça	it
correspond	is
seconde	second
nicolas	nicolas
flamel	flamel
nous	we
on	it
n'a	did
six	six
cents	cents
ans	years
rappela	reminded
d'ailleurs	moreover,
tu	you
n'as	did
besoin	need
réviser	review
sais	know
déjà	already
tout	all
es	es
fou	crazy
te	te
rends	give
compte	account
faut	must
absolument	absolutely
réussir	succeed
ces	these
entrer	enter
année	year
très	very
important	important
j'aurais	I would have
dû	due
commencer	start
y	there
a	has
mois	months
malheureusement	unfortunately
professeurs	teachers
semblaient	seemed to
donner	give
raison	reason
ils	they
avaient	had
imposé	imposed
tellement	so
devoirs	duties
vacances	holiday
pâques	easter
restait	remained
beaucoup	a lot
temps	time
aux	the
élèves	students
songer	consider
s'amuser	have fun
difficile	difficult
détendre	relax
quand	when
passait	passed
réciter	recite
douze	twelve
usages	uses
sang	blood
ou	or
faire	do
exercices	exercises
avec	with
baguette	wand
magique	magic
bâillant	yawning
maugréant	grumbling
grande	great
partie	part
leur	their
libre	free
bibliothèque	library
essayer	try
d'arriver	to arrive
au	the
bout	end
travail	work
je	I
n'arriverai	do not get
me	me
rappeler	remember
truc	trick
dit	said
jour	day
laissa	let
tomber	fall
plume	pen
regarda	looked at
envie	want
par	by
fenêtre	window
c'était	it was
première	first
belle	beautiful
journée	day
eue	had
depuis	since
ciel	sky
d'un	a
bleu	blue
myosotis	forget-me-not
l'atmosphère	the atmosphere
parfum	perfume
d'été	summer
lisait	read
l'article	article
consacré	dedicated
dictame	dittany
mille	thousand
herbes	herbs
champignons	mushrooms
magiques	magic
leva	rose
yeux	eyes
lorsqu'il	when it
entendit	heard
s'écrier	exclaim
hagrid	hagrid
qu'est-ce	what is this
vous	you
faites	do
apparut	appeared
cachant	hiding
quelque	some
derrière	behind
dos	back
gros	wholesale
manteau	coat
poil	hair
taupe	taupe
paraissait	seemed
déplacé	moved
tel	such
lieu	place
suis	am
simplement	simply
venu	come
jeter	throw
coup	blow
d'œil	eye
dit-il	he said
d'une	a
voix	voice
naturelle	natural
ajouta-t-il	he added
air	air
soupçonneux	suspicious
j'espère	I hope
avez	have
cessé	stopped
intéresser	interest
oh	oh
longtemps	for a long time
avons	have
trouvé	found
cherchions	looking for
ton	your
assuré	insured
savons	know
garde	guard
chien	dog
s'agit	is
philo	philo
chut	shhh
l'interrompit	the interrupted
lançant	launching
regards	looks
autour	around
voir	see
si	if
quelqu'un	someone
écoutait	listened to
parle	speaks
moins	less
fort	fort
prend	takes
voulions	wanted
justement	precisely
poser	ask
quelques	a few
petites	small
questions	questions
intervint	intervened
demandait	asked
été	been
prévu	expected
garder	keep
dehors	outside
répéta	repeated
