chapitre	chapter
4	4
le	the
gardien	guardian
des	of
clés	key
boum	boom
on	it
frappa	hit
à	to
nouveau	new
dudley	dudley
se	is
réveilla	woke up
en	in
sursaut	startle
c'était	it was
un	a
coup	blow
de	of
canon	canon
demanda-t-il	he asked
bêtement	stupidly
il	it
y	there
eut	had
grand	great
bruit	noise
derrière	behind
eux	them
et	and
l'oncle	uncle
vernon	vernon
entra	entered
dans	in
la	the
pièce	room
glissant	sliding
par	by
terre	earth
tenait	held
fusil	rifle
main	hand
a	has
présent	this
ils	they
savaient	knew
ce	this
que	that
contenait	contained
long	long
paquet	package
qu'il	it
avait	had
eu	had
sous	under
bras	arm
veille	eve
qui	that
est	is
là	there
cria-t-il	he shouted
je	I
vous	you
préviens	warn
suis	am
armé	armed
instant	now
silence	silence
puis	then
craaaaac	craaaaac
cogna	knocked
sur	on
porte	door
avec	with
tant	as
force	force
qu'elle	it
fut	was
arrachée	torn
ses	its
gonds	hinges
tomba	fell
plat	flat
sol	soil
fracas	crash
assourdissant	deafening
véritable	true
géant	giant
l'encadrement	coaching
son	its
visage	face
était	was
presque	almost
entièrement	fully
caché	hidden
une	a
longue	long
crinière	mane
cheveux	hair
emmêlés	tangled
grande	great
barbe	beard
broussailleuse	scrub
mais	but
voyait	saw
distinctement	distinctly
yeux	eyes
brillaient	shone
comme	as
deux	two
scarabées	beetles
noirs	black
au	the
milieu	middle
foisonnement	abundance
glissa	slipped
l'intérieur	inside
masure	hovel
inclinant	tilting
tête	head
pour	for
ne	do
pas	not
cogner	banging
contre	against
plafond	ceiling
pencha	bent
ramassa	picked up
remit	gave
sans	without
difficulté	difficulty
au-dehors	outside
vacarme	din
tempête	storm
s'était	had
peu	little
atténué	attenuated
si	if
aviez	had
tasse	cup
thé	tea
serait	would be
refus	refusal
dit	said
voyage	travel
n'a	did
été	been
facile	easy
s'avança	advanced
vers	to
canapé	sofa
où	where
resté	stayed
assis	sitting
pétrifié	petrified
terreur	terror
bouge-toi	bouge-toi
